source name	characteristics[organism]	characteristics[organism part]	characteristics[compound]	characteristics[duration]	characteristics[age]	characteristics[cell type]	characteristics[enrichment process]	characteristics[biological replicate]	characteristics[disease]	assay name	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[fractionation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[compound]	factor value[duration]
PXD013868-Sample 1	Arabidopsis thaliana	seed	DMSO	16h	not available	plant cell	no enrichment	1	normal	run 39	3542_BG5_041564_S00_U39_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BG5_041564_S00_U39_R1.raw	1	39	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	DMSO	16h
PXD013868-Sample 1	Arabidopsis thaliana	seed	DMSO	16h	not available	plant cell	no enrichment	1	normal	run 40	3542_BH5_041564_S00_U40_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BH5_041564_S00_U40_R1.raw	1	40	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	DMSO	16h
PXD013868-Sample 1	Arabidopsis thaliana	seed	DMSO	16h	not available	plant cell	no enrichment	1	normal	run 41	3542_BH6_041564_S00_U41_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BH6_041564_S00_U41_R1.raw	1	41	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	DMSO	16h
PXD013868-Sample 1	Arabidopsis thaliana	seed	DMSO	16h	not available	plant cell	no enrichment	1	normal	run 42	3542_BG6_041564_S00_U42_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BG6_041564_S00_U42_R1.raw	1	42	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	DMSO	16h
PXD013868-Sample 1	Arabidopsis thaliana	seed	DMSO	16h	not available	plant cell	no enrichment	1	normal	run 43	3542_BF6_041564_S00_U43_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BF6_041564_S00_U43_R1.raw	1	43	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	DMSO	16h
PXD013868-Sample 1	Arabidopsis thaliana	seed	DMSO	16h	not available	plant cell	no enrichment	1	normal	run 44	3542_BE6_041564_S00_U44_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BE6_041564_S00_U44_R1.raw	1	44	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	DMSO	16h
PXD013868-Sample 1	Arabidopsis thaliana	seed	DMSO	16h	not available	plant cell	no enrichment	1	normal	run 45	3542_BD6_041564_S00_U45_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BD6_041564_S00_U45_R1.raw	1	45	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	DMSO	16h
PXD013868-Sample 1	Arabidopsis thaliana	seed	DMSO	16h	not available	plant cell	no enrichment	1	normal	run 46	3542_BC6_041564_S00_U46_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BC6_041564_S00_U46_R1.raw	1	46	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	DMSO	16h
PXD013868-Sample 1	Arabidopsis thaliana	seed	DMSO	16h	not available	plant cell	no enrichment	1	normal	run 47	3542_BB6_041564_S00_U47_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BB6_041564_S00_U47_R1.raw	1	47	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	DMSO	16h
PXD013868-Sample 1	Arabidopsis thaliana	seed	DMSO	16h	not available	plant cell	no enrichment	1	normal	run 48	3542_BA6_041564_S00_U48_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BA6_041564_S00_U48_R1.raw	1	48	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	DMSO	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 49	3543_BA1_041565_S00_U1_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BA1_041565_S00_U1_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 50	3543_BB1_041565_S00_U2_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BB1_041565_S00_U2_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 51	3543_BC1_041565_S00_U3_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BC1_041565_S00_U3_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 52	3543_BD1_041565_S00_U4_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BD1_041565_S00_U4_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 53	3543_BE1_041565_S00_U5_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BE1_041565_S00_U5_R1.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 54	3543_BF1_041565_S00_U6_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BF1_041565_S00_U6_R1.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 55	3543_BG1_041565_S00_U7_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BG1_041565_S00_U7_R1.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 56	3543_BH1_041565_S00_U8_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BH1_041565_S00_U8_R1.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 57	3543_BH2_041565_S00_U9_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BH2_041565_S00_U9_R1.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 58	3543_BG2_041565_S00_U10_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BG2_041565_S00_U10_R1.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 59	3543_BF2_041565_S00_U11_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BF2_041565_S00_U11_R1.raw	1	11	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 60	3543_BE2_041565_S00_U12_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BE2_041565_S00_U12_R1.raw	1	12	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 61	3543_BD2_041565_S00_U13_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BD2_041565_S00_U13_R1.raw	1	13	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 62	3543_BC2_041565_S00_U14_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BC2_041565_S00_U14_R1.raw	1	14	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 63	3543_BB2_041565_S00_U15_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BB2_041565_S00_U15_R1.raw	1	15	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 64	3543_BA2_041565_S00_U16_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BA2_041565_S00_U16_R1.raw	1	16	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 65	3543_BA3_041565_S00_U17_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BA3_041565_S00_U17_R1.raw	1	17	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 66	3543_BB3_041565_S00_U18_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BB3_041565_S00_U18_R1.raw	1	18	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 67	3543_BC3_041565_S00_U19_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BC3_041565_S00_U19_R1.raw	1	19	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 68	3543_BD3_041565_S00_U20_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BD3_041565_S00_U20_R1.raw	1	20	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 69	3543_BE3_041565_S00_U21_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BE3_041565_S00_U21_R1.raw	1	21	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 70	3543_BF3_041565_S00_U22_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BF3_041565_S00_U22_R1.raw	1	22	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 71	3543_BG3_041565_S00_U23_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BG3_041565_S00_U23_R1.raw	1	23	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 72	3543_BH3_041565_S00_U24_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BH3_041565_S00_U24_R1.raw	1	24	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 73	3543_BH4_041565_S00_U25_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BH4_041565_S00_U25_R1.raw	1	25	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 74	3543_BG4_041565_S00_U26_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BG4_041565_S00_U26_R1.raw	1	26	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 75	3543_BF4_041565_S00_U27_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BF4_041565_S00_U27_R1.raw	1	27	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
PXD013868-Sample 2	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 76	3543_BE4_041565_S00_U28_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BE4_041565_S00_U28_R1.raw	1	28	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	16h
