source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cell type]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism]
PXD014877-Sample-13	Arabidopsis	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 32	proteomic profiling by mass spectrometry	20180906_QX4_JoMu_SA_EASY12-7_uPAC_500ng_ArabidopsisiRT-F2_highload.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180906_QX4_JoMu_SA_EASY12-7_uPAC_500ng_ArabidopsisiRT-F2_highload.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Arabidopsis
PXD014877-Sample-13	Arabidopsis	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 33	proteomic profiling by mass spectrometry	20180906_QX4_JoMu_SA_EASY12-7_uPAC_500ng_ArabidopsisiRT-F3_highload.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180906_QX4_JoMu_SA_EASY12-7_uPAC_500ng_ArabidopsisiRT-F3_highload.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Arabidopsis
PXD014877-Sample-13	Arabidopsis	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 34	proteomic profiling by mass spectrometry	20180906_QX4_JoMu_SA_EASY12-7_uPAC_500ng_ArabidopsisiRT-F4_highload.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180906_QX4_JoMu_SA_EASY12-7_uPAC_500ng_ArabidopsisiRT-F4_highload.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Arabidopsis
PXD014877-Sample-14	Dictyostelium discoideum	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 35	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DictosteliumiRT_fraction1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DictosteliumiRT_fraction1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Dictyostelium discoideum
PXD014877-Sample-14	Dictyostelium discoideum	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 36	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DictosteliumiRT_fraction2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DictosteliumiRT_fraction2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Dictyostelium discoideum
PXD014877-Sample-14	Dictyostelium discoideum	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 37	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DictosteliumiRT_fraction3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DictosteliumiRT_fraction3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Dictyostelium discoideum
PXD014877-Sample-14	Dictyostelium discoideum	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 38	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DictosteliumiRT_fraction4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DictosteliumiRT_fraction4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Dictyostelium discoideum
PXD014877-Sample-14	Dictyostelium discoideum	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 39	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DictosteliumiRT_fraction5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DictosteliumiRT_fraction5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Dictyostelium discoideum
PXD014877-Sample-14	Dictyostelium discoideum	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 40	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DictosteliumiRT_fraction6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DictosteliumiRT_fraction6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Dictyostelium discoideum
PXD014877-Sample-14	Dictyostelium discoideum	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 41	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DictosteliumiRT_fraction7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DictosteliumiRT_fraction7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Dictyostelium discoideum
PXD014877-Sample-14	Dictyostelium discoideum	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 42	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DictosteliumiRT_fraction8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DictosteliumiRT_fraction8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Dictyostelium discoideum
PXD014877-Sample-15	Drosophila melanogaster	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 43	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DrosophilaiRT_fraction1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DrosophilaiRT_fraction1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Drosophila melanogaster
PXD014877-Sample-15	Drosophila melanogaster	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 44	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DrosophilaiRT_fraction2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DrosophilaiRT_fraction2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Drosophila melanogaster
PXD014877-Sample-15	Drosophila melanogaster	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 45	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DrosophilaiRT_fraction3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DrosophilaiRT_fraction3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Drosophila melanogaster
PXD014877-Sample-15	Drosophila melanogaster	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 46	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DrosophilaiRT_fraction4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DrosophilaiRT_fraction4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Drosophila melanogaster
PXD014877-Sample-15	Drosophila melanogaster	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 47	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DrosophilaiRT_fraction5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DrosophilaiRT_fraction5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Drosophila melanogaster
PXD014877-Sample-15	Drosophila melanogaster	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 48	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DrosophilaiRT_fraction6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DrosophilaiRT_fraction6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Drosophila melanogaster
PXD014877-Sample-15	Drosophila melanogaster	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 49	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DrosophilaiRT_fraction7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DrosophilaiRT_fraction7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Drosophila melanogaster
PXD014877-Sample-15	Drosophila melanogaster	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 50	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DrosophilaiRT_fraction8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DrosophilaiRT_fraction8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Drosophila melanogaster
PXD014877-Sample-16	Fusarium oxysporum	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 51	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_FusariumOxiRT_fraction1_180911190226.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_FusariumOxiRT_fraction1_180911190226.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Fusarium oxysporum
PXD014877-Sample-16	Fusarium oxysporum	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 52	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_FusariumOxiRT_fraction2_180911221726.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_FusariumOxiRT_fraction2_180911221726.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Fusarium oxysporum
PXD014877-Sample-16	Fusarium oxysporum	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 53	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_FusariumOxiRT_fraction3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_FusariumOxiRT_fraction3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Fusarium oxysporum
PXD014877-Sample-16	Fusarium oxysporum	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 54	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_FusariumOxiRT_fraction4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_FusariumOxiRT_fraction4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Fusarium oxysporum
PXD014877-Sample-16	Fusarium oxysporum	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 55	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_FusariumOxiRT_fraction5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_FusariumOxiRT_fraction5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Fusarium oxysporum
PXD014877-Sample-16	Fusarium oxysporum	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 56	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_FusariumOxiRT_fraction6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_FusariumOxiRT_fraction6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Fusarium oxysporum
PXD014877-Sample-16	Fusarium oxysporum	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 57	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_FusariumOxiRT_fraction7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_FusariumOxiRT_fraction7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Fusarium oxysporum
PXD014877-Sample-16	Fusarium oxysporum	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 58	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_FusariumOxiRT_fraction8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_FusariumOxiRT_fraction8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Fusarium oxysporum
PXD014877-Sample-17	Saccharomyces cerevisiae	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 59	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_ScerevisiaeiRT_fraction2_180907214750.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_ScerevisiaeiRT_fraction2_180907214750.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Saccharomyces cerevisiae
PXD014877-Sample-17	Saccharomyces cerevisiae	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 60	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_ScerevisiaeiRT_fraction3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_ScerevisiaeiRT_fraction3.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Saccharomyces cerevisiae
PXD014877-Sample-17	Saccharomyces cerevisiae	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 61	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_ScerevisiaeiRT_fraction4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_ScerevisiaeiRT_fraction4.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Saccharomyces cerevisiae
PXD014877-Sample-17	Saccharomyces cerevisiae	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 62	proteomic profiling by mass spectrometry	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_ScerevisiaeiRT_fraction5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_ScerevisiaeiRT_fraction5.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Saccharomyces cerevisiae
