source name	characteristics[organism]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	comment[biological replicate]	characteristics[sampling time]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[MS2 mass analyzer]	comment[instrument]	comment[modification parameter]	comment[modification parameter]	comment[modification parameter]	comment[modification parameter]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	value[organism part]		
PXD004352-Sample-29	Homo sapiens	Blood	1	Regulatory T cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_mTregs_n_01	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_mTregs_n_01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00438020150112_EXQ00_JaRi_SA_Sups_mTregs_n_01.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-30	Homo sapiens	Blood	1	Regulatory T cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_mTregs_n_02	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_mTregs_n_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00438120150112_EXQ00_JaRi_SA_Sups_mTregs_n_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-31	Homo sapiens	Blood	1	Regulatory T cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_mTregs_n_03	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_mTregs_n_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00438220150112_EXQ00_JaRi_SA_Sups_mTregs_n_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-32	Homo sapiens	Blood	1	Regulatory T cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_mTregs_p_01	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_mTregs_p_01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00438320150112_EXQ00_JaRi_SA_Sups_mTregs_p_01.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-33	Homo sapiens	Blood	1	Regulatory T cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_mTregs_p_02	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_mTregs_p_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00438420150112_EXQ00_JaRi_SA_Sups_mTregs_p_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-34	Homo sapiens	Blood	1	Regulatory T cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_mTregs_p_03	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_mTregs_p_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00438520150112_EXQ00_JaRi_SA_Sups_mTregs_p_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-35	Homo sapiens	Blood	1	Regulatory T cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_nTregs_n_01	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_nTregs_n_01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00438620150112_EXQ00_JaRi_SA_Sups_nTregs_n_01.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-36	Homo sapiens	Blood	1	Regulatory T cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_nTregs_n_02	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_nTregs_n_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00438720150112_EXQ00_JaRi_SA_Sups_nTregs_n_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-37	Homo sapiens	Blood	1	Regulatory T cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_nTregs_n_03	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_nTregs_n_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00438820150112_EXQ00_JaRi_SA_Sups_nTregs_n_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-38	Homo sapiens	Blood	1	Regulatory T cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_nTregs_p_01	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_nTregs_p_01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00438920150112_EXQ00_JaRi_SA_Sups_nTregs_p_01.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-39	Homo sapiens	Blood	1	Regulatory T cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_nTregs_p_02	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_nTregs_p_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00439020150112_EXQ00_JaRi_SA_Sups_nTregs_p_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-40	Homo sapiens	Blood	1	Regulatory T cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_nTregs_p_03	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_nTregs_p_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00439120150112_EXQ00_JaRi_SA_Sups_nTregs_p_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-41	Homo sapiens	Blood	1	dentritic cells	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_pDC_n_01	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_pDC_n_01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00439220150112_EXQ00_JaRi_SA_Sups_pDC_n_01.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-42	Homo sapiens	Blood	1	dentritic cells	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_pDC_n_02	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_pDC_n_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00439320150112_EXQ00_JaRi_SA_Sups_pDC_n_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-43	Homo sapiens	Blood	1	dentritic cells	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_pDC_n_03	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_pDC_n_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00439420150112_EXQ00_JaRi_SA_Sups_pDC_n_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-44	Homo sapiens	Blood	1	dentritic cells	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_pDC_n_04	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_pDC_n_04.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00439520150112_EXQ00_JaRi_SA_Sups_pDC_n_04.raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-45	Homo sapiens	Blood	1	dentritic cells	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_pDC_p_01	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_pDC_p_01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00439620150112_EXQ00_JaRi_SA_Sups_pDC_p_01.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-46	Homo sapiens	Blood	1	dentritic cells	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_pDC_p_02	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_pDC_p_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00439720150112_EXQ00_JaRi_SA_Sups_pDC_p_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-47	Homo sapiens	Blood	1	dentritic cells	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_pDC_p_03	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_pDC_p_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00439820150112_EXQ00_JaRi_SA_Sups_pDC_p_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-48	Homo sapiens	Blood	1	dentritic cells	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_pDC_p_04	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_pDC_p_04.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00439920150112_EXQ00_JaRi_SA_Sups_pDC_p_04.raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-49	Homo sapiens	Blood	1	dentritic cells	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_01	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00440020150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_01.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-50	Homo sapiens	Blood	1	dentritic cells	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_02	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00440120150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-51	Homo sapiens	Blood	1	dentritic cells	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_03	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00440220150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-52	Homo sapiens	Blood	1	dentritic cells	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_01	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00440320150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_01.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-53	Homo sapiens	Blood	1	dentritic cells	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_02	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00440420150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-54	Homo sapiens	Blood	1	dentritic cells	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_03	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00440520150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-55	Homo sapiens	Blood	1	dentritic cells	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_01	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00440620150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_01.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-56	Homo sapiens	Blood	1	dentritic cells	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_02	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00440720150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-57	Homo sapiens	Blood	1	dentritic cells	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_03	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00440820150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
