Comentarios								No lo tengo claro, no especifica que sean healthy													Duda						
source name	Organism	Organism part	Age	Developmental stage	Cell line	Cell type	Sex	Disease	Prognosis	Biological replicate	Individual	Material Type	Assay name	Technology type	Proteomics data acquisition method	Data file	File uri	Technical replicate	comment[fraction identifier]	Label	Instrument	Modification parameters	Cleavage agent details	m/z acquisition range	Precursor mass tolerance	Fragment mass tolerance]	Prognosis
20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac13	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	37	2	Tissue	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac13	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac13.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac13.raw	1	13	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac14	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	38	2	Tissue	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac14	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac14.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac14.raw	1	14	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac15	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	39	2	Tissue	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac15	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac15.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac15.raw	1	15	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac16	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	40	2	Tissue	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac16	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac16.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac16.raw	1	16	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac17	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	41	2	Tissue	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac17	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac17.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac17.raw	1	17	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac18	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	42	2	Tissue	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac18	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac18.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac18.raw	1	18	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac19	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	43	2	Tissue	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac19	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac19.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac19.raw	1	19	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac20	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	44	2	Tissue	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac20	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac20.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac20.raw	1	20	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac21	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	45	2	Tissue	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac21	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac21.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac21.raw	1	21	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac22	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	46	2	Tissue	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac22	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac22.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac22.raw	1	22	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac23	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	47	2	Tissue	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac23	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac23.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac23.raw	1	23	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac24	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	48	2	Tissue	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac24	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac24.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac24.raw	1	24	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc1	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	49	3	Tissue	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc1	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc1.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc1.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc2	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	50	3	Tissue	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc2	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc2.raw	1	2	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc3	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	51	3	Tissue	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc3	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc3.raw	1	3	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc4	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	52	3	Tissue	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc4	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc4.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc4.raw	1	4	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc5	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	53	3	Tissue	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc5	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc5.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc5.raw	1	5	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc6	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	54	3	Tissue	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc6	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc6.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc6.raw	1	6	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc7	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	55	3	Tissue	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc7	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc7.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc7.raw	1	7	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc8	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	56	3	Tissue	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc8	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc8.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc8.raw	1	8	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc9	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	57	3	Tissue	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc9	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc9.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc9.raw	1	9	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc10	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	58	3	Tissue	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc10	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc10.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc10.raw	1	10	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc11	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	59	3	Tissue	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc11	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc11.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc11.raw	1	11	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc12	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	60	3	Tissue	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc12	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc12.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc12.raw	1	12	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc13	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	61	3	Tissue	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc13	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc13.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc13.raw	1	13	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc14	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	62	3	Tissue	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc14	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc14.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc14.raw	1	14	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc15	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	63	3	Tissue	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc15	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc15.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc15.raw	1	15	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc16	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	64	3	Tissue	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc16	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc16.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc16.raw	1	16	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc17	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	65	3	Tissue	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc17	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc17.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc17.raw	1	17	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc18	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	66	3	Tissue	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc18	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc18.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc18.raw	1	18	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc19	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	67	3	Tissue	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc19	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc19.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc19.raw	1	19	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc20	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	68	3	Tissue	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc20	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc20.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc20.raw	1	20	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc21	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	69	3	Tissue	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc21	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc21.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc21.raw	1	21	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
