source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cell type]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[batch]	characteristics[biological replicate]	Material Type	assay name	comment[data file]	comment[file uri]	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[instrument identifier]	comment[cleavage agent details]	comment[modification parameters].2	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[MS1 scan range]	comment[MS2 scan range]	factor value[cell line]
PXD030304-Sample 7	Homo sapiens	Skin	not available	not available	451Lu	not available	not available	not available	Melanoma	P04	1	cell	run 43	190930_b9-t2-9_00b8y_00ifv_m02_s_1.wiff	190930_b9-t2-9_00b8y_00ifv_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	5	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	451Lu
PXD030304-Sample 7	Homo sapiens	Skin	not available	not available	451Lu	not available	not available	not available	Melanoma	P05	1	cell	run 44	191029_b7-t3-9_00b82_00l94_m04_s_1.wiff	191029_b7-t3-9_00b82_00l94_m04_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	6	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	451Lu
PXD030304-Sample 8	Homo sapiens	Bladder	not available	not available	639-V	not available	not available	not available	Bladder Carcinoma	P03	1	cell	run 45	181210_2611_00433_006py_m02_s_1.wiff	181210_2611_00433_006py_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	639-V
PXD030304-Sample 8	Homo sapiens	Bladder	not available	not available	639-V	not available	not available	not available	Bladder Carcinoma	P03	1	cell	run 46	181211_2611_0043z_006t5_m03_s_1.wiff	181211_2611_0043z_006t5_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	2	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	639-V
PXD030304-Sample 8	Homo sapiens	Bladder	not available	not available	639-V	not available	not available	not available	Bladder Carcinoma	P03	1	cell	run 47	181213_2611_00433_006ul_m03_s_1.wiff	181213_2611_00433_006ul_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	3	NT=TripleTOF 6600;AC=MS:1002533	M02	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	639-V
PXD030304-Sample 8	Homo sapiens	Bladder	not available	not available	639-V	not available	not available	not available	Bladder Carcinoma	P03	1	cell	run 48	181214_2611_0043z_006vk_m02_s_1.wiff	181214_2611_0043z_006vk_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	4	NT=TripleTOF 6600;AC=MS:1002533	M02	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	639-V
PXD030304-Sample 8	Homo sapiens	Bladder	not available	not available	639-V	not available	not available	not available	Bladder Carcinoma	P03	1	cell	run 49	181216_2611_0044v_006wi_m03_s_1.wiff	181216_2611_0044v_006wi_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	5	NT=TripleTOF 6600;AC=MS:1002533	M02	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	639-V
PXD030304-Sample 8	Homo sapiens	Bladder	not available	not available	639-V	not available	not available	not available	Bladder Carcinoma	P03	1	cell	run 50	181216_2611_0044v_006xu_m02_s_1.wiff	181216_2611_0044v_006xu_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	6	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	639-V
PXD030304-Sample 9	Homo sapiens	Bladder	not available	not available	647-V	not available	not available	not available	Bladder Carcinoma	P03	1	cell	run 51	190524_8916_0084q_00bho_m02_s_1.wiff	190524_8916_0084q_00bho_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M02	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	647-V
PXD030304-Sample 9	Homo sapiens	Bladder	not available	not available	647-V	not available	not available	not available	Bladder Carcinoma	P03	1	cell	run 52	190527_8916_008b8_00bjr_m02_s_1.wiff	190527_8916_008b8_00bjr_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	2	NT=TripleTOF 6600;AC=MS:1002533	M02	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	647-V
PXD030304-Sample 9	Homo sapiens	Bladder	not available	not available	647-V	not available	not available	not available	Bladder Carcinoma	P03	1	cell	run 53	190528_8916_008b8_00bkn_m03_s_1.wiff	190528_8916_008b8_00bkn_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	3	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	647-V
PXD030304-Sample 9	Homo sapiens	Bladder	not available	not available	647-V	not available	not available	not available	Bladder Carcinoma	P03	1	cell	run 54	190618_8916_0084q_00c5a_m03_s_1.wiff	190618_8916_0084q_00c5a_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	4	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	647-V
PXD030304-Sample 9	Homo sapiens	Bladder	not available	not available	647-V	not available	not available	not available	Bladder Carcinoma	P03	1	cell	run 55	190726_8916_00ejc_00fck_m04_s_1.wiff	190726_8916_00ejc_00fck_m04_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	5	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	647-V
PXD030304-Sample 10	Homo sapiens	Kidney	not available	not available	769-P	not available	not available	not available	Kidney Carcinoma	P04	1	cell	run 56	190919_b30-t2-3_00dfd_00ihl_m04_s_1.wiff	190919_b30-t2-3_00dfd_00ihl_m04_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M05	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	769-P
PXD030304-Sample 10	Homo sapiens	Kidney	not available	not available	769-P	not available	not available	not available	Kidney Carcinoma	P04	1	cell	run 57	190924_b28-t1-3_00deh_00ird_m01_s_1.wiff	190924_b28-t1-3_00deh_00ird_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	2	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	769-P
PXD030304-Sample 10	Homo sapiens	Kidney	not available	not available	769-P	not available	not available	not available	Kidney Carcinoma	P04	1	cell	run 58	190926_b28-t2-3_00deh_00iu9_m06_s_1.wiff	190926_b28-t2-3_00deh_00iu9_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	3	NT=TripleTOF 6600;AC=MS:1002533	M06	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	769-P
PXD030304-Sample 10	Homo sapiens	Kidney	not available	not available	769-P	not available	not available	not available	Kidney Carcinoma	P04	1	cell	run 59	190929_b30-t1-3_00dfd_00if8_m02_s_1.wiff	190929_b30-t1-3_00dfd_00if8_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	4	NT=TripleTOF 6600;AC=MS:1002533	M02	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	769-P
PXD030304-Sample 10	Homo sapiens	Kidney	not available	not available	769-P	not available	not available	not available	Kidney Carcinoma	P05	1	cell	run 60	191102_b17-t1-15_00jws_00lk8_m02_s_1.wiff	191102_b17-t1-15_00jws_00lk8_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	5	NT=TripleTOF 6600;AC=MS:1002533	M02	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	769-P
PXD030304-Sample 10	Homo sapiens	Kidney	not available	not available	769-P	not available	not available	not available	Kidney Carcinoma	P05	1	cell	run 61	191109_b17-t2-15_00jws_00loz_m05_s_1.wiff	191109_b17-t2-15_00jws_00loz_m05_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	6	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	769-P
PXD030304-Sample 10	Homo sapiens	Kidney	not available	not available	769-P	not available	not available	not available	Kidney Carcinoma	P05	1	cell	run 62	191128_b26-t3-3_00ddl_00n30_m03_s_1.wiff	191128_b26-t3-3_00ddl_00n30_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	769-P
PXD030304-Sample 10	Homo sapiens	Kidney	not available	not available	769-P	not available	not available	not available	Kidney Carcinoma	P05	1	cell	run 63	191201_b26-t4-3_00ddl_00ngo_m01_s_1.wiff	191201_b26-t4-3_00ddl_00ngo_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	2	NT=TripleTOF 6600;AC=MS:1002533	M06	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	769-P
PXD030304-Sample 11	Homo sapiens	Kidney	not available	not available	786-0	not available	not available	not available	Kidney Carcinoma	P03	1	cell	run 64	190208_8849_005a5_008uy_m04_s_1.wiff	190208_8849_005a5_008uy_m04_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	3	NT=TripleTOF 6600;AC=MS:1002533	M02	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	786-0
PXD030304-Sample 11	Homo sapiens	Kidney	not available	not available	786-0	not available	not available	not available	Kidney Carcinoma	P03	1	cell	run 65	190311_8849_00557_009ns_m02_s_1.wiff	190311_8849_00557_009ns_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	4	NT=TripleTOF 6600;AC=MS:1002533	M06	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	786-0
PXD030304-Sample 11	Homo sapiens	Kidney	not available	not available	786-0	not available	not available	not available	Kidney Carcinoma	P03	1	cell	run 66	190629_8849_00557_00eaj_m01_s_1.wiff	190629_8849_00557_00eaj_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	5	NT=TripleTOF 6600;AC=MS:1002533	M02	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	786-0
PXD030304-Sample 11	Homo sapiens	Kidney	not available	not available	786-0	not available	not available	not available	Kidney Carcinoma	P03	1	cell	run 67	190701_8849_005a5_00eby_m02_s_1.wiff	190701_8849_005a5_00eby_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	6	NT=TripleTOF 6600;AC=MS:1002533	M02	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	786-0
PXD030304-Sample 11	Homo sapiens	Kidney	not available	not available	786-0	not available	not available	not available	Kidney Carcinoma	P03	1	cell	run 68	190702_8849_005ct_00ecf_m02_s_1.wiff	190702_8849_005ct_00ecf_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	7	NT=TripleTOF 6600;AC=MS:1002533	M02	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	786-0
PXD030304-Sample 11	Homo sapiens	Kidney	not available	not available	786-0	not available	not available	not available	Kidney Carcinoma	P03	1	cell	run 69	190712_8849_005ct_00et6_m04_s_1.wiff	190712_8849_005ct_00et6_m04_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	8	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	786-0
PXD030304-Sample 12	Homo sapiens	Thyroid	not available	not available	8305C	not available	not available	not available	Thyroid Gland Carcinoma	P04	1	cell	run 70	191016_b55-t1-7_00dql_00k9e_m03_s_1.wiff	191016_b55-t1-7_00dql_00k9e_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	8305C
PXD030304-Sample 12	Homo sapiens	Thyroid	not available	not available	8305C	not available	not available	not available	Thyroid Gland Carcinoma	P04	1	cell	run 71	191017_b57-t1-7_00dre_00kaw_m01_s_1.wiff	191017_b57-t1-7_00dre_00kaw_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	2	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	8305C
PXD030304-Sample 12	Homo sapiens	Thyroid	not available	not available	8305C	not available	not available	not available	Thyroid Gland Carcinoma	P04	1	cell	run 72	191020_b55-t2-7_00dql_00kf8_m01_s_1.wiff	191020_b55-t2-7_00dql_00kf8_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	3	NT=TripleTOF 6600;AC=MS:1002533	M05	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	8305C
PXD030304-Sample 12	Homo sapiens	Thyroid	not available	not available	8305C	not available	not available	not available	Thyroid Gland Carcinoma	P04	1	cell	run 73	191021_b59-t1-7_00ds7_00kkf_m01_s_1.wiff	191021_b59-t1-7_00ds7_00kkf_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	4	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	8305C
PXD030304-Sample 12	Homo sapiens	Thyroid	not available	not available	8305C	not available	not available	not available	Thyroid Gland Carcinoma	P04	1	cell	run 74	191022_b57-t2-7_00dre_00klc_m03_s_1.wiff	191022_b57-t2-7_00dre_00klc_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	5	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	8305C
PXD030304-Sample 12	Homo sapiens	Thyroid	not available	not available	8305C	not available	not available	not available	Thyroid Gland Carcinoma	P04	1	cell	run 75	191022_b59-t2-7_00ds7_00km9_m04_s_1.wiff	191022_b59-t2-7_00ds7_00km9_m04_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	6	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	8305C
PXD030304-Sample 13	Homo sapiens	Thyroid	not available	not available	8505C	not available	not available	not available	Thyroid Gland Carcinoma	P03	1	cell	run 76	190128_8731_004tb_008mm_m06_s_1.wiff	190128_8731_004tb_008mm_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	8505C
PXD030304-Sample 13	Homo sapiens	Thyroid	not available	not available	8505C	not available	not available	not available	Thyroid Gland Carcinoma	P03	1	cell	run 77	190131_8731_004tb_008pq_m04_s_1.wiff	190131_8731_004tb_008pq_m04_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	2	NT=TripleTOF 6600;AC=MS:1002533	M06	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	8505C
PXD030304-Sample 13	Homo sapiens	Thyroid	not available	not available	8505C	not available	not available	not available	Thyroid Gland Carcinoma	P03	1	cell	run 78	190131_8731_004u7_008q7_m06_s_1.wiff	190131_8731_004u7_008q7_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	3	NT=TripleTOF 6600;AC=MS:1002533	M06	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	8505C
PXD030304-Sample 13	Homo sapiens	Thyroid	not available	not available	8505C	not available	not available	not available	Thyroid Gland Carcinoma	P03	1	cell	run 79	190202_8731_0053b_008r5_m06_s_1.wiff	190202_8731_0053b_008r5_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	4	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	8505C
PXD030304-Sample 13	Homo sapiens	Thyroid	not available	not available	8505C	not available	not available	not available	Thyroid Gland Carcinoma	P03	1	cell	run 80	190204_8731_004u7_008s3_m04_s_1.wiff	190204_8731_004u7_008s3_m04_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	5	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	8505C
PXD030304-Sample 13	Homo sapiens	Thyroid	not available	not available	8505C	not available	not available	not available	Thyroid Gland Carcinoma	P03	1	cell	run 81	190206_8731_0053b_008to_m04_s_1.wiff	190206_8731_0053b_008to_m04_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	6	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	8505C
PXD030304-Sample 13	Homo sapiens	Thyroid	not available	not available	8505C	not available	not available	not available	Thyroid Gland Carcinoma	P04	1	cell	run 82	191021_b59-t1-16_00dsg_00kko_m01_s_1.wiff	191021_b59-t1-16_00dsg_00kko_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	7	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	8505C
PXD030304-Sample 13	Homo sapiens	Thyroid	not available	not available	8505C	not available	not available	not available	Thyroid Gland Carcinoma	P04	1	cell	run 83	191022_b59-t2-16_00dsg_00kmi_m04_s_1.wiff	191022_b59-t2-16_00dsg_00kmi_m04_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	8	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	8505C
PXD030304-Sample 14	Homo sapiens	Central Nervous System	not available	not available	8-MG-BA	not available	not available	not available	Glioblastoma	P03	1	cell	run 84	190402_8950_005ey_00a19_m06_s_1.wiff	190402_8950_005ey_00a19_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M06	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	8-MG-BA
PXD030304-Sample 14	Homo sapiens	Central Nervous System	not available	not available	8-MG-BA	not available	not available	not available	Glioblastoma	P03	1	cell	run 85	190406_8950_005fu_00a8j_m06_s_1.wiff	190406_8950_005fu_00a8j_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	2	NT=TripleTOF 6600;AC=MS:1002533	M06	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	8-MG-BA
PXD030304-Sample 14	Homo sapiens	Central Nervous System	not available	not available	8-MG-BA	not available	not available	not available	Glioblastoma	P03	1	cell	run 86	190408_8950_005mm_00abu_m06_s_1.wiff	190408_8950_005mm_00abu_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	3	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	8-MG-BA
