source name	characteristics[organism]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	characteristics[biological replicate]	characteristics[sampling time]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[instrument]	comment[separation]	comment[modification parameter]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD038669-DIA-Sample-29	Homo sapiens	blood serum	not available	not applicable	not available	not available	not available	not available	normal	no depletion	29	not applicable	220803_60SPD_DIA_quant_TR01_Serum_X1_BR05	proteomic profiling by mass spectrometry	220803_60SPD_DIA_quant_TR01_Serum_X1_BR05.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD038669/220803_60SPD_DIA_quant_TR01_Serum_X1_BR05.raw	1	no fractionation	AC=MS:1002038;NT=label free sample	5	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1003094; NT=Orbitrap Exploris 240	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=Data-Independent Acquisition;AC=PRIDE:0000450	not available	20 ppm	10 ppm	blood serum
PXD038669-DIA-Sample-29	Homo sapiens	blood serum	not available	not applicable	not available	not available	not available	not available	normal	no depletion	29	not applicable	220803_60SPD_DIA_quant_TR01_Serum_X1_BR06	proteomic profiling by mass spectrometry	220803_60SPD_DIA_quant_TR01_Serum_X1_BR06.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD038669/220803_60SPD_DIA_quant_TR01_Serum_X1_BR06.raw	1	no fractionation	AC=MS:1002038;NT=label free sample	6	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1003094; NT=Orbitrap Exploris 240	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=Data-Independent Acquisition;AC=PRIDE:0000450	not available	20 ppm	10 ppm	blood serum
PXD038669-DIA-Sample-29	Homo sapiens	blood serum	not available	not applicable	not available	not available	not available	not available	normal	no depletion	29	not applicable	220803_60SPD_DIA_quant_TR01_Serum_X1_BR07	proteomic profiling by mass spectrometry	220803_60SPD_DIA_quant_TR01_Serum_X1_BR07.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD038669/220803_60SPD_DIA_quant_TR01_Serum_X1_BR07.raw	1	no fractionation	AC=MS:1002038;NT=label free sample	7	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1003094; NT=Orbitrap Exploris 240	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=Data-Independent Acquisition;AC=PRIDE:0000450	not available	20 ppm	10 ppm	blood serum
PXD038669-DIA-Sample-29	Homo sapiens	blood serum	not available	not applicable	not available	not available	not available	not available	normal	no depletion	29	not applicable	220803_60SPD_DIA_quant_TR01_Serum_X1_BR08	proteomic profiling by mass spectrometry	220803_60SPD_DIA_quant_TR01_Serum_X1_BR08.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD038669/220803_60SPD_DIA_quant_TR01_Serum_X1_BR08.raw	1	no fractionation	AC=MS:1002038;NT=label free sample	8	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1003094; NT=Orbitrap Exploris 240	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=Data-Independent Acquisition;AC=PRIDE:0000450	not available	20 ppm	10 ppm	blood serum
PXD038669-DIA-Sample-29	Homo sapiens	blood serum	not available	not applicable	not available	not available	not available	not available	normal	no depletion	29	not applicable	220803_60SPD_DIA_quant_TR01_Serum_X1_BR09	proteomic profiling by mass spectrometry	220803_60SPD_DIA_quant_TR01_Serum_X1_BR09.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD038669/220803_60SPD_DIA_quant_TR01_Serum_X1_BR09.raw	1	no fractionation	AC=MS:1002038;NT=label free sample	9	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1003094; NT=Orbitrap Exploris 240	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=Data-Independent Acquisition;AC=PRIDE:0000450	not available	20 ppm	10 ppm	blood serum
PXD038669-DIA-Sample-29	Homo sapiens	blood serum	not available	not applicable	not available	not available	not available	not available	normal	no depletion	29	not applicable	220803_60SPD_DIA_quant_TR01_Serum_X1_BR10	proteomic profiling by mass spectrometry	220803_60SPD_DIA_quant_TR01_Serum_X1_BR10.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD038669/220803_60SPD_DIA_quant_TR01_Serum_X1_BR10.raw	1	no fractionation	AC=MS:1002038;NT=label free sample	10	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1003094; NT=Orbitrap Exploris 240	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=Data-Independent Acquisition;AC=PRIDE:0000450	not available	20 ppm	10 ppm	blood serum
PXD038669-DIA-Sample-30	Homo sapiens	blood serum	not available	not applicable	not available	not available	not available	not available	normal	no depletion	30	not applicable	220803_60SPD_DIA_quant_TR01_Serum_X2_BR01	proteomic profiling by mass spectrometry	220803_60SPD_DIA_quant_TR01_Serum_X2_BR01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD038669/220803_60SPD_DIA_quant_TR01_Serum_X2_BR01.raw	1	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1003094; NT=Orbitrap Exploris 240	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=Data-Independent Acquisition;AC=PRIDE:0000450	not available	20 ppm	10 ppm	blood serum
PXD038669-DIA-Sample-30	Homo sapiens	blood serum	not available	not applicable	not available	not available	not available	not available	normal	no depletion	30	not applicable	220803_60SPD_DIA_quant_TR01_Serum_X2_BR02	proteomic profiling by mass spectrometry	220803_60SPD_DIA_quant_TR01_Serum_X2_BR02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD038669/220803_60SPD_DIA_quant_TR01_Serum_X2_BR02.raw	1	no fractionation	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1003094; NT=Orbitrap Exploris 240	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=Data-Independent Acquisition;AC=PRIDE:0000450	not available	20 ppm	10 ppm	blood serum
PXD038669-DIA-Sample-30	Homo sapiens	blood serum	not available	not applicable	not available	not available	not available	not available	normal	no depletion	30	not applicable	220803_60SPD_DIA_quant_TR01_Serum_X2_BR03	proteomic profiling by mass spectrometry	220803_60SPD_DIA_quant_TR01_Serum_X2_BR03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD038669/220803_60SPD_DIA_quant_TR01_Serum_X2_BR03.raw	1	no fractionation	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1003094; NT=Orbitrap Exploris 240	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=Data-Independent Acquisition;AC=PRIDE:0000450	not available	20 ppm	10 ppm	blood serum
PXD038669-DIA-Sample-30	Homo sapiens	blood serum	not available	not applicable	not available	not available	not available	not available	normal	no depletion	30	not applicable	220803_60SPD_DIA_quant_TR01_Serum_X2_BR04	proteomic profiling by mass spectrometry	220803_60SPD_DIA_quant_TR01_Serum_X2_BR04.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD038669/220803_60SPD_DIA_quant_TR01_Serum_X2_BR04.raw	1	no fractionation	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1003094; NT=Orbitrap Exploris 240	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=Data-Independent Acquisition;AC=PRIDE:0000450	not available	20 ppm	10 ppm	blood serum
PXD038669-DIA-Sample-30	Homo sapiens	blood serum	not available	not applicable	not available	not available	not available	not available	normal	no depletion	30	not applicable	220803_60SPD_DIA_quant_TR01_Serum_X2_BR05	proteomic profiling by mass spectrometry	220803_60SPD_DIA_quant_TR01_Serum_X2_BR05.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD038669/220803_60SPD_DIA_quant_TR01_Serum_X2_BR05.raw	1	no fractionation	AC=MS:1002038;NT=label free sample	5	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1003094; NT=Orbitrap Exploris 240	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=Data-Independent Acquisition;AC=PRIDE:0000450	not available	20 ppm	10 ppm	blood serum
PXD038669-DIA-Sample-30	Homo sapiens	blood serum	not available	not applicable	not available	not available	not available	not available	normal	no depletion	30	not applicable	220803_60SPD_DIA_quant_TR01_Serum_X2_BR06	proteomic profiling by mass spectrometry	220803_60SPD_DIA_quant_TR01_Serum_X2_BR06.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD038669/220803_60SPD_DIA_quant_TR01_Serum_X2_BR06.raw	1	no fractionation	AC=MS:1002038;NT=label free sample	6	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1003094; NT=Orbitrap Exploris 240	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=Data-Independent Acquisition;AC=PRIDE:0000450	not available	20 ppm	10 ppm	blood serum
PXD038669-DIA-Sample-30	Homo sapiens	blood serum	not available	not applicable	not available	not available	not available	not available	normal	no depletion	30	not applicable	220803_60SPD_DIA_quant_TR01_Serum_X2_BR07	proteomic profiling by mass spectrometry	220803_60SPD_DIA_quant_TR01_Serum_X2_BR07.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD038669/220803_60SPD_DIA_quant_TR01_Serum_X2_BR07.raw	1	no fractionation	AC=MS:1002038;NT=label free sample	7	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1003094; NT=Orbitrap Exploris 240	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=Data-Independent Acquisition;AC=PRIDE:0000450	not available	20 ppm	10 ppm	blood serum
PXD038669-DIA-Sample-30	Homo sapiens	blood serum	not available	not applicable	not available	not available	not available	not available	normal	no depletion	30	not applicable	220803_60SPD_DIA_quant_TR01_Serum_X2_BR08	proteomic profiling by mass spectrometry	220803_60SPD_DIA_quant_TR01_Serum_X2_BR08.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD038669/220803_60SPD_DIA_quant_TR01_Serum_X2_BR08.raw	1	no fractionation	AC=MS:1002038;NT=label free sample	8	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1003094; NT=Orbitrap Exploris 240	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=Data-Independent Acquisition;AC=PRIDE:0000450	not available	20 ppm	10 ppm	blood serum
PXD038669-DIA-Sample-30	Homo sapiens	blood serum	not available	not applicable	not available	not available	not available	not available	normal	no depletion	30	not applicable	220803_60SPD_DIA_quant_TR01_Serum_X2_BR09	proteomic profiling by mass spectrometry	220803_60SPD_DIA_quant_TR01_Serum_X2_BR09.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD038669/220803_60SPD_DIA_quant_TR01_Serum_X2_BR09.raw	1	no fractionation	AC=MS:1002038;NT=label free sample	9	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1003094; NT=Orbitrap Exploris 240	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=Data-Independent Acquisition;AC=PRIDE:0000450	not available	20 ppm	10 ppm	blood serum
PXD038669-DIA-Sample-30	Homo sapiens	blood serum	not available	not applicable	not available	not available	not available	not available	normal	no depletion	30	not applicable	220803_60SPD_DIA_quant_TR01_Serum_X2_BR10	proteomic profiling by mass spectrometry	220803_60SPD_DIA_quant_TR01_Serum_X2_BR10.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD038669/220803_60SPD_DIA_quant_TR01_Serum_X2_BR10.raw	1	no fractionation	AC=MS:1002038;NT=label free sample	10	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1003094; NT=Orbitrap Exploris 240	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=Data-Independent Acquisition;AC=PRIDE:0000450	not available	20 ppm	10 ppm	blood serum
PXD038669-DIA-Sample-31	Homo sapiens	blood plasma	not available	not applicable	not available	not available	not available	not available	normal	no depletion	31	not applicable	221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_01	proteomic profiling by mass spectrometry	221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD038669/221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_01.raw	2	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1003094; NT=Orbitrap Exploris 240	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=Data-Independent Acquisition;AC=PRIDE:0000450	not available	20 ppm	10 ppm	blood serum
PXD038669-DIA-Sample-31	Homo sapiens	blood plasma	not available	not applicable	not available	not available	not available	not available	normal	no depletion	31	not applicable	221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_02	proteomic profiling by mass spectrometry	221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD038669/221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_02.raw	3	no fractionation	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1003094; NT=Orbitrap Exploris 240	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=Data-Independent Acquisition;AC=PRIDE:0000450	not available	20 ppm	10 ppm	blood serum
PXD038669-DIA-Sample-31	Homo sapiens	blood plasma	not available	not applicable	not available	not available	not available	not available	normal	no depletion	31	not applicable	221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_03	proteomic profiling by mass spectrometry	221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD038669/221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_03.raw	4	no fractionation	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1003094; NT=Orbitrap Exploris 240	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=Data-Independent Acquisition;AC=PRIDE:0000450	not available	20 ppm	10 ppm	blood serum
PXD038669-DIA-Sample-31	Homo sapiens	blood plasma	not available	not applicable	not available	not available	not available	not available	normal	no depletion	31	not applicable	221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_04	proteomic profiling by mass spectrometry	221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_04.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD038669/221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_04.raw	5	no fractionation	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1003094; NT=Orbitrap Exploris 240	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=Data-Independent Acquisition;AC=PRIDE:0000450	not available	20 ppm	10 ppm	blood serum
PXD038669-DIA-Sample-31	Homo sapiens	blood plasma	not available	not applicable	not available	not available	not available	not available	normal	no depletion	31	not applicable	221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_05	proteomic profiling by mass spectrometry	221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_05.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD038669/221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_05.raw	6	no fractionation	AC=MS:1002038;NT=label free sample	5	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1003094; NT=Orbitrap Exploris 240	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=Data-Independent Acquisition;AC=PRIDE:0000450	not available	20 ppm	10 ppm	blood serum
PXD038669-DIA-Sample-31	Homo sapiens	blood plasma	not available	not applicable	not available	not available	not available	not available	normal	no depletion	31	not applicable	221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_06	proteomic profiling by mass spectrometry	221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_06.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD038669/221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_06.raw	7	no fractionation	AC=MS:1002038;NT=label free sample	6	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1003094; NT=Orbitrap Exploris 240	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=Data-Independent Acquisition;AC=PRIDE:0000450	not available	20 ppm	10 ppm	blood serum
PXD038669-DIA-Sample-31	Homo sapiens	blood plasma	not available	not applicable	not available	not available	not available	not available	normal	no depletion	31	not applicable	221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_07	proteomic profiling by mass spectrometry	221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_07.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD038669/221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_07.raw	8	no fractionation	AC=MS:1002038;NT=label free sample	7	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1003094; NT=Orbitrap Exploris 240	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=Data-Independent Acquisition;AC=PRIDE:0000450	not available	20 ppm	10 ppm	blood serum
PXD038669-DIA-Sample-31	Homo sapiens	blood plasma	not available	not applicable	not available	not available	not available	not available	normal	no depletion	31	not applicable	221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_08	proteomic profiling by mass spectrometry	221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_08.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD038669/221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_08.raw	9	no fractionation	AC=MS:1002038;NT=label free sample	8	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1003094; NT=Orbitrap Exploris 240	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=Data-Independent Acquisition;AC=PRIDE:0000450	not available	20 ppm	10 ppm	blood serum
PXD038669-DIA-Sample-31	Homo sapiens	blood plasma	not available	not applicable	not available	not available	not available	not available	normal	no depletion	31	not applicable	221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_09	proteomic profiling by mass spectrometry	221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_09.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD038669/221028_60SPD_DIA_Quant_ND_Plasma_200ng_test_09.raw	10	no fractionation	AC=MS:1002038;NT=label free sample	9	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1003094; NT=Orbitrap Exploris 240	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=Data-Independent Acquisition;AC=PRIDE:0000450	not available	20 ppm	10 ppm	blood serum
