source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[biological replicate]	characteristics[batch]	characteristics[Batch.Injection]	characteristics[Sample.Type]	assay name	Technology Type	comment[data file]	comment[file uri]	comment[proteomics data acquisition method]	comment[fraction identifier]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters].1	comment[modification parameters].2	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[MS1 scan range]	factor value[organism part]
PXD039023-Sample 34	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	34	biological	run 34	proteomic profiling by mass spectrometry	34_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/34_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 35	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	35	biological	run 35	proteomic profiling by mass spectrometry	35_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/35_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 36	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	36	biological	run 36	proteomic profiling by mass spectrometry	36_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/36_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 37	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	37	biological	run 37	proteomic profiling by mass spectrometry	37_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/37_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 38	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	38	biological	run 38	proteomic profiling by mass spectrometry	38_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/38_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 39	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	39	biological	run 39	proteomic profiling by mass spectrometry	39_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/39_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 40	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	40	biological	run 40	proteomic profiling by mass spectrometry	40_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/40_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 41	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	41	MS.QC	run 41	proteomic profiling by mass spectrometry	41_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/41_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 42	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	43	MS.QC	run 42	proteomic profiling by mass spectrometry	43_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/43_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 43	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	44	biological	run 43	proteomic profiling by mass spectrometry	44_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/44_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 44	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	45	biological	run 44	proteomic profiling by mass spectrometry	45_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/45_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 45	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	46	biological	run 45	proteomic profiling by mass spectrometry	46_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/46_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 46	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	47	biological	run 46	proteomic profiling by mass spectrometry	47_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/47_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 47	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	48	biological	run 47	proteomic profiling by mass spectrometry	48_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/48_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 48	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	49	biological	run 48	proteomic profiling by mass spectrometry	49_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/49_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 49	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	50	biological	run 49	proteomic profiling by mass spectrometry	50_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/50_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 50	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	51	biological	run 50	proteomic profiling by mass spectrometry	51_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/51_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 51	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	52	biological	run 51	proteomic profiling by mass spectrometry	52_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/52_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 52	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	53	MS.QC	run 52	proteomic profiling by mass spectrometry	53_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/53_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 53	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	54	biological	run 53	proteomic profiling by mass spectrometry	54_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/54_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 54	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	55	biological	run 54	proteomic profiling by mass spectrometry	55_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/55_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 55	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	56	biological	run 55	proteomic profiling by mass spectrometry	56_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/56_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 56	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	57	biological	run 56	proteomic profiling by mass spectrometry	57_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/57_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 57	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	58	biological	run 57	proteomic profiling by mass spectrometry	58_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/58_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 58	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	59	biological	run 58	proteomic profiling by mass spectrometry	59_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/59_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 59	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	60	biological	run 59	proteomic profiling by mass spectrometry	60_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/60_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 60	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	61	biological	run 60	proteomic profiling by mass spectrometry	61_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/61_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 61	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	62	biological	run 61	proteomic profiling by mass spectrometry	62_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/62_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 62	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	63	MS.QC	run 62	proteomic profiling by mass spectrometry	63_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/63_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 63	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	64	biological	run 63	proteomic profiling by mass spectrometry	64_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/64_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 64	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	65	biological	run 64	proteomic profiling by mass spectrometry	65_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/65_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 65	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	66	biological	run 65	proteomic profiling by mass spectrometry	66_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/66_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 66	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	67	biological	run 66	proteomic profiling by mass spectrometry	67_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/67_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 67	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	68	biological	run 67	proteomic profiling by mass spectrometry	68_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/68_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
