source name	characteristics[organism]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[treatment]	characteristics[disease]	characteristics[depletion]	characteristics[biological replicate]	characteristics[sampling time]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD006559-Sample-6	Homo sapiens	platelet	not available	platelet	not available	not available	male	not available	coll	healthy	no depletion	3	not applicable	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr03	proteomic profiling by mass spectrometry	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD006559/Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr03.raw	3	TMT129N	1	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002634;NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	30 NCE	20 ppm	0.05 Da	blood platelet
PXD006559-Sample-7	Homo sapiens	platelet	not available	platelet	not available	not available	male	not available	trap	healthy	no depletion	1	not applicable	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr03	proteomic profiling by mass spectrometry	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD006559/Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr03.raw	3	TMT129C	1	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002634;NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	30 NCE	20 ppm	0.05 Da	blood platelet
PXD006559-Sample-8	Homo sapiens	platelet	not available	platelet	not available	not available	male	not available	trap	healthy	no depletion	2	not applicable	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr03	proteomic profiling by mass spectrometry	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD006559/Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr03.raw	3	TMT130N	1	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002634;NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	30 NCE	20 ppm	0.05 Da	blood platelet
PXD006559-Sample-9	Homo sapiens	platelet	not available	platelet	not available	not available	male	not available	trap	healthy	no depletion	3	not applicable	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr03	proteomic profiling by mass spectrometry	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD006559/Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr03.raw	3	TMT130C	1	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002634;NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	30 NCE	20 ppm	0.05 Da	blood platelet
PXD006559-Sample-10	Homo sapiens	platelet	not available	platelet	not available	not available	male	not available	Norm	healthy	no depletion	1	not applicable	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr03	proteomic profiling by mass spectrometry	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD006559/Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr03.raw	3	TMT131	1	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002634;NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	30 NCE	20 ppm	0.05 Da	blood platelet
PXD006559-Sample-1	Homo sapiens	platelet	not available	platelet	not available	not available	male	not available	control	healthy	no depletion	1	not applicable	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04	proteomic profiling by mass spectrometry	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD006559/Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04.raw	4	TMT126	1	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002634;NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	30 NCE	20 ppm	0.05 Da	blood platelet
PXD006559-Sample-2	Homo sapiens	platelet	not available	platelet	not available	not available	male	not available	control	healthy	no depletion	2	not applicable	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04	proteomic profiling by mass spectrometry	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD006559/Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04.raw	4	TMT127N	1	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002634;NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	30 NCE	20 ppm	0.05 Da	blood platelet
PXD006559-Sample-3	Homo sapiens	platelet	not available	platelet	not available	not available	male	not available	control	healthy	no depletion	3	not applicable	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04	proteomic profiling by mass spectrometry	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD006559/Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04.raw	4	TMT127C	1	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002634;NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	30 NCE	20 ppm	0.05 Da	blood platelet
PXD006559-Sample-4	Homo sapiens	platelet	not available	platelet	not available	not available	male	not available	coll	healthy	no depletion	1	not applicable	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04	proteomic profiling by mass spectrometry	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD006559/Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04.raw	4	TMT128N	1	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002634;NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	30 NCE	20 ppm	0.05 Da	blood platelet
PXD006559-Sample-5	Homo sapiens	platelet	not available	platelet	not available	not available	male	not available	coll	healthy	no depletion	2	not applicable	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04	proteomic profiling by mass spectrometry	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD006559/Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04.raw	4	TMT128C	1	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002634;NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	30 NCE	20 ppm	0.05 Da	blood platelet
PXD006559-Sample-6	Homo sapiens	platelet	not available	platelet	not available	not available	male	not available	coll	healthy	no depletion	3	not applicable	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04	proteomic profiling by mass spectrometry	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD006559/Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04.raw	4	TMT129N	1	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002634;NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	30 NCE	20 ppm	0.05 Da	blood platelet
PXD006559-Sample-7	Homo sapiens	platelet	not available	platelet	not available	not available	male	not available	trap	healthy	no depletion	1	not applicable	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04	proteomic profiling by mass spectrometry	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD006559/Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04.raw	4	TMT129C	1	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002634;NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	30 NCE	20 ppm	0.05 Da	blood platelet
PXD006559-Sample-8	Homo sapiens	platelet	not available	platelet	not available	not available	male	not available	trap	healthy	no depletion	2	not applicable	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04	proteomic profiling by mass spectrometry	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD006559/Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04.raw	4	TMT130N	1	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002634;NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	30 NCE	20 ppm	0.05 Da	blood platelet
PXD006559-Sample-9	Homo sapiens	platelet	not available	platelet	not available	not available	male	not available	trap	healthy	no depletion	3	not applicable	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04	proteomic profiling by mass spectrometry	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD006559/Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04.raw	4	TMT130C	1	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002634;NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	30 NCE	20 ppm	0.05 Da	blood platelet
PXD006559-Sample-10	Homo sapiens	platelet	not available	platelet	not available	not available	male	not available	Norm	healthy	no depletion	1	not applicable	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04	proteomic profiling by mass spectrometry	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD006559/Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr04.raw	4	TMT131	1	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002634;NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	30 NCE	20 ppm	0.05 Da	blood platelet
PXD006559-Sample-1	Homo sapiens	platelet	not available	platelet	not available	not available	male	not available	control	healthy	no depletion	1	not applicable	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05	proteomic profiling by mass spectrometry	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD006559/Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05.raw	5	TMT126	1	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002634;NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	30 NCE	20 ppm	0.05 Da	blood platelet
PXD006559-Sample-2	Homo sapiens	platelet	not available	platelet	not available	not available	male	not available	control	healthy	no depletion	2	not applicable	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05	proteomic profiling by mass spectrometry	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD006559/Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05.raw	5	TMT127N	1	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002634;NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	30 NCE	20 ppm	0.05 Da	blood platelet
PXD006559-Sample-3	Homo sapiens	platelet	not available	platelet	not available	not available	male	not available	control	healthy	no depletion	3	not applicable	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05	proteomic profiling by mass spectrometry	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD006559/Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05.raw	5	TMT127C	1	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002634;NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	30 NCE	20 ppm	0.05 Da	blood platelet
PXD006559-Sample-4	Homo sapiens	platelet	not available	platelet	not available	not available	male	not available	coll	healthy	no depletion	1	not applicable	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05	proteomic profiling by mass spectrometry	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD006559/Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05.raw	5	TMT128N	1	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002634;NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	30 NCE	20 ppm	0.05 Da	blood platelet
PXD006559-Sample-5	Homo sapiens	platelet	not available	platelet	not available	not available	male	not available	coll	healthy	no depletion	2	not applicable	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05	proteomic profiling by mass spectrometry	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD006559/Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05.raw	5	TMT128C	1	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002634;NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	30 NCE	20 ppm	0.05 Da	blood platelet
PXD006559-Sample-6	Homo sapiens	platelet	not available	platelet	not available	not available	male	not available	coll	healthy	no depletion	3	not applicable	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05	proteomic profiling by mass spectrometry	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD006559/Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05.raw	5	TMT129N	1	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002634;NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	30 NCE	20 ppm	0.05 Da	blood platelet
PXD006559-Sample-7	Homo sapiens	platelet	not available	platelet	not available	not available	male	not available	trap	healthy	no depletion	1	not applicable	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05	proteomic profiling by mass spectrometry	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD006559/Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05.raw	5	TMT129C	1	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002634;NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	30 NCE	20 ppm	0.05 Da	blood platelet
PXD006559-Sample-8	Homo sapiens	platelet	not available	platelet	not available	not available	male	not available	trap	healthy	no depletion	2	not applicable	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05	proteomic profiling by mass spectrometry	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD006559/Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05.raw	5	TMT130N	1	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002634;NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	30 NCE	20 ppm	0.05 Da	blood platelet
PXD006559-Sample-9	Homo sapiens	platelet	not available	platelet	not available	not available	male	not available	trap	healthy	no depletion	3	not applicable	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05	proteomic profiling by mass spectrometry	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD006559/Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05.raw	5	TMT130C	1	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002634;NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	30 NCE	20 ppm	0.05 Da	blood platelet
PXD006559-Sample-10	Homo sapiens	platelet	not available	platelet	not available	not available	male	not available	Norm	healthy	no depletion	1	not applicable	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05	proteomic profiling by mass spectrometry	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD006559/Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr05.raw	5	TMT131	1	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002634;NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	30 NCE	20 ppm	0.05 Da	blood platelet
PXD006559-Sample-1	Homo sapiens	platelet	not available	platelet	not available	not available	male	not available	control	healthy	no depletion	1	not applicable	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr06	proteomic profiling by mass spectrometry	Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD006559/Mattias_JPGNAW2-11_20150521_QEN_TMT10_350ugIPG3-10_7of15ul_fr06.raw	6	TMT126	1	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002634;NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	30 NCE	20 ppm	0.05 Da	blood platelet
