source Name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	characteristics[cell line]	characteristics[individual]	assay name	comment[label]	comment[technich replicate]	comment[fraction identifier]	comment[file uri]	comment[instrument]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[data file]	Material Type	factor value[cell line]
PXD008222-Sample 7	Homo sapiens	breast	adult	epithelial	Black	51Y	female	breast carcinoma	1	MDAMB468	not available	run 35	AC=MS:1002038;NT=label free sample	1	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01613.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01613.raw	cell	MDAMB468
PXD008222-Sample 70	Homo sapiens	breast	adult	epithelial	Black	51Y	female	breast carcinoma	2	MDAMB468	not available	run 362	AC=MS:1002038;NT=label free sample	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03122.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03122.raw	cell	MDAMB468
PXD008222-Sample 70	Homo sapiens	breast	adult	epithelial	Black	51Y	female	breast carcinoma	2	MDAMB468	not available	run 363	AC=MS:1002038;NT=label free sample	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03123.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03123.raw	cell	MDAMB468
PXD008222-Sample 70	Homo sapiens	breast	adult	epithelial	Black	51Y	female	breast carcinoma	2	MDAMB468	not available	run 364	AC=MS:1002038;NT=label free sample	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03124.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03124.raw	cell	MDAMB468
PXD008222-Sample 70	Homo sapiens	breast	adult	epithelial	Black	51Y	female	breast carcinoma	2	MDAMB468	not available	run 365	AC=MS:1002038;NT=label free sample	1	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03125.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03125.raw	cell	MDAMB468
PXD008222-Sample 70	Homo sapiens	breast	adult	epithelial	Black	51Y	female	breast carcinoma	2	MDAMB468	not available	run 366	AC=MS:1002038;NT=label free sample	1	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03126.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03126.raw	cell	MDAMB468
PXD008222-Sample 16	Homo sapiens	breast	not available	epithelial	not available	not available	female	breast carcinoma	1	MFM223	not available	run 91	AC=MS:1002038;NT=label free sample	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02235.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02235.raw	cell	MFM223
PXD008222-Sample 16	Homo sapiens	breast	not available	epithelial	not available	not available	female	breast carcinoma	1	MFM223	not available	run 92	AC=MS:1002038;NT=label free sample	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02236.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02236.raw	cell	MFM223
PXD008222-Sample 16	Homo sapiens	breast	not available	epithelial	not available	not available	female	breast carcinoma	1	MFM223	not available	run 93	AC=MS:1002038;NT=label free sample	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02237.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02237.raw	cell	MFM223
PXD008222-Sample 16	Homo sapiens	breast	not available	epithelial	not available	not available	female	breast carcinoma	1	MFM223	not available	run 94	AC=MS:1002038;NT=label free sample	1	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02238.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02238.raw	cell	MFM223
PXD008222-Sample 16	Homo sapiens	breast	not available	epithelial	not available	not available	female	breast carcinoma	1	MFM223	not available	run 95	AC=MS:1002038;NT=label free sample	1	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02239.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02239.raw	cell	MFM223
PXD008222-Sample 72	Homo sapiens	breast	not available	epithelial	not available	not available	female	breast carcinoma	2	MFM223	not available	run 372	AC=MS:1002038;NT=label free sample	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03167.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03167.raw	cell	MFM223
PXD008222-Sample 72	Homo sapiens	breast	not available	epithelial	not available	not available	female	breast carcinoma	2	MFM223	not available	run 373	AC=MS:1002038;NT=label free sample	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03168.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03168.raw	cell	MFM223
PXD008222-Sample 72	Homo sapiens	breast	not available	epithelial	not available	not available	female	breast carcinoma	2	MFM223	not available	run 374	AC=MS:1002038;NT=label free sample	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03169.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03169.raw	cell	MFM223
PXD008222-Sample 72	Homo sapiens	breast	not available	epithelial	not available	not available	female	breast carcinoma	2	MFM223	not available	run 375	AC=MS:1002038;NT=label free sample	1	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03170.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03170.raw	cell	MFM223
PXD008222-Sample 72	Homo sapiens	breast	not available	epithelial	not available	not available	female	breast carcinoma	2	MFM223	not available	run 376	AC=MS:1002038;NT=label free sample	1	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03171.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03171.raw	cell	MFM223
PXD008222-Sample 84	Homo sapiens	breast	adult	epithelial	Caucasian	43Y	female	breast carcinoma	1	SKBR3	not available	run 432	AC=MS:1002038;NT=label free sample	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03255.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03255.raw	cell	SKBR3
PXD008222-Sample 84	Homo sapiens	breast	adult	epithelial	Caucasian	43Y	female	breast carcinoma	1	SKBR3	not available	run 433	AC=MS:1002038;NT=label free sample	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03256.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03256.raw	cell	SKBR3
PXD008222-Sample 84	Homo sapiens	breast	adult	epithelial	Caucasian	43Y	female	breast carcinoma	1	SKBR3	not available	run 434	AC=MS:1002038;NT=label free sample	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03257.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03257.raw	cell	SKBR3
PXD008222-Sample 84	Homo sapiens	breast	adult	epithelial	Caucasian	43Y	female	breast carcinoma	1	SKBR3	not available	run 435	AC=MS:1002038;NT=label free sample	1	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03258.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03258.raw	cell	SKBR3
PXD008222-Sample 84	Homo sapiens	breast	adult	epithelial	Caucasian	43Y	female	breast carcinoma	1	SKBR3	not available	run 436	AC=MS:1002038;NT=label free sample	1	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03259.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03259.raw	cell	SKBR3
PXD008222-Sample 86	Homo sapiens	breast	adult	epithelial	Caucasian	43Y	female	breast carcinoma	2	SKBR3	not available	run 442	AC=MS:1002038;NT=label free sample	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03267.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03267.raw	cell	SKBR3
PXD008222-Sample 86	Homo sapiens	breast	adult	epithelial	Caucasian	43Y	female	breast carcinoma	2	SKBR3	not available	run 443	AC=MS:1002038;NT=label free sample	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03268.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03268.raw	cell	SKBR3
PXD008222-Sample 86	Homo sapiens	breast	adult	epithelial	Caucasian	43Y	female	breast carcinoma	2	SKBR3	not available	run 444	AC=MS:1002038;NT=label free sample	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03269.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03269.raw	cell	SKBR3
PXD008222-Sample 86	Homo sapiens	breast	adult	epithelial	Caucasian	43Y	female	breast carcinoma	2	SKBR3	not available	run 445	AC=MS:1002038;NT=label free sample	1	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03270.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03270.raw	cell	SKBR3
PXD008222-Sample 86	Homo sapiens	breast	adult	epithelial	Caucasian	43Y	female	breast carcinoma	2	SKBR3	not available	run 446	AC=MS:1002038;NT=label free sample	1	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03271.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03271.raw	cell	SKBR3
PXD008222-Sample 25	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	1	SW527	not available	run 136	AC=MS:1002038;NT=label free sample	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02339.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02339.raw	cell	SW527
PXD008222-Sample 25	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	1	SW527	not available	run 137	AC=MS:1002038;NT=label free sample	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02346.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02346.raw	cell	SW527
PXD008222-Sample 25	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	1	SW527	not available	run 138	AC=MS:1002038;NT=label free sample	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02347.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02347.raw	cell	SW527
PXD008222-Sample 25	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	1	SW527	not available	run 139	AC=MS:1002038;NT=label free sample	1	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02348.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02348.raw	cell	SW527
PXD008222-Sample 25	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	1	SW527	not available	run 145	AC=MS:1002038;NT=label free sample	1	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02356.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02356.raw	cell	SW527
PXD008222-Sample 74	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	2	SW527	not available	run 382	AC=MS:1002038;NT=label free sample	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03181.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03181.raw	cell	SW527
PXD008222-Sample 74	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	2	SW527	not available	run 383	AC=MS:1002038;NT=label free sample	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03182.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03182.raw	cell	SW527
PXD008222-Sample 74	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	2	SW527	not available	run 384	AC=MS:1002038;NT=label free sample	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03183.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03183.raw	cell	SW527
PXD008222-Sample 74	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	2	SW527	not available	run 385	AC=MS:1002038;NT=label free sample	1	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03184.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03184.raw	cell	SW527
PXD008222-Sample 74	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	2	SW527	not available	run 386	AC=MS:1002038;NT=label free sample	1	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03185.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03185.raw	cell	SW527
