source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[ghost]	characteristics[individual]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	characteristics[biological replicate]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[instrument]	comment[MS2 mass analyzer]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD009258-Sample-104	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	2	not applicable	no available	no available	not applicable	normal	no depletion	2	DVPTPaMA170920_HD2_Retic_SCX4_F23268	proteomic profiling by mass spectrometry	DVPTPaMA170920_HD2_Retic_SCX4_F23268.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170920_HD2_Retic_SCX4_F23268.raw	4	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-105	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	2	not applicable	no available	no available	not applicable	normal	no depletion	2	DVPTPaMA170920_HD2_Retic_SCX5_F23269	proteomic profiling by mass spectrometry	DVPTPaMA170920_HD2_Retic_SCX5_F23269.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170920_HD2_Retic_SCX5_F23269.raw	5	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-106	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	ghost	5	not applicable	no available	no available	not applicable	normal	no depletion	5	DVPTPaMA171023_HD5_Er_Ghosts_SCX1_F23635	proteomic profiling by mass spectrometry	DVPTPaMA171023_HD5_Er_Ghosts_SCX1_F23635.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA171023_HD5_Er_Ghosts_SCX1_F23635.raw	1	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-107	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	ghost	5	not applicable	no available	no available	not applicable	normal	no depletion	5	DVPTPaMA171023_HD5_Er_Ghosts_SCX2_F23636	proteomic profiling by mass spectrometry	DVPTPaMA171023_HD5_Er_Ghosts_SCX2_F23636.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA171023_HD5_Er_Ghosts_SCX2_F23636.raw	2	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-108	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	ghost	5	not applicable	no available	no available	not applicable	normal	no depletion	5	DVPTPaMA171023_HD5_Er_Ghosts_SCX3_F23637	proteomic profiling by mass spectrometry	DVPTPaMA171023_HD5_Er_Ghosts_SCX3_F23637.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA171023_HD5_Er_Ghosts_SCX3_F23637.raw	3	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-109	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	ghost	5	not applicable	no available	no available	not applicable	normal	no depletion	5	DVPTPaMA171023_HD5_Er_Ghosts_SCX4_F23638	proteomic profiling by mass spectrometry	DVPTPaMA171023_HD5_Er_Ghosts_SCX4_F23638.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA171023_HD5_Er_Ghosts_SCX4_F23638.raw	4	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-110	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	ghost	5	not applicable	no available	no available	not applicable	normal	no depletion	5	DVPTPaMA171023_HD5_Er_Ghosts_SCX5_F23639	proteomic profiling by mass spectrometry	DVPTPaMA171023_HD5_Er_Ghosts_SCX5_F23639.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA171023_HD5_Er_Ghosts_SCX5_F23639.raw	5	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-111	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	5	not applicable	no available	no available	not applicable	normal	no depletion	5	DVPTPaMA171023_HD5_Er_SCX1_F23629	proteomic profiling by mass spectrometry	DVPTPaMA171023_HD5_Er_SCX1_F23629.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA171023_HD5_Er_SCX1_F23629.raw	1	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-112	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	5	not applicable	no available	no available	not applicable	normal	no depletion	5	DVPTPaMA171023_HD5_Er_SCX2_F23630	proteomic profiling by mass spectrometry	DVPTPaMA171023_HD5_Er_SCX2_F23630.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA171023_HD5_Er_SCX2_F23630.raw	2	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-113	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	5	not applicable	no available	no available	not applicable	normal	no depletion	5	DVPTPaMA171023_HD5_Er_SCX3_F23631	proteomic profiling by mass spectrometry	DVPTPaMA171023_HD5_Er_SCX3_F23631.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA171023_HD5_Er_SCX3_F23631.raw	3	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-114	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	5	not applicable	no available	no available	not applicable	normal	no depletion	5	DVPTPaMA171023_HD5_Er_SCX4_F23632	proteomic profiling by mass spectrometry	DVPTPaMA171023_HD5_Er_SCX4_F23632.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA171023_HD5_Er_SCX4_F23632.raw	4	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-115	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	5	not applicable	no available	no available	not applicable	normal	no depletion	5	DVPTPaMA171023_HD5_Er_SCX5_F23633	proteomic profiling by mass spectrometry	DVPTPaMA171023_HD5_Er_SCX5_F23633.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA171023_HD5_Er_SCX5_F23633.raw	5	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-116	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	5	not applicable	no available	no available	not applicable	normal	no depletion	5	DVPTPaMA171023_HD5_Er_dilution_demi_SCX1_F23659	proteomic profiling by mass spectrometry	DVPTPaMA171023_HD5_Er_dilution_demi_SCX1_F23659.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA171023_HD5_Er_dilution_demi_SCX1_F23659.raw	1	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-117	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	5	not applicable	no available	no available	not applicable	normal	no depletion	5	DVPTPaMA171023_HD5_Er_dilution_demi_SCX2_F23660	proteomic profiling by mass spectrometry	DVPTPaMA171023_HD5_Er_dilution_demi_SCX2_F23660.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA171023_HD5_Er_dilution_demi_SCX2_F23660.raw	2	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-118	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	5	not applicable	no available	no available	not applicable	normal	no depletion	5	DVPTPaMA171023_HD5_Er_dilution_demi_SCX3_F23661	proteomic profiling by mass spectrometry	DVPTPaMA171023_HD5_Er_dilution_demi_SCX3_F23661.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA171023_HD5_Er_dilution_demi_SCX3_F23661.raw	3	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-119	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	5	not applicable	no available	no available	not applicable	normal	no depletion	5	DVPTPaMA171023_HD5_Er_dilution_demi_SCX4_F23662	proteomic profiling by mass spectrometry	DVPTPaMA171023_HD5_Er_dilution_demi_SCX4_F23662.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA171023_HD5_Er_dilution_demi_SCX4_F23662.raw	4	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-120	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	5	not applicable	no available	no available	not applicable	normal	no depletion	5	DVPTPaMA171023_HD5_Er_dilution_demi_SCX5_F23663	proteomic profiling by mass spectrometry	DVPTPaMA171023_HD5_Er_dilution_demi_SCX5_F23663.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA171023_HD5_Er_dilution_demi_SCX5_F23663.raw	5	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-121	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	ghost	5	not applicable	no available	no available	not applicable	normal	no depletion	5	DVPTPaMA171023_HD5_P3_Ghosts_SCX1_F23647	proteomic profiling by mass spectrometry	DVPTPaMA171023_HD5_P3_Ghosts_SCX1_F23647.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA171023_HD5_P3_Ghosts_SCX1_F23647.raw	1	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-122	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	ghost	5	not applicable	no available	no available	not applicable	normal	no depletion	5	DVPTPaMA171023_HD5_P3_Ghosts_SCX2_F23648	proteomic profiling by mass spectrometry	DVPTPaMA171023_HD5_P3_Ghosts_SCX2_F23648.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA171023_HD5_P3_Ghosts_SCX2_F23648.raw	2	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-123	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	ghost	5	not applicable	no available	no available	not applicable	normal	no depletion	5	DVPTPaMA171023_HD5_P3_Ghosts_SCX3_F23649	proteomic profiling by mass spectrometry	DVPTPaMA171023_HD5_P3_Ghosts_SCX3_F23649.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA171023_HD5_P3_Ghosts_SCX3_F23649.raw	3	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-124	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	ghost	5	not applicable	no available	no available	not applicable	normal	no depletion	5	DVPTPaMA171023_HD5_P3_Ghosts_SCX4_F23650	proteomic profiling by mass spectrometry	DVPTPaMA171023_HD5_P3_Ghosts_SCX4_F23650.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA171023_HD5_P3_Ghosts_SCX4_F23650.raw	4	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-125	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	ghost	5	not applicable	no available	no available	not applicable	normal	no depletion	5	DVPTPaMA171023_HD5_P3_Ghosts_SCX5_F23651	proteomic profiling by mass spectrometry	DVPTPaMA171023_HD5_P3_Ghosts_SCX5_F23651.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA171023_HD5_P3_Ghosts_SCX5_F23651.raw	5	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-126	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	5	not applicable	no available	no available	not applicable	normal	no depletion	5	DVPTPaMA171023_HD5_P3_SCX1_F23641	proteomic profiling by mass spectrometry	DVPTPaMA171023_HD5_P3_SCX1_F23641.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA171023_HD5_P3_SCX1_F23641.raw	1	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-127	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	5	not applicable	no available	no available	not applicable	normal	no depletion	5	DVPTPaMA171023_HD5_P3_SCX2_F23642	proteomic profiling by mass spectrometry	DVPTPaMA171023_HD5_P3_SCX2_F23642.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA171023_HD5_P3_SCX2_F23642.raw	2	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-128	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	5	not applicable	no available	no available	not applicable	normal	no depletion	5	DVPTPaMA171023_HD5_P3_SCX3_F23643	proteomic profiling by mass spectrometry	DVPTPaMA171023_HD5_P3_SCX3_F23643.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA171023_HD5_P3_SCX3_F23643.raw	3	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-129	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	5	not applicable	no available	no available	not applicable	normal	no depletion	5	DVPTPaMA171023_HD5_P3_SCX4_F23644	proteomic profiling by mass spectrometry	DVPTPaMA171023_HD5_P3_SCX4_F23644.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA171023_HD5_P3_SCX4_F23644.raw	4	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
