# Best Performing Samples
# Cluster: 0
# Total Samples: 4318
# Format: Sample_ID, Peptide_Sequences_Identified

2019_06_24_15_11_Q-Exactive-HF-X-Orbitrap_6025, 45808
2019_05_21_16_59_Q-Exactive-HF-X-Orbitrap_6043, 45757
2019_08_26_17_07_Q-Exactive-HF-X-Orbitrap_6324, 45752
2019_10_29_13_02_Q-Exactive-HF-X-Orbitrap_6025, 45738
2019_09_15_01_01_Q-Exactive-HF-X-Orbitrap_6070, 45731
2019_05_28_03_05_Q-Exactive-HF-X-Orbitrap_6075, 45726
2019_06_11_19_37_Q-Exactive-HF-X-Orbitrap_6028, 45715
2019_06_11_19_26_Q-Exactive-HF-X-Orbitrap_6073, 45705
2019_08_20_15_35_Q-Exactive-HF-X-Orbitrap_6073, 45701
2019_04_22_16_50_Q-Exactive-HF-X-Orbitrap_6078, 45687
2019_04_15_14_48_Q-Exactive-HF-X-Orbitrap_6071, 45672
2019_07_03_17_21_Q-Exactive-HF-X-Orbitrap_6070, 45671
2019_05_27_17_34_Q-Exactive-HF-X-Orbitrap_6028, 45659
2019_09_19_23_28_Q-Exactive-HF-X-Orbitrap_6013, 45642
2019_06_28_20_34_Q-Exactive-HF-X-Orbitrap_6011, 45624
2019_09_09_17_05_Q-Exactive-HF-X-Orbitrap_6043, 45623
2019_07_03_16_47_Q-Exactive-HF-X-Orbitrap_6043, 45617
2018_01_26_17_05_Q-Exactive-HF-X-Orbitrap_6071, 45596
2019_07_06_00_44_Q-Exactive-HF-X-Orbitrap_6070, 45583
2020_05_28_04_06_Q-Exactive-HF-X-Orbitrap_6070, 45569
2019_06_28_23_37_Q-Exactive-HF-X-Orbitrap_6096, 45562
2019_08_27_17_22_Q-Exactive-HF-X-Orbitrap_6043, 45558
2019_06_28_19_14_Q-Exactive-HF-X-Orbitrap_6096, 45554
2019_10_03_02_10_Q-Exactive-HF-X-Orbitrap_6078, 45531
2019_08_14_16_24_Q-Exactive-HF-X-Orbitrap_6324, 45523
2019_06_05_13_43_Q-Exactive-HF-X-Orbitrap_6025, 45520
2019_05_27_21_30_Q-Exactive-HF-X-Orbitrap_6075, 45493
2019_06_11_22_09_Q-Exactive-HF-X-Orbitrap_6073, 45485
2019_02_01_19_39_Q-Exactive-HF-X-Orbitrap_6075, 45477
2019_05_15_20_36_Q-Exactive-HF-X-Orbitrap_6075, 45474
2019_05_16_19_11_Q-Exactive-HF-X-Orbitrap_6022, 45466
2019_05_21_21_50_Q-Exactive-HF-X-Orbitrap_6073, 45460
2019_09_12_12_13_Q-Exactive-HF-X-Orbitrap_6044, 45453
2019_08_21_21_14_Q-Exactive-HF-X-Orbitrap_6028, 45451
2019_05_27_14_28_Q-Exactive-HF-X-Orbitrap_6043, 45451
2019_06_11_22_12_Q-Exactive-HF-X-Orbitrap_6028, 45450
2018_06_28_22_05_Q-Exactive-HF-X-Orbitrap_6071, 45445
2019_08_12_22_53_Q-Exactive-HF-X-Orbitrap_6078, 45431
2019_06_17_19_33_Q-Exactive-HF-X-Orbitrap_6022, 45422
2019_06_25_16_59_Q-Exactive-HF-X-Orbitrap_6043, 45422
2019_10_09_19_30_Q-Exactive-HF-X-Orbitrap_6011, 45407
2019_05_13_13_53_Q-Exactive-HF-X-Orbitrap_6025, 45380
2019_10_03_16_28_Q-Exactive-HF-X-Orbitrap_6025, 45376
2020_07_07_20_37_Orbitrap-Exploris-480_MA10132C, 45369
2019_01_07_17_28_Q-Exactive-HF-X-Orbitrap_6096, 45360
2020_06_18_20_07_Orbitrap-Exploris-480_MA10134C, 45328
2019_09_13_21_06_Q-Exactive-HF-X-Orbitrap_6023, 45314
2019_08_05_23_03_Q-Exactive-HF-X-Orbitrap_6011, 45285
2019_09_14_14_12_Q-Exactive-HF-X-Orbitrap_6028, 45285
2019_07_06_04_07_Q-Exactive-HF-X-Orbitrap_6028, 45267
2019_08_15_03_50_Q-Exactive-HF-X-Orbitrap_6011, 45259
2019_06_12_00_48_Q-Exactive-HF-X-Orbitrap_6028, 45255
2019_08_31_13_12_Q-Exactive-HF-X-Orbitrap_6071, 45239
2019_06_18_13_56_Q-Exactive-HF-X-Orbitrap_6025, 45237
2019_06_21_15_39_Q-Exactive-HF-X-Orbitrap_6013, 45233
2018_01_11_17_31_Q-Exactive-HF-X-Orbitrap_6070, 45220
2019_09_04_20_52_Q-Exactive-HF-X-Orbitrap_6044, 45204
2019_08_27_02_10_Q-Exactive-HF-X-Orbitrap_6028, 45189
2020_06_17_19_56_Orbitrap-Exploris-480_MA10134C, 45176
2019_04_29_16_20_Q-Exactive-HF-X-Orbitrap_6022, 45160
2019_03_31_19_19_Q-Exactive-HF-X-Orbitrap_6071, 45154
2019_05_09_19_25_Q-Exactive-HF-X-Orbitrap_6075, 45144
2019_05_24_13_28_Q-Exactive-HF-X-Orbitrap_6022, 45132
2019_05_26_03_04_Q-Exactive-HF-X-Orbitrap_6044, 45128
2018_12_18_15_20_Q-Exactive-HF-X-Orbitrap_6078, 45120
2019_08_22_17_51_Q-Exactive-HF-X-Orbitrap_6028, 45099
2019_02_04_13_58_Q-Exactive-HF-X-Orbitrap_6070, 45096
2019_06_19_06_01_Q-Exactive-HF-X-Orbitrap_6025, 45095
2019_05_17_16_36_Q-Exactive-HF-X-Orbitrap_6044, 45093
2019_06_24_10_22_Q-Exactive-HF-X-Orbitrap_6071, 45085
2017_12_29_11_53_Q-Exactive-HF-X-Orbitrap_6071, 45085
2019_07_12_17_53_Q-Exactive-HF-X-Orbitrap_6078, 45083
2019_08_12_17_24_Q-Exactive-HF-X-Orbitrap_6022, 45064
2019_10_01_16_27_Q-Exactive-HF-X-Orbitrap_6324, 45064
2019_09_04_12_52_Q-Exactive-HF-X-Orbitrap_6324, 45049
2018_06_13_19_02_Q-Exactive-HF-X-Orbitrap_6070, 45030
2019_07_29_13_09_Q-Exactive-HF-X-Orbitrap_6044, 45025
2019_05_21_22_24_Q-Exactive-HF-X-Orbitrap_6044, 45025
2019_05_31_15_58_Q-Exactive-HF-X-Orbitrap_6044, 45006
2019_09_14_13_41_Q-Exactive-HF-X-Orbitrap_6025, 44977
2019_05_17_20_03_Q-Exactive-HF-X-Orbitrap_6070, 44965
2019_05_09_22_11_Q-Exactive-HF-X-Orbitrap_6075, 44942
2019_08_19_14_18_Q-Exactive-HF-X-Orbitrap_6070, 44913
2019_09_12_12_25_Q-Exactive-HF-X-Orbitrap_6043, 44910
2019_09_30_15_46_Q-Exactive-HF-X-Orbitrap_6070, 44909
2020_05_27_13_57_Q-Exactive-HF-X-Orbitrap_6070, 44909
2019_05_09_13_13_Q-Exactive-HF-X-Orbitrap_6022, 44906
2019_07_24_01_52_Q-Exactive-HF-X-Orbitrap_6023, 44905
2019_11_09_07_16_Q-Exactive-HF-X-Orbitrap_6071, 44867
2019_04_20_18_10_Q-Exactive-HF-X-Orbitrap_6070, 44853
2019_09_27_13_35_Q-Exactive-HF-X-Orbitrap_6044, 44850
2019_02_02_18_56_Q-Exactive-HF-X-Orbitrap_6073, 44838
2019_08_30_19_09_Q-Exactive-HF-X-Orbitrap_6324, 44833
2020_06_28_01_34_Orbitrap-Exploris-480_Invalid_SN_0001, 44823
2019_08_12_19_44_Q-Exactive-HF-X-Orbitrap_6078, 44818
2018_05_25_17_25_Q-Exactive-HF-X-Orbitrap_6011, 44806
2019_05_14_21_48_Q-Exactive-HF-X-Orbitrap_6022, 44800
2019_07_01_17_27_Q-Exactive-HF-X-Orbitrap_6044, 44796
2018_06_28_19_07_Q-Exactive-HF-X-Orbitrap_6071, 44790
2019_07_08_22_37_Q-Exactive-HF-X-Orbitrap_6071, 44788
2019_10_21_13_30_Q-Exactive-HF-X-Orbitrap_6096, 44788
2019_11_28_18_50_Q-Exactive-HF-X-Orbitrap_6071, 44786
2019_09_04_15_14_Q-Exactive-HF-X-Orbitrap_6028, 44781
2019_07_07_15_17_Q-Exactive-HF-X-Orbitrap_6025, 44776
2019_01_07_18_21_Q-Exactive-HF-X-Orbitrap_6071, 44773
2019_01_22_02_18_Q-Exactive-HF-X-Orbitrap_6004, 44763
2019_11_28_17_13_Q-Exactive-HF-X-Orbitrap_6070, 44749
2019_11_25_23_40_Q-Exactive-HF-X-Orbitrap_6070, 44746
2019_07_31_13_56_Q-Exactive-HF-X-Orbitrap_6324, 44745
2019_08_30_20_30_Q-Exactive-HF-X-Orbitrap_6011, 44736
2019_03_04_20_34_Q-Exactive-HF-X-Orbitrap_6071, 44735
2019_11_26_19_56_Q-Exactive-HF-X-Orbitrap_6071, 44726
2019_08_07_11_39_Q-Exactive-HF-X-Orbitrap_6071, 44726
2019_07_23_23_28_Q-Exactive-HF-X-Orbitrap_6023, 44720
2018_03_19_18_15_Q-Exactive-HF-X-Orbitrap_6016, 44712
2019_05_15_09_28_Q-Exactive-HF-X-Orbitrap_6324, 44692
2018_03_09_00_24_Q-Exactive-HF-X-Orbitrap_6011, 44691
2019_03_29_11_14_Q-Exactive-HF-X-Orbitrap_6070, 44675
2019_02_26_17_45_Q-Exactive-HF-X-Orbitrap_6070, 44674
2019_08_13_19_21_Q-Exactive-HF-X-Orbitrap_6022, 44665
2019_08_19_15_00_Q-Exactive-HF-X-Orbitrap_6044, 44657
2019_08_06_01_57_Q-Exactive-HF-X-Orbitrap_6011, 44620
2019_02_05_10_13_Q-Exactive-HF-X-Orbitrap_6073, 44619
2019_04_23_22_49_Q-Exactive-HF-X-Orbitrap_6324, 44616
2019_08_09_15_18_Q-Exactive-HF-X-Orbitrap_6028, 44609
2019_02_06_03_09_Q-Exactive-HF-X-Orbitrap_6073, 44605
2020_06_09_21_14_Orbitrap-Exploris-480_MA10134C, 44602
2018_08_14_01_35_Q-Exactive-HF-X-Orbitrap_6004, 44589
2020_06_16_16_29_Orbitrap-Exploris-480_Invalid_SN_0001, 44587
2019_08_01_23_18_Q-Exactive-HF-X-Orbitrap_6078, 44585
2019_06_11_17_01_Q-Exactive-HF-X-Orbitrap_6028, 44564
2019_08_18_04_57_Q-Exactive-HF-X-Orbitrap_6070, 44556
2019_11_28_11_49_Q-Exactive-HF-X-Orbitrap_6070, 44548
2018_05_24_21_17_Q-Exactive-HF-X-Orbitrap_6073, 44545
2019_07_16_18_41_Q-Exactive-HF-X-Orbitrap_6071, 44542
2019_01_22_10_42_Q-Exactive-HF-X-Orbitrap_6011, 44537
2018_03_09_05_03_Q-Exactive-HF-X-Orbitrap_6075, 44535
2019_05_15_23_23_Q-Exactive-HF-X-Orbitrap_6075, 44533
2019_05_23_15_39_Q-Exactive-HF-X-Orbitrap_6025, 44525
2019_11_29_00_53_Q-Exactive-HF-X-Orbitrap_6071, 44523
2019_09_02_19_10_Q-Exactive-HF-X-Orbitrap_6071, 44522
2019_08_20_12_53_Q-Exactive-HF-X-Orbitrap_6073, 44504
2019_08_23_03_52_Q-Exactive-HF-X-Orbitrap_6028, 44501
2020_02_28_12_27_Q-Exactive-HF-X-Orbitrap_6070, 44491
2019_08_14_22_02_Q-Exactive-HF-X-Orbitrap_6011, 44488
2019_07_26_19_42_Q-Exactive-HF-X-Orbitrap_6073, 44471
2019_02_25_13_53_Q-Exactive-HF-X-Orbitrap_6078, 44463
2019_09_23_17_32_Q-Exactive-HF-X-Orbitrap_6044, 44459
2019_07_21_18_47_Q-Exactive-HF-X-Orbitrap_6043, 44457
2019_06_27_19_17_Q-Exactive-HF-X-Orbitrap_6044, 44455
2019_07_26_12_29_Q-Exactive-HF-X-Orbitrap_6044, 44451
2019_08_16_23_42_Q-Exactive-HF-X-Orbitrap_6078, 44437
2019_11_11_09_11_Q-Exactive-HF-X-Orbitrap_6071, 44434
2019_09_18_15_54_Q-Exactive-HF-X-Orbitrap_6013, 44428
2019_08_30_23_21_Q-Exactive-HF-X-Orbitrap_6011, 44427
2019_08_25_15_43_Q-Exactive-HF-X-Orbitrap_6324, 44397
2018_03_09_12_16_Q-Exactive-HF-X-Orbitrap_6075, 44392
2019_01_21_23_35_Q-Exactive-HF-X-Orbitrap_6004, 44391
2018_01_29_19_19_Q-Exactive-HF-X-Orbitrap_6071, 44391
2019_09_30_14_48_Q-Exactive-HF-X-Orbitrap_6078, 44389
2018_05_25_00_01_Q-Exactive-HF-X-Orbitrap_6073, 44387
2020_06_09_18_06_Orbitrap-Exploris-480_MA10134C, 44379
2018_03_19_21_36_Q-Exactive-HF-X-Orbitrap_6016, 44377
2019_08_13_02_02_Q-Exactive-HF-X-Orbitrap_6078, 44373
2019_07_31_20_01_Q-Exactive-HF-X-Orbitrap_6070, 44369
2019_07_16_17_31_Q-Exactive-HF-X-Orbitrap_6324, 44362
2019_03_01_19_07_Q-Exactive-HF-X-Orbitrap_6073, 44348
2019_08_18_22_29_Q-Exactive-HF-X-Orbitrap_6078, 44339
2019_09_03_09_24_Q-Exactive-HF-X-Orbitrap_6070, 44339
2019_11_27_02_00_Q-Exactive-HF-X-Orbitrap_6071, 44328
2020_06_11_00_40_Orbitrap-Exploris-480_MA10132C, 44316
2019_07_09_14_52_Q-Exactive-HF-X-Orbitrap_6013, 44314
2020_02_11_10_35_Q-Exactive-HF-X-Orbitrap_6070, 44309
2019_08_18_19_21_Q-Exactive-HF-X-Orbitrap_6078, 44308
2019_09_09_13_04_Q-Exactive-HF-X-Orbitrap_6028, 44304
2019_01_21_20_52_Q-Exactive-HF-X-Orbitrap_6004, 44301
2019_08_15_00_56_Q-Exactive-HF-X-Orbitrap_6011, 44301
2019_05_24_15_53_Q-Exactive-HF-X-Orbitrap_6075, 44294
2019_02_19_19_11_Q-Exactive-HF-X-Orbitrap_6071, 44289
2019_02_21_22_14_Q-Exactive-HF-X-Orbitrap_6070, 44277
2020_10_31_14_46_Orbitrap-Exploris-480_MA10132C, 44273
2018_05_22_20_35_Q-Exactive-HF-X-Orbitrap_6078, 44255
2019_07_22_20_09_Q-Exactive-HF-X-Orbitrap_6025, 44254
2019_05_24_18_37_Q-Exactive-HF-X-Orbitrap_6075, 44250
2019_09_25_16_52_Q-Exactive-HF-X-Orbitrap_6324, 44242
2019_07_23_16_44_Q-Exactive-HF-X-Orbitrap_6023, 44231
2019_06_26_00_14_Q-Exactive-HF-X-Orbitrap_6070, 44222
2019_08_05_20_09_Q-Exactive-HF-X-Orbitrap_6011, 44218
2020_06_03_16_25_Orbitrap-Exploris-480_MA10134C, 44214
2019_06_03_17_46_Q-Exactive-HF-X-Orbitrap_6025, 44211
2019_11_26_16_54_Q-Exactive-HF-X-Orbitrap_6071, 44209
2019_04_03_20_47_Q-Exactive-HF-X-Orbitrap_6070, 44207
2019_07_19_01_49_Q-Exactive-HF-X-Orbitrap_6070, 44198
2019_02_22_01_10_Q-Exactive-HF-X-Orbitrap_6070, 44197
2020_06_11_03_47_Orbitrap-Exploris-480_MA10132C, 44190
2018_03_08_23_30_Q-Exactive-HF-X-Orbitrap_6075, 44172
2019_07_15_14_04_Q-Exactive-HF-X-Orbitrap_6071, 44170
2019_10_16_17_13_Q-Exactive-HF-X-Orbitrap_6004, 44169
2020_06_17_22_39_Orbitrap-Exploris-480_MA10134C, 44155
2019_07_26_22_24_Q-Exactive-HF-X-Orbitrap_6073, 44145
2019_01_11_17_52_Q-Exactive-HF-X-Orbitrap_6096, 44142
2019_02_05_21_40_Q-Exactive-HF-X-Orbitrap_6073, 44142
2019_10_02_18_01_Q-Exactive-HF-X-Orbitrap_6011, 44129
2019_08_08_11_21_Q-Exactive-HF-X-Orbitrap_6324, 44128
2019_06_30_17_08_Q-Exactive-HF-X-Orbitrap_6025, 44127
2019_06_25_16_18_Q-Exactive-HF-X-Orbitrap_6011, 44124
2019_11_28_21_51_Q-Exactive-HF-X-Orbitrap_6071, 44121
2019_09_12_13_22_Q-Exactive-HF-X-Orbitrap_6324, 44117
2019_11_29_06_56_Q-Exactive-HF-X-Orbitrap_6071, 44111
2019_01_16_14_56_Q-Exactive-HF-X-Orbitrap_6078, 44110
2019_04_17_14_36_Q-Exactive-HF-X-Orbitrap_6022, 44104
2019_08_20_17_48_Q-Exactive-HF-X-Orbitrap_6013, 44101
2020_06_03_13_16_Orbitrap-Exploris-480_MA10134C, 44095
2019_07_27_18_40_Q-Exactive-HF-X-Orbitrap_6070, 44084
2019_07_30_23_35_Q-Exactive-HF-X-Orbitrap_6101, 44084
2019_07_23_11_43_Q-Exactive-HF-X-Orbitrap_6025, 44076
2019_06_11_13_56_Q-Exactive-HF-X-Orbitrap_6073, 44053
2018_01_19_17_57_Q-Exactive-HF-X-Orbitrap_6011, 44052
2019_09_13_23_29_Q-Exactive-HF-X-Orbitrap_6028, 44023
2020_01_11_23_54_Q-Exactive-HF-X-Orbitrap_6071, 44008
2019_10_15_17_27_Q-Exactive-HF-X-Orbitrap_6022, 44005
2018_06_13_16_07_Q-Exactive-HF-X-Orbitrap_6070, 43996
2019_09_03_18_38_Q-Exactive-HF-X-Orbitrap_6044, 43994
2020_06_18_17_23_Orbitrap-Exploris-480_MA10134C, 43960
2019_11_27_08_06_Q-Exactive-HF-X-Orbitrap_6071, 43959
2019_07_07_11_24_Q-Exactive-HF-X-Orbitrap_6028, 43954
2018_07_09_21_53_Q-Exactive-HF-X-Orbitrap_6011, 43951
2018_01_18_18_49_Q-Exactive-HF-X-Orbitrap_6073, 43951
2019_06_25_21_37_Q-Exactive-HF-X-Orbitrap_6070, 43949
2018_04_13_17_48_Q-Exactive-HF-X-Orbitrap_6096, 43946
2019_02_22_12_37_Q-Exactive-HF-X-Orbitrap_6070, 43938
2019_09_04_01_57_Q-Exactive-HF-X-Orbitrap_6075, 43935
2019_08_19_01_38_Q-Exactive-HF-X-Orbitrap_6078, 43934
2019_02_06_00_25_Q-Exactive-HF-X-Orbitrap_6073, 43926
2018_01_30_13_09_Q-Exactive-HF-X-Orbitrap_6073, 43926
2019_06_03_12_40_Q-Exactive-HF-X-Orbitrap_6043, 43925
2018_05_25_02_46_Q-Exactive-HF-X-Orbitrap_6073, 43922
2018_01_18_21_39_Q-Exactive-HF-X-Orbitrap_6073, 43920
2019_09_26_04_31_Q-Exactive-HF-X-Orbitrap_6070, 43913
2019_07_22_18_21_Q-Exactive-HF-X-Orbitrap_6070, 43913
2018_03_09_08_45_Q-Exactive-HF-X-Orbitrap_6075, 43902
2017_08_30_18_09_Q-Exactive-HF-X-Orbitrap_6016, 43897
2019_11_27_23_38_Q-Exactive-HF-X-Orbitrap_6071, 43891
2019_07_09_12_21_Q-Exactive-HF-X-Orbitrap_6013, 43885
2019_05_22_12_05_Q-Exactive-HF-X-Orbitrap_6071, 43882
2018_01_02_14_06_Q-Exactive-HF-X-Orbitrap_6071, 43880
2019_01_30_12_29_Q-Exactive-HF-X-Orbitrap_6071, 43875
2020_02_05_11_04_Q-Exactive-HF-X-Orbitrap_6071, 43872
2019_06_01_13_15_Q-Exactive-HF-X-Orbitrap_6023, 43864
2019_10_07_19_30_Q-Exactive-HF-X-Orbitrap_6070, 43861
2019_03_13_10_09_Q-Exactive-HF-X-Orbitrap_6070, 43843
2019_05_07_12_41_Q-Exactive-HF-X-Orbitrap_6028, 43841
2019_07_01_17_26_Q-Exactive-HF-X-Orbitrap_6073, 43837
2019_09_14_09_17_Q-Exactive-HF-X-Orbitrap_6028, 43834
2018_05_24_18_33_Q-Exactive-HF-X-Orbitrap_6073, 43832
2019_07_26_17_01_Q-Exactive-HF-X-Orbitrap_6073, 43830
2019_06_07_15_03_Q-Exactive-HF-X-Orbitrap_6022, 43818
2018_01_18_15_59_Q-Exactive-HF-X-Orbitrap_6073, 43810
2019_07_03_00_06_Q-Exactive-HF-X-Orbitrap_6016, 43804
2019_12_06_10_24_Q-Exactive-HF-X-Orbitrap_6078, 43799
2019_08_31_02_12_Q-Exactive-HF-X-Orbitrap_6011, 43797
2018_03_09_23_54_Q-Exactive-HF-X-Orbitrap_6075, 43792
2019_05_15_12_11_Q-Exactive-HF-X-Orbitrap_6025, 43777
2019_11_28_02_41_Q-Exactive-HF-X-Orbitrap_6071, 43775
2019_09_12_19_39_Q-Exactive-HF-X-Orbitrap_6028, 43768
2019_07_30_20_47_Q-Exactive-HF-X-Orbitrap_6101, 43741
2019_11_29_03_54_Q-Exactive-HF-X-Orbitrap_6071, 43723
2019_06_26_19_47_Q-Exactive-HF-X-Orbitrap_6075, 43722
2019_05_10_00_57_Q-Exactive-HF-X-Orbitrap_6075, 43722
2019_11_26_13_52_Q-Exactive-HF-X-Orbitrap_6071, 43717
2018_01_15_11_49_Q-Exactive-HF-X-Orbitrap_6070, 43703
2019_07_07_00_50_Q-Exactive-HF-X-Orbitrap_6022, 43694
2019_09_30_12_48_Q-Exactive-HF-X-Orbitrap_6070, 43694
2019_05_08_11_34_Q-Exactive-HF-X-Orbitrap_6070, 43686
2019_07_15_18_43_Q-Exactive-HF-X-Orbitrap_6070, 43671
2019_05_31_22_28_Q-Exactive-HF-X-Orbitrap_6075, 43671
2019_08_29_01_45_Q-Exactive-HF-X-Orbitrap_6075, 43670
2018_01_26_17_27_Q-Exactive-HF-X-Orbitrap_6078, 43666
2020_06_11_06_54_Orbitrap-Exploris-480_MA10132C, 43650
2020_06_27_22_29_Orbitrap-Exploris-480_Invalid_SN_0001, 43642
2020_06_03_10_07_Orbitrap-Exploris-480_MA10134C, 43631
2019_07_28_00_14_Q-Exactive-HF-X-Orbitrap_6025, 43624
2020_06_17_11_17_Orbitrap-Exploris-480_Invalid_SN_0001, 43621
2019_11_07_12_19_Q-Exactive-HF-X-Orbitrap_6096, 43615
2019_09_12_01_52_Q-Exactive-HF-X-Orbitrap_6324, 43586
2019_09_03_20_16_Q-Exactive-HF-X-Orbitrap_6075, 43586
2020_06_30_06_09_Orbitrap-Exploris-480_Invalid_SN_0001, 43569
2019_11_29_10_17_Q-Exactive-HF-X-Orbitrap_6071, 43567
2019_01_07_14_42_Q-Exactive-HF-X-Orbitrap_6096, 43549
2019_09_03_23_06_Q-Exactive-HF-X-Orbitrap_6075, 43547
2019_05_26_15_08_Q-Exactive-HF-X-Orbitrap_6022, 43537
2020_02_05_20_55_Q-Exactive-HF-X-Orbitrap_6070, 43537
2020_01_11_17_56_Q-Exactive-HF-X-Orbitrap_6071, 43535
2019_03_01_16_26_Q-Exactive-HF-X-Orbitrap_6073, 43515
2019_09_13_23_58_Q-Exactive-HF-X-Orbitrap_6101, 43515
2019_09_04_03_17_Q-Exactive-HF-X-Orbitrap_6070, 43511
2019_09_17_16_01_Q-Exactive-HF-X-Orbitrap_6025, 43497
2019_11_25_20_44_Q-Exactive-HF-X-Orbitrap_6070, 43496
2019_04_12_11_32_Q-Exactive-HF-X-Orbitrap_6071, 43490
2019_07_03_10_19_Q-Exactive-HF-X-Orbitrap_6096, 43477
2020_02_06_06_57_Q-Exactive-HF-X-Orbitrap_6071, 43472
2017_12_20_18_00_Q-Exactive-HF-X-Orbitrap_6075, 43471
2018_08_14_03_06_Q-Exactive-HF-X-Orbitrap_6075, 43469
2019_09_03_12_22_Q-Exactive-HF-X-Orbitrap_6070, 43458
2019_08_28_16_38_Q-Exactive-HF-X-Orbitrap_6025, 43455
2019_02_20_20_52_Q-Exactive-HF-X-Orbitrap_6070, 43452
2019_12_05_17_46_Q-Exactive-HF-X-Orbitrap_6075, 43446
2019_10_10_04_49_Q-Exactive-HF-X-Orbitrap_6101, 43444
2017_08_30_20_56_Q-Exactive-HF-X-Orbitrap_6016, 43443
2019_05_22_12_49_Q-Exactive-HF-X-Orbitrap_6028, 43427
2020_06_10_21_33_Orbitrap-Exploris-480_MA10132C, 43402
2019_08_19_03_33_Q-Exactive-HF-X-Orbitrap_6044, 43396
2020_10_30_19_28_Orbitrap-Exploris-480_MA10132C, 43393
2018_02_01_15_53_Q-Exactive-HF-X-Orbitrap_6073, 43391
2018_02_01_18_49_Q-Exactive-HF-X-Orbitrap_6073, 43390
2019_06_03_13_28_Q-Exactive-HF-X-Orbitrap_6025, 43376
2019_12_05_20_34_Q-Exactive-HF-X-Orbitrap_6075, 43361
2020_02_12_05_06_Q-Exactive-HF-X-Orbitrap_6070, 43348
2018_08_13_22_34_Q-Exactive-HF-X-Orbitrap_6004, 43343
2019_11_27_05_03_Q-Exactive-HF-X-Orbitrap_6071, 43336
2018_05_27_19_00_Q-Exactive-HF-X-Orbitrap_6070, 43336
2019_10_16_19_57_Q-Exactive-HF-X-Orbitrap_6004, 43331
2019_05_10_14_11_Q-Exactive-HF-X-Orbitrap_6070, 43319
2019_11_26_22_58_Q-Exactive-HF-X-Orbitrap_6071, 43318
2019_11_27_12_22_Q-Exactive-HF-X-Orbitrap_6071, 43316
2019_06_29_14_19_Q-Exactive-HF-X-Orbitrap_6078, 43315
2019_09_14_04_23_Q-Exactive-HF-X-Orbitrap_6028, 43312
2018_01_19_00_28_Q-Exactive-HF-X-Orbitrap_6073, 43308
2020_06_03_19_34_Orbitrap-Exploris-480_MA10134C, 43304
2020_06_28_19_48_Orbitrap-Exploris-480_Invalid_SN_0001, 43293
2019_09_17_10_35_Q-Exactive-HF-X-Orbitrap_6101, 43292
2019_07_18_13_21_Q-Exactive-HF-X-Orbitrap_6078, 43285
2019_08_29_13_50_Q-Exactive-HF-X-Orbitrap_6022, 43284
2019_09_03_03_28_Q-Exactive-HF-X-Orbitrap_6070, 43282
2019_01_26_13_02_Q-Exactive-HF-X-Orbitrap_6011, 43279
2019_08_10_22_58_Q-Exactive-HF-X-Orbitrap_6070, 43255
2019_03_31_15_59_Q-Exactive-HF-X-Orbitrap_6071, 43235
2019_01_26_18_29_Q-Exactive-HF-X-Orbitrap_6011, 43228
2019_02_06_20_45_Q-Exactive-HF-X-Orbitrap_6078, 43227
2019_07_09_18_10_Q-Exactive-HF-X-Orbitrap_6016, 43227
2018_11_26_16_39_Q-Exactive-HF-X-Orbitrap_6016, 43221
2019_05_31_19_42_Q-Exactive-HF-X-Orbitrap_6075, 43220
2018_05_28_02_57_Q-Exactive-HF-X-Orbitrap_6070, 43217
2019_07_19_19_25_Q-Exactive-HF-X-Orbitrap_6013, 43214
2019_06_19_13_50_Q-Exactive-HF-X-Orbitrap_6096, 43206
2019_05_07_21_16_Q-Exactive-HF-X-Orbitrap_6071, 43183
2019_01_26_15_45_Q-Exactive-HF-X-Orbitrap_6011, 43177
2017_12_20_20_43_Q-Exactive-HF-X-Orbitrap_6075, 43174
2018_06_18_20_46_Q-Exactive-HF-X-Orbitrap_6070, 43174
2019_01_13_06_08_Q-Exactive-HF-X-Orbitrap_6071, 43153
2019_04_22_08_25_Q-Exactive-HF-X-Orbitrap_6044, 43129
2019_06_04_13_30_Q-Exactive-HF-X-Orbitrap_6044, 43124
2019_04_22_15_26_Q-Exactive-HF-X-Orbitrap_6025, 43123
2018_01_05_18_42_Q-Exactive-HF-X-Orbitrap_6078, 43119
2019_04_26_20_52_Q-Exactive-HF-X-Orbitrap_6071, 43109
2018_07_02_15_05_Q-Exactive-HF-X-Orbitrap_6070, 43094
2019_09_03_06_26_Q-Exactive-HF-X-Orbitrap_6070, 43081
2019_09_25_03_00_Q-Exactive-HF-X-Orbitrap_6075, 43080
2019_11_21_22_39_Q-Exactive-HF-X-Orbitrap_6004, 43074
2019_09_02_17_03_Q-Exactive-HF-X-Orbitrap_6025, 43065
2019_10_26_17_43_Q-Exactive-HF-X-Orbitrap_6096, 43060
2018_02_16_18_11_Q-Exactive-HF-X-Orbitrap_6073, 43044
2019_09_25_00_10_Q-Exactive-HF-X-Orbitrap_6075, 43043
2019_09_30_17_02_Q-Exactive-HF-X-Orbitrap_6022, 43043
2019_11_21_19_57_Q-Exactive-HF-X-Orbitrap_6004, 43038
2020_02_10_15_41_Q-Exactive-HF-X-Orbitrap_6070, 43036
2019_11_01_15_00_Q-Exactive-HF-X-Orbitrap_6070, 43031
2019_07_15_19_01_Q-Exactive-HF-X-Orbitrap_6071, 43030
