source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	characteristics[enrichment process]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[disease]	characteristics[quality]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]
PDC000242-Sample-19	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P5	not available	Xenograft Tissue	run29	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f04.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f04.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Dds4PVJY35ys1lbwpmOPEvgLkjzOTexqPzIM86EuGO3DNLK4klq-vdEVpSY~tP4y64hnNebonk~dQe4dMFQZsciXIgwW7Efai2EwXExVEMH6PBw5fZfOhuNbE-8eWHoQpSN1GDgBUnUV4f19tY9cVbZ5LpT0U8EIh6GeozTZ3cIB5w1Tkg9ncMyzhRuye6rGU5Fh5s1AzfIoVlaRLPTx2j5X-1HHxbG1lyNPJSvLtobvzkNtreETr56iPrOOn4-UKN40PITNjidvmqKw7VXTUxgL4S8dNPdKf6xQ8B8IoC3-RXk9PQPyJx16-5M82B6tQowzYMtW5jcFvPveY6ZwLA__	1	4	tmt_130c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-20	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P6	not available	Xenograft Tissue	run29	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f04.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f04.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Dds4PVJY35ys1lbwpmOPEvgLkjzOTexqPzIM86EuGO3DNLK4klq-vdEVpSY~tP4y64hnNebonk~dQe4dMFQZsciXIgwW7Efai2EwXExVEMH6PBw5fZfOhuNbE-8eWHoQpSN1GDgBUnUV4f19tY9cVbZ5LpT0U8EIh6GeozTZ3cIB5w1Tkg9ncMyzhRuye6rGU5Fh5s1AzfIoVlaRLPTx2j5X-1HHxbG1lyNPJSvLtobvzkNtreETr56iPrOOn4-UKN40PITNjidvmqKw7VXTUxgL4S8dNPdKf6xQ8B8IoC3-RXk9PQPyJx16-5M82B6tQowzYMtW5jcFvPveY6ZwLA__	1	4	tmt_131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-11	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P5	not available	Xenograft Tissue	run30	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f05.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f05.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=BO35UULypUhpeEpNxWqUk~iwnzr60rsgymjyxnHFtEoFdJHHJj62WRqvxX7Z2HWelM0zNNpQ1AfNERxebImriVQscVSff2amqJQfILrF~etcfp~JEREuxxNVxXDT~~eJrQ-oS8eDNCFM-tpdMKiiOQK75vmv-6~r0qebBx8GqLOfW9sd4saewLPUwOrI~VGM6RKWYVPGt-RzYDk1mYAUCUC3rhpkbIALTLMpgA4tNT7eHdupJMBxeh1tkBTC9hTR7WgkTIIvXzqk60eJ~BgRTPtHT~pPTRbhTnyztnD-ylCPo-WYftq~2zywputzY~RmiO~oqgUZiiUIwIeUYynhPA__	1	5	tmt_126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-12	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P6	not available	Xenograft Tissue	run30	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f05.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f05.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=BO35UULypUhpeEpNxWqUk~iwnzr60rsgymjyxnHFtEoFdJHHJj62WRqvxX7Z2HWelM0zNNpQ1AfNERxebImriVQscVSff2amqJQfILrF~etcfp~JEREuxxNVxXDT~~eJrQ-oS8eDNCFM-tpdMKiiOQK75vmv-6~r0qebBx8GqLOfW9sd4saewLPUwOrI~VGM6RKWYVPGt-RzYDk1mYAUCUC3rhpkbIALTLMpgA4tNT7eHdupJMBxeh1tkBTC9hTR7WgkTIIvXzqk60eJ~BgRTPtHT~pPTRbhTnyztnD-ylCPo-WYftq~2zywputzY~RmiO~oqgUZiiUIwIeUYynhPA__	1	5	tmt_127n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-13	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P5	not available	Xenograft Tissue	run30	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f05.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f05.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=BO35UULypUhpeEpNxWqUk~iwnzr60rsgymjyxnHFtEoFdJHHJj62WRqvxX7Z2HWelM0zNNpQ1AfNERxebImriVQscVSff2amqJQfILrF~etcfp~JEREuxxNVxXDT~~eJrQ-oS8eDNCFM-tpdMKiiOQK75vmv-6~r0qebBx8GqLOfW9sd4saewLPUwOrI~VGM6RKWYVPGt-RzYDk1mYAUCUC3rhpkbIALTLMpgA4tNT7eHdupJMBxeh1tkBTC9hTR7WgkTIIvXzqk60eJ~BgRTPtHT~pPTRbhTnyztnD-ylCPo-WYftq~2zywputzY~RmiO~oqgUZiiUIwIeUYynhPA__	1	5	tmt_127c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-14	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P5	not available	Xenograft Tissue	run30	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f05.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f05.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=BO35UULypUhpeEpNxWqUk~iwnzr60rsgymjyxnHFtEoFdJHHJj62WRqvxX7Z2HWelM0zNNpQ1AfNERxebImriVQscVSff2amqJQfILrF~etcfp~JEREuxxNVxXDT~~eJrQ-oS8eDNCFM-tpdMKiiOQK75vmv-6~r0qebBx8GqLOfW9sd4saewLPUwOrI~VGM6RKWYVPGt-RzYDk1mYAUCUC3rhpkbIALTLMpgA4tNT7eHdupJMBxeh1tkBTC9hTR7WgkTIIvXzqk60eJ~BgRTPtHT~pPTRbhTnyztnD-ylCPo-WYftq~2zywputzY~RmiO~oqgUZiiUIwIeUYynhPA__	1	5	tmt_128n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-15	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P6	not available	Xenograft Tissue	run30	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f05.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f05.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=BO35UULypUhpeEpNxWqUk~iwnzr60rsgymjyxnHFtEoFdJHHJj62WRqvxX7Z2HWelM0zNNpQ1AfNERxebImriVQscVSff2amqJQfILrF~etcfp~JEREuxxNVxXDT~~eJrQ-oS8eDNCFM-tpdMKiiOQK75vmv-6~r0qebBx8GqLOfW9sd4saewLPUwOrI~VGM6RKWYVPGt-RzYDk1mYAUCUC3rhpkbIALTLMpgA4tNT7eHdupJMBxeh1tkBTC9hTR7WgkTIIvXzqk60eJ~BgRTPtHT~pPTRbhTnyztnD-ylCPo-WYftq~2zywputzY~RmiO~oqgUZiiUIwIeUYynhPA__	1	5	tmt_128c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-16	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P5	not available	Xenograft Tissue	run30	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f05.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f05.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=BO35UULypUhpeEpNxWqUk~iwnzr60rsgymjyxnHFtEoFdJHHJj62WRqvxX7Z2HWelM0zNNpQ1AfNERxebImriVQscVSff2amqJQfILrF~etcfp~JEREuxxNVxXDT~~eJrQ-oS8eDNCFM-tpdMKiiOQK75vmv-6~r0qebBx8GqLOfW9sd4saewLPUwOrI~VGM6RKWYVPGt-RzYDk1mYAUCUC3rhpkbIALTLMpgA4tNT7eHdupJMBxeh1tkBTC9hTR7WgkTIIvXzqk60eJ~BgRTPtHT~pPTRbhTnyztnD-ylCPo-WYftq~2zywputzY~RmiO~oqgUZiiUIwIeUYynhPA__	1	5	tmt_129n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-17	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P6	not available	Xenograft Tissue	run30	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f05.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f05.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=BO35UULypUhpeEpNxWqUk~iwnzr60rsgymjyxnHFtEoFdJHHJj62WRqvxX7Z2HWelM0zNNpQ1AfNERxebImriVQscVSff2amqJQfILrF~etcfp~JEREuxxNVxXDT~~eJrQ-oS8eDNCFM-tpdMKiiOQK75vmv-6~r0qebBx8GqLOfW9sd4saewLPUwOrI~VGM6RKWYVPGt-RzYDk1mYAUCUC3rhpkbIALTLMpgA4tNT7eHdupJMBxeh1tkBTC9hTR7WgkTIIvXzqk60eJ~BgRTPtHT~pPTRbhTnyztnD-ylCPo-WYftq~2zywputzY~RmiO~oqgUZiiUIwIeUYynhPA__	1	5	tmt_129c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-18	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P6	not available	Xenograft Tissue	run30	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f05.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f05.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=BO35UULypUhpeEpNxWqUk~iwnzr60rsgymjyxnHFtEoFdJHHJj62WRqvxX7Z2HWelM0zNNpQ1AfNERxebImriVQscVSff2amqJQfILrF~etcfp~JEREuxxNVxXDT~~eJrQ-oS8eDNCFM-tpdMKiiOQK75vmv-6~r0qebBx8GqLOfW9sd4saewLPUwOrI~VGM6RKWYVPGt-RzYDk1mYAUCUC3rhpkbIALTLMpgA4tNT7eHdupJMBxeh1tkBTC9hTR7WgkTIIvXzqk60eJ~BgRTPtHT~pPTRbhTnyztnD-ylCPo-WYftq~2zywputzY~RmiO~oqgUZiiUIwIeUYynhPA__	1	5	tmt_130n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-19	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P5	not available	Xenograft Tissue	run30	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f05.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f05.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=BO35UULypUhpeEpNxWqUk~iwnzr60rsgymjyxnHFtEoFdJHHJj62WRqvxX7Z2HWelM0zNNpQ1AfNERxebImriVQscVSff2amqJQfILrF~etcfp~JEREuxxNVxXDT~~eJrQ-oS8eDNCFM-tpdMKiiOQK75vmv-6~r0qebBx8GqLOfW9sd4saewLPUwOrI~VGM6RKWYVPGt-RzYDk1mYAUCUC3rhpkbIALTLMpgA4tNT7eHdupJMBxeh1tkBTC9hTR7WgkTIIvXzqk60eJ~BgRTPtHT~pPTRbhTnyztnD-ylCPo-WYftq~2zywputzY~RmiO~oqgUZiiUIwIeUYynhPA__	1	5	tmt_130c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-20	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P6	not available	Xenograft Tissue	run30	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f05.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f05.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=BO35UULypUhpeEpNxWqUk~iwnzr60rsgymjyxnHFtEoFdJHHJj62WRqvxX7Z2HWelM0zNNpQ1AfNERxebImriVQscVSff2amqJQfILrF~etcfp~JEREuxxNVxXDT~~eJrQ-oS8eDNCFM-tpdMKiiOQK75vmv-6~r0qebBx8GqLOfW9sd4saewLPUwOrI~VGM6RKWYVPGt-RzYDk1mYAUCUC3rhpkbIALTLMpgA4tNT7eHdupJMBxeh1tkBTC9hTR7WgkTIIvXzqk60eJ~BgRTPtHT~pPTRbhTnyztnD-ylCPo-WYftq~2zywputzY~RmiO~oqgUZiiUIwIeUYynhPA__	1	5	tmt_131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-11	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P5	not available	Xenograft Tissue	run31	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f06.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f06.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=g~~nd5GuiREA61Lj~hN302-wFJn6bJx0JZ~QUJDFttj08yf7XUsXdN5o~ujKflEqbfn3SDlOZCgUIsIZ8TiYrRL7UFx7oQ3Bruxdd~-ZaXPX150dF9tZ6ixNAFc2vN23bZNwTndZ-FdKZI52ao0Ydh1mFheOlAviEV6eOc~xmSQdMYPNAaAjZWUHpk4sZZTRfs6UpzidojTZde5~gLYNaRM0TKcvkCSbexiyI3LKU4SvsmwWmjl6mN56oy2mFR1mXTpMV7x-qudfaizR~yUCfYCabDvHTLZrrDvlRH-0zQUwyWlGfGV5UL62RA54K~~gECApr8qZeDgJq3xErxV5WA__	1	6	tmt_126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-12	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P6	not available	Xenograft Tissue	run31	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f06.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f06.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=g~~nd5GuiREA61Lj~hN302-wFJn6bJx0JZ~QUJDFttj08yf7XUsXdN5o~ujKflEqbfn3SDlOZCgUIsIZ8TiYrRL7UFx7oQ3Bruxdd~-ZaXPX150dF9tZ6ixNAFc2vN23bZNwTndZ-FdKZI52ao0Ydh1mFheOlAviEV6eOc~xmSQdMYPNAaAjZWUHpk4sZZTRfs6UpzidojTZde5~gLYNaRM0TKcvkCSbexiyI3LKU4SvsmwWmjl6mN56oy2mFR1mXTpMV7x-qudfaizR~yUCfYCabDvHTLZrrDvlRH-0zQUwyWlGfGV5UL62RA54K~~gECApr8qZeDgJq3xErxV5WA__	1	6	tmt_127n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
