Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[sex]	Characteristics[disease]	Characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[organism part]
PXD030671-Sample 25	Homo sapiens	cytoskeletal proteins	not available	not available	KM12L4a	not available	not available	liver and lung CRC metastatic	1	tissue	run 14	proteomic profiling by mass spectrometry	PEB_Secretome_F2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F2.raw	1	2	TMT127C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	KM12L4a|cytoskeletal proteins
PXD030671-Sample 26	Homo sapiens	cytoskeletal proteins	not available	not available	SW480	not available	not available	non-metastatic	1	tissue	run 14	proteomic profiling by mass spectrometry	PEB_Secretome_F2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F2.raw	1	2	TMT128N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	SW480|cytoskeletal proteins
PXD030671-Sample 27	Homo sapiens	cytoskeletal proteins	not available	not available	SW620	not available	not available	lymph nodes CRC metastatic	1	tissue	run 14	proteomic profiling by mass spectrometry	PEB_Secretome_F2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F2.raw	1	2	TMT128C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	SW620|cytoskeletal proteins
PXD030671-Sample 28	Homo sapiens	secretome	not available	not available	KM12C	not available	not available	non-metastatic CRC	1	tissue	run 14	proteomic profiling by mass spectrometry	PEB_Secretome_F2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F2.raw	1	2	TMT129N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	KM12C|secretome
PXD030671-Sample 29	Homo sapiens	secretome	not available	not available	KM12SM	not available	not available	liver CRC metastatic	1	tissue	run 14	proteomic profiling by mass spectrometry	PEB_Secretome_F2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F2.raw	1	2	TMT129C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	KM12SM|secretome
PXD030671-Sample 30	Homo sapiens	secretome	not available	not available	KM12L4a	not available	not available	liver and lung CRC metastatic	1	tissue	run 14	proteomic profiling by mass spectrometry	PEB_Secretome_F2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F2.raw	1	2	TMT130N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	KM12L4a|secretome
PXD030671-Sample 31	Homo sapiens	secretome	not available	not available	SW480	not available	not available	non-metastatic	1	tissue	run 14	proteomic profiling by mass spectrometry	PEB_Secretome_F2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F2.raw	1	2	TMT130C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	SW480|secretome
PXD030671-Sample 32	Homo sapiens	secretome	not available	not available	SW620	not available	not available	lymph nodes CRC metastatic	1	tissue	run 14	proteomic profiling by mass spectrometry	PEB_Secretome_F2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F2.raw	1	2	TMT131N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	SW620|secretome
PXD030671-Sample 33	Homo sapiens	cytoplasm	not available	not available	Pool	not available	not available	not applicable	1	tissue	run 14	proteomic profiling by mass spectrometry	PEB_Secretome_F2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F2.raw	1	2	TMT131C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	Norm
PXD030671-Sample 23	Homo sapiens	cytoskeletal proteins	not available	not available	KM12C	not available	not available	non-metastatic CRC	1	tissue	run 15	proteomic profiling by mass spectrometry	PEB_Secretome_F3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F3.raw	1	3	TMT126	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	KM12C|cytoskeletal proteins
PXD030671-Sample 24	Homo sapiens	cytoskeletal proteins	not available	not available	KM12SM	not available	not available	liver CRC metastatic	1	tissue	run 15	proteomic profiling by mass spectrometry	PEB_Secretome_F3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F3.raw	1	3	TMT127N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	KM12SM|cytoskeletal proteins
PXD030671-Sample 25	Homo sapiens	cytoskeletal proteins	not available	not available	KM12L4a	not available	not available	liver and lung CRC metastatic	1	tissue	run 15	proteomic profiling by mass spectrometry	PEB_Secretome_F3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F3.raw	1	3	TMT127C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	KM12L4a|cytoskeletal proteins
PXD030671-Sample 26	Homo sapiens	cytoskeletal proteins	not available	not available	SW480	not available	not available	non-metastatic	1	tissue	run 15	proteomic profiling by mass spectrometry	PEB_Secretome_F3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F3.raw	1	3	TMT128N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	SW480|cytoskeletal proteins
PXD030671-Sample 27	Homo sapiens	cytoskeletal proteins	not available	not available	SW620	not available	not available	lymph nodes CRC metastatic	1	tissue	run 15	proteomic profiling by mass spectrometry	PEB_Secretome_F3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F3.raw	1	3	TMT128C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	SW620|cytoskeletal proteins
PXD030671-Sample 28	Homo sapiens	secretome	not available	not available	KM12C	not available	not available	non-metastatic CRC	1	tissue	run 15	proteomic profiling by mass spectrometry	PEB_Secretome_F3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F3.raw	1	3	TMT129N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	KM12C|secretome
PXD030671-Sample 29	Homo sapiens	secretome	not available	not available	KM12SM	not available	not available	liver CRC metastatic	1	tissue	run 15	proteomic profiling by mass spectrometry	PEB_Secretome_F3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F3.raw	1	3	TMT129C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	KM12SM|secretome
PXD030671-Sample 30	Homo sapiens	secretome	not available	not available	KM12L4a	not available	not available	liver and lung CRC metastatic	1	tissue	run 15	proteomic profiling by mass spectrometry	PEB_Secretome_F3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F3.raw	1	3	TMT130N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	KM12L4a|secretome
PXD030671-Sample 31	Homo sapiens	secretome	not available	not available	SW480	not available	not available	non-metastatic	1	tissue	run 15	proteomic profiling by mass spectrometry	PEB_Secretome_F3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F3.raw	1	3	TMT130C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	SW480|secretome
PXD030671-Sample 32	Homo sapiens	secretome	not available	not available	SW620	not available	not available	lymph nodes CRC metastatic	1	tissue	run 15	proteomic profiling by mass spectrometry	PEB_Secretome_F3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F3.raw	1	3	TMT131N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	SW620|secretome
PXD030671-Sample 33	Homo sapiens	cytoplasm	not available	not available	Pool	not available	not available	not applicable	1	tissue	run 15	proteomic profiling by mass spectrometry	PEB_Secretome_F3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F3.raw	1	3	TMT131C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	Norm
PXD030671-Sample 23	Homo sapiens	cytoskeletal proteins	not available	not available	KM12C	not available	not available	non-metastatic CRC	1	tissue	run 16	proteomic profiling by mass spectrometry	PEB_Secretome_F4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F4.raw	1	4	TMT126	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	KM12C|cytoskeletal proteins
PXD030671-Sample 24	Homo sapiens	cytoskeletal proteins	not available	not available	KM12SM	not available	not available	liver CRC metastatic	1	tissue	run 16	proteomic profiling by mass spectrometry	PEB_Secretome_F4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F4.raw	1	4	TMT127N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	KM12SM|cytoskeletal proteins
PXD030671-Sample 25	Homo sapiens	cytoskeletal proteins	not available	not available	KM12L4a	not available	not available	liver and lung CRC metastatic	1	tissue	run 16	proteomic profiling by mass spectrometry	PEB_Secretome_F4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F4.raw	1	4	TMT127C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	KM12L4a|cytoskeletal proteins
PXD030671-Sample 26	Homo sapiens	cytoskeletal proteins	not available	not available	SW480	not available	not available	non-metastatic	1	tissue	run 16	proteomic profiling by mass spectrometry	PEB_Secretome_F4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F4.raw	1	4	TMT128N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	SW480|cytoskeletal proteins
PXD030671-Sample 27	Homo sapiens	cytoskeletal proteins	not available	not available	SW620	not available	not available	lymph nodes CRC metastatic	1	tissue	run 16	proteomic profiling by mass spectrometry	PEB_Secretome_F4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F4.raw	1	4	TMT128C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	SW620|cytoskeletal proteins
PXD030671-Sample 28	Homo sapiens	secretome	not available	not available	KM12C	not available	not available	non-metastatic CRC	1	tissue	run 16	proteomic profiling by mass spectrometry	PEB_Secretome_F4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F4.raw	1	4	TMT129N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	KM12C|secretome
PXD030671-Sample 29	Homo sapiens	secretome	not available	not available	KM12SM	not available	not available	liver CRC metastatic	1	tissue	run 16	proteomic profiling by mass spectrometry	PEB_Secretome_F4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F4.raw	1	4	TMT129C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	KM12SM|secretome
PXD030671-Sample 30	Homo sapiens	secretome	not available	not available	KM12L4a	not available	not available	liver and lung CRC metastatic	1	tissue	run 16	proteomic profiling by mass spectrometry	PEB_Secretome_F4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F4.raw	1	4	TMT130N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	KM12L4a|secretome
PXD030671-Sample 31	Homo sapiens	secretome	not available	not available	SW480	not available	not available	non-metastatic	1	tissue	run 16	proteomic profiling by mass spectrometry	PEB_Secretome_F4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F4.raw	1	4	TMT130C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	SW480|secretome
PXD030671-Sample 32	Homo sapiens	secretome	not available	not available	SW620	not available	not available	lymph nodes CRC metastatic	1	tissue	run 16	proteomic profiling by mass spectrometry	PEB_Secretome_F4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F4.raw	1	4	TMT131N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	SW620|secretome
PXD030671-Sample 33	Homo sapiens	cytoplasm	not available	not available	Pool	not available	not available	not applicable	1	tissue	run 16	proteomic profiling by mass spectrometry	PEB_Secretome_F4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F4.raw	1	4	TMT131C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	Norm
PXD030671-Sample 23	Homo sapiens	cytoskeletal proteins	not available	not available	KM12C	not available	not available	non-metastatic CRC	1	tissue	run 17	proteomic profiling by mass spectrometry	PEB_Secretome_F5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F5.raw	1	5	TMT126	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	KM12C|cytoskeletal proteins
PXD030671-Sample 24	Homo sapiens	cytoskeletal proteins	not available	not available	KM12SM	not available	not available	liver CRC metastatic	1	tissue	run 17	proteomic profiling by mass spectrometry	PEB_Secretome_F5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F5.raw	1	5	TMT127N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	KM12SM|cytoskeletal proteins
PXD030671-Sample 25	Homo sapiens	cytoskeletal proteins	not available	not available	KM12L4a	not available	not available	liver and lung CRC metastatic	1	tissue	run 17	proteomic profiling by mass spectrometry	PEB_Secretome_F5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F5.raw	1	5	TMT127C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	KM12L4a|cytoskeletal proteins
PXD030671-Sample 26	Homo sapiens	cytoskeletal proteins	not available	not available	SW480	not available	not available	non-metastatic	1	tissue	run 17	proteomic profiling by mass spectrometry	PEB_Secretome_F5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F5.raw	1	5	TMT128N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	SW480|cytoskeletal proteins
PXD030671-Sample 27	Homo sapiens	cytoskeletal proteins	not available	not available	SW620	not available	not available	lymph nodes CRC metastatic	1	tissue	run 17	proteomic profiling by mass spectrometry	PEB_Secretome_F5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030671/PEB_Secretome_F5.raw	1	5	TMT128C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001313;NT=Trypsin/P	4.5 ppm	0.003 Da	SW620|cytoskeletal proteins
