Run	Sample Characteristic[organism]	Sample Characteristic Ontology Term[organism]	Sample Characteristic[cell line]	Sample Characteristic Ontology Term[cell line]	Sample Characteristic[organism part]	Sample Characteristic Ontology Term[organism part]	Sample Characteristic[disease]	Sample Characteristic Ontology Term[disease]	Sample Characteristic[sex]	Sample Characteristic Ontology Term[sex]	Sample Characteristic[metastasis site]	Sample Characteristic Ontology Term[metastasis site]	Factor Value[cell line]	Factor Value Ontology Term[cell line]	Factor Value[organism part]	Factor Value Ontology Term[organism part]	Factor Value[disease]	Factor Value Ontology Term[disease]	Analysed
ERR672760	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	H2804	http://www.ebi.ac.uk/efo/EFO_0006688	lung	http://purl.obolibrary.org/obo/UBERON_0002048	mesothelioma	http://www.ebi.ac.uk/efo/EFO_0000588	not available				H2804	http://www.ebi.ac.uk/efo/EFO_0006688	lung	http://purl.obolibrary.org/obo/UBERON_0002048	mesothelioma	http://www.ebi.ac.uk/efo/EFO_0000588	Yes
ERR672761	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	H2810	http://www.ebi.ac.uk/efo/EFO_0006689	lung	http://purl.obolibrary.org/obo/UBERON_0002048	mesothelioma	http://www.ebi.ac.uk/efo/EFO_0000588	not available				H2810	http://www.ebi.ac.uk/efo/EFO_0006689	lung	http://purl.obolibrary.org/obo/UBERON_0002048	mesothelioma	http://www.ebi.ac.uk/efo/EFO_0000588	Yes
ERR672762	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	H2818		lung	http://purl.obolibrary.org/obo/UBERON_0002048	mesothelioma	http://www.ebi.ac.uk/efo/EFO_0000588	not available				H2818		lung	http://purl.obolibrary.org/obo/UBERON_0002048	mesothelioma	http://www.ebi.ac.uk/efo/EFO_0000588	Yes
ERR672763	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	H2869		lung	http://purl.obolibrary.org/obo/UBERON_0002048	mesothelioma	http://www.ebi.ac.uk/efo/EFO_0000588	not available				H2869		lung	http://purl.obolibrary.org/obo/UBERON_0002048	mesothelioma	http://www.ebi.ac.uk/efo/EFO_0000588	Yes
ERR672764	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	H290		lung	http://purl.obolibrary.org/obo/UBERON_0002048	mesothelioma	http://www.ebi.ac.uk/efo/EFO_0000588	not available				H290		lung	http://purl.obolibrary.org/obo/UBERON_0002048	mesothelioma	http://www.ebi.ac.uk/efo/EFO_0000588	Yes
ERR672765	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	H513		lung	http://purl.obolibrary.org/obo/UBERON_0002048	mesothelioma	http://www.ebi.ac.uk/efo/EFO_0000588	not available				H513		lung	http://purl.obolibrary.org/obo/UBERON_0002048	mesothelioma	http://www.ebi.ac.uk/efo/EFO_0000588	Yes
ERR672766	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCT-116	http://www.ebi.ac.uk/efo/EFO_0002824	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	male	http://purl.obolibrary.org/obo/PATO_0000384			HCT-116	http://www.ebi.ac.uk/efo/EFO_0002824	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR672767	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HT-29	http://www.ebi.ac.uk/efo/EFO_0001193	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	female	http://purl.obolibrary.org/obo/PATO_0000383			HT-29	http://www.ebi.ac.uk/efo/EFO_0001193	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR672768	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	IST-MES1		lung	http://purl.obolibrary.org/obo/UBERON_0002048	mesothelioma	http://www.ebi.ac.uk/efo/EFO_0000588	female	http://purl.obolibrary.org/obo/PATO_0000383			IST-MES1		lung	http://purl.obolibrary.org/obo/UBERON_0002048	mesothelioma	http://www.ebi.ac.uk/efo/EFO_0000588	Yes
ERR672769	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	RKO	http://www.ebi.ac.uk/efo/EFO_0001232	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	not available				RKO	http://www.ebi.ac.uk/efo/EFO_0001232	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR672770	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SNU-175		large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	female	http://purl.obolibrary.org/obo/PATO_0000383	peritoneum	http://purl.obolibrary.org/obo/UBERON_0002358	SNU-175		large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR672771	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SNU-283		large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	female	http://purl.obolibrary.org/obo/PATO_0000383	peritoneum	http://purl.obolibrary.org/obo/UBERON_0002358	SNU-283		large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR672772	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SNU-407		large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	male	http://purl.obolibrary.org/obo/PATO_0000384			SNU-407		large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR672773	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SNU-C1	http://www.ebi.ac.uk/efo/EFO_0006761	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	male	http://purl.obolibrary.org/obo/PATO_0000384	peritoneum	http://purl.obolibrary.org/obo/UBERON_0002358	SNU-C1	http://www.ebi.ac.uk/efo/EFO_0006761	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR676313	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCC1187	http://www.ebi.ac.uk/efo/EFO_0001170	breast	http://purl.obolibrary.org/obo/UBERON_0000310	ductal carcinoma	http://www.ebi.ac.uk/efo/EFO_0006318	female	http://purl.obolibrary.org/obo/PATO_0000383			HCC1187	http://www.ebi.ac.uk/efo/EFO_0001170	breast	http://purl.obolibrary.org/obo/UBERON_0000310	ductal carcinoma	http://www.ebi.ac.uk/efo/EFO_0006318	Yes
ERR676314	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCC1806	http://www.ebi.ac.uk/efo/EFO_0005373	breast	http://purl.obolibrary.org/obo/UBERON_0000310	squamous cell breast carcinoma	http://www.ebi.ac.uk/efo/EFO_1000053	female	http://purl.obolibrary.org/obo/PATO_0000383			HCC1806	http://www.ebi.ac.uk/efo/EFO_0005373	breast	http://purl.obolibrary.org/obo/UBERON_0000310	squamous cell breast carcinoma	http://www.ebi.ac.uk/efo/EFO_1000053	Yes
ERR676315	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	ZR-75-30	http://www.ebi.ac.uk/efo/EFO_0001263	breast	http://purl.obolibrary.org/obo/UBERON_0000310	ductal carcinoma	http://www.ebi.ac.uk/efo/EFO_0006318	female	http://purl.obolibrary.org/obo/PATO_0000383	peritoneum	http://purl.obolibrary.org/obo/UBERON_0002358	ZR-75-30	http://www.ebi.ac.uk/efo/EFO_0001263	breast	http://purl.obolibrary.org/obo/UBERON_0000310	ductal carcinoma	http://www.ebi.ac.uk/efo/EFO_0006318	Yes
ERR676316	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	BV-173	http://www.ebi.ac.uk/efo/EFO_0002118	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	chronic myelogenous leukemia	http://www.ebi.ac.uk/efo/EFO_0000339	male	http://purl.obolibrary.org/obo/PATO_0000384			BV-173	http://www.ebi.ac.uk/efo/EFO_0002118	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	chronic myelogenous leukemia	http://www.ebi.ac.uk/efo/EFO_0000339	Yes
ERR676317	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	CML-T1		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	chronic myelogenous leukemia	http://www.ebi.ac.uk/efo/EFO_0000339	female	http://purl.obolibrary.org/obo/PATO_0000383			CML-T1		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	chronic myelogenous leukemia	http://www.ebi.ac.uk/efo/EFO_0000339	Yes
ERR676318	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	EM-2	http://www.ebi.ac.uk/efo/EFO_0002176	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	chronic myelogenous leukemia	http://www.ebi.ac.uk/efo/EFO_0000339	female	http://purl.obolibrary.org/obo/PATO_0000383			EM-2	http://www.ebi.ac.uk/efo/EFO_0002176	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	chronic myelogenous leukemia	http://www.ebi.ac.uk/efo/EFO_0000339	Yes
ERR691406	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	LAMA-84		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	chronic myelogenous leukemia	http://www.ebi.ac.uk/efo/EFO_0000339	female	http://purl.obolibrary.org/obo/PATO_0000383			LAMA-84		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	chronic myelogenous leukemia	http://www.ebi.ac.uk/efo/EFO_0000339	Yes
ERR691407	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	LS-180	http://www.ebi.ac.uk/efo/EFO_0006640	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	female	http://purl.obolibrary.org/obo/PATO_0000383			LS-180	http://www.ebi.ac.uk/efo/EFO_0006640	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR691408	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	LS-513		large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	male	http://purl.obolibrary.org/obo/PATO_0000384			LS-513		large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR691409	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H630	http://www.ebi.ac.uk/efo/EFO_0002297	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	male	http://purl.obolibrary.org/obo/PATO_0000384			NCI-H630	http://www.ebi.ac.uk/efo/EFO_0002297	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR691410	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SNU-C2B		large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	female	http://purl.obolibrary.org/obo/PATO_0000383			SNU-C2B		large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR691411	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SW48	http://www.ebi.ac.uk/efo/EFO_0002367	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	female	http://purl.obolibrary.org/obo/PATO_0000383			SW48	http://www.ebi.ac.uk/efo/EFO_0002367	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR691412	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SW620	http://www.ebi.ac.uk/efo/EFO_0002368	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	male	http://purl.obolibrary.org/obo/PATO_0000384	lymph node	http://purl.obolibrary.org/obo/UBERON_0000029	SW620	http://www.ebi.ac.uk/efo/EFO_0002368	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR691413	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SW948	http://www.ebi.ac.uk/efo/EFO_0002375	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	female	http://purl.obolibrary.org/obo/PATO_0000383			SW948	http://www.ebi.ac.uk/efo/EFO_0002375	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR691414	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	C2BBe1	http://www.ebi.ac.uk/efo/EFO_0006546	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	male	http://purl.obolibrary.org/obo/PATO_0000384			C2BBe1	http://www.ebi.ac.uk/efo/EFO_0006546	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR691415	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	CaR-1	http://www.ebi.ac.uk/efo/EFO_0006548	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	not available				CaR-1	http://www.ebi.ac.uk/efo/EFO_0006548	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR691416	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	CCK-81	http://purl.obolibrary.org/obo/CLO_0009956	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	not available				CCK-81	http://purl.obolibrary.org/obo/CLO_0009956	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR691417	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	DIFI		large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	not available				DIFI		large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR691418	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	GP5d	http://www.ebi.ac.uk/efo/EFO_0006576	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	female	http://purl.obolibrary.org/obo/PATO_0000383			GP5d	http://www.ebi.ac.uk/efo/EFO_0006576	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR691419	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCC2998	http://www.ebi.ac.uk/efo/EFO_0005370	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	male	http://purl.obolibrary.org/obo/PATO_0000384			HCC2998	http://www.ebi.ac.uk/efo/EFO_0005370	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR691420	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCT-15	http://www.ebi.ac.uk/efo/EFO_0002188	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	male	http://purl.obolibrary.org/obo/PATO_0000384			HCT-15	http://www.ebi.ac.uk/efo/EFO_0002188	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR693826	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	KU812	http://www.ebi.ac.uk/efo/EFO_0002222	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	chronic myelogenous leukemia	http://www.ebi.ac.uk/efo/EFO_0000339	male	http://purl.obolibrary.org/obo/PATO_0000384			KU812	http://www.ebi.ac.uk/efo/EFO_0002222	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	chronic myelogenous leukemia	http://www.ebi.ac.uk/efo/EFO_0000339	Yes
ERR693827	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HT-115	http://www.ebi.ac.uk/efo/EFO_0006442	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	not available				HT-115	http://www.ebi.ac.uk/efo/EFO_0006442	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR693828	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HT55	http://www.ebi.ac.uk/efo/EFO_0006444	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	not available				HT55	http://www.ebi.ac.uk/efo/EFO_0006444	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR757993	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	201T		lung	http://purl.obolibrary.org/obo/UBERON_0002048	non-small cell lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0005288	not available				201T		lung	http://purl.obolibrary.org/obo/UBERON_0002048	non-small cell lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0005288	Yes
ERR757994	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	A427	http://www.ebi.ac.uk/efo/EFO_0002104	lung	http://purl.obolibrary.org/obo/UBERON_0002048	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	male	http://purl.obolibrary.org/obo/PATO_0000384			A427	http://www.ebi.ac.uk/efo/EFO_0002104	lung	http://purl.obolibrary.org/obo/UBERON_0002048	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	Yes
ERR757995	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	CAL-72	http://purl.obolibrary.org/obo/CLO_0002188	bone	http://purl.obolibrary.org/obo/UBERON_0002481	osteosarcoma	http://www.ebi.ac.uk/efo/EFO_0000637	not available				CAL-72	http://purl.obolibrary.org/obo/CLO_0002188	bone	http://purl.obolibrary.org/obo/UBERON_0002481	osteosarcoma	http://www.ebi.ac.uk/efo/EFO_0000637	Yes
ERR757996	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	CL-40	http://www.ebi.ac.uk/efo/EFO_0006370	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	female	http://purl.obolibrary.org/obo/PATO_0000383			CL-40	http://www.ebi.ac.uk/efo/EFO_0006370	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR757997	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	COLO-320-HSR	http://purl.obolibrary.org/obo/CLO_0009960	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	not available				COLO-320-HSR	http://purl.obolibrary.org/obo/CLO_0009960	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR757998	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	COR-L303		lung	http://purl.obolibrary.org/obo/UBERON_0002048	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	not available				COR-L303		lung	http://purl.obolibrary.org/obo/UBERON_0002048	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	Yes
ERR757999	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	COR-L32		lung	http://purl.obolibrary.org/obo/UBERON_0002048	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	not available				COR-L32		lung	http://purl.obolibrary.org/obo/UBERON_0002048	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	Yes
ERR758000	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	COR-L321		lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0001071	female	http://purl.obolibrary.org/obo/PATO_0000383			COR-L321		lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0001071	Yes
ERR760280	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	CPC-N	http://www.ebi.ac.uk/efo/EFO_0006559	lung	http://purl.obolibrary.org/obo/UBERON_0002048	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	not available				CPC-N	http://www.ebi.ac.uk/efo/EFO_0006559	lung	http://purl.obolibrary.org/obo/UBERON_0002048	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	Yes
ERR760281	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	EMC-BAC-1		lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	not available				EMC-BAC-1		lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	Yes
ERR760282	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	EMC-BAC-2		lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	not available				EMC-BAC-2		lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	Yes
ERR760283	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HuO-3N1		bone	http://purl.obolibrary.org/obo/UBERON_0002481	osteosarcoma	http://www.ebi.ac.uk/efo/EFO_0000637	female	http://purl.obolibrary.org/obo/PATO_0000383			HuO-3N1		bone	http://purl.obolibrary.org/obo/UBERON_0002481	osteosarcoma	http://www.ebi.ac.uk/efo/EFO_0000637	Yes
ERR760284	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HuO9		bone	http://purl.obolibrary.org/obo/UBERON_0002481	osteosarcoma	http://www.ebi.ac.uk/efo/EFO_0000637	female	http://purl.obolibrary.org/obo/PATO_0000383			HuO9		bone	http://purl.obolibrary.org/obo/UBERON_0002481	osteosarcoma	http://www.ebi.ac.uk/efo/EFO_0000637	Yes
ERR760285	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	IST-SL1		lung	http://purl.obolibrary.org/obo/UBERON_0002048	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	male	http://purl.obolibrary.org/obo/PATO_0000384			IST-SL1		lung	http://purl.obolibrary.org/obo/UBERON_0002048	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	Yes
