source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[sampling site]	characteristics[ancestry category]	characteristics[sex]	characteristics[developmental stage]	characteristics[age]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[pooled sample]	assay name	technology type	comment[assay_id]	comment[label]	comment[channel_id]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[Number of missed cleavages]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[technical replicate]	comment[file uri]	comment[data file]	factor value[cell line]
MSV000085836-Sample-8	Homo sapiens	Skin	Melanoma	Groin lymph node; Inguinal lymph node	Caucasian	Male	Adult	26Y	disease cell type	IGR-37	CVCL_2075	1	not pooled	run 3	proteomic profiling by mass spectrometry	1	TMT130N	8	3	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04540_Prot_01_F03.raw	f04540_Prot_01_F03.raw	IGR-37
MSV000085836-Sample-9	Homo sapiens	Kidney	Renal cell carcinoma	no available	Caucasian	Male	no available	no available	disease cell type	VMRC-RCW	CVCL_1790	1	not pooled	run 3	proteomic profiling by mass spectrometry	1	TMT130C	9	3	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04540_Prot_01_F03.raw	f04540_Prot_01_F03.raw	VMRC-RCW
MSV000085836-Sample-10	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	disease cell type	mixed	not available	1	"SN=CAL33_UPPER_AERODIGESTIVE_TRACT,HS578T_BREAST,SW837_LARGE_INTESTINE,WM2664_SKIN,CAL51_BREAST,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NCIH1581_LUNG,NCIH82_LUNG,SW480_LARGE_INTESTINE"	run 3	proteomic profiling by mass spectrometry	1	TMT131	10	3	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04540_Prot_01_F03.raw	f04540_Prot_01_F03.raw	mixed
MSV000085836-Sample-1	Homo sapiens	Breast	Breast adenocarcinoma	Pleural effusion	African American	Female	Adult	51Y	disease cell type	MDA-MB-468	CVCL_0419	1	not pooled	run 4	proteomic profiling by mass spectrometry	1	TMT126	1	4	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04541_Prot_01_F04.raw	f04541_Prot_01_F04.raw	MDA-MB-468
MSV000085836-Sample-2	Homo sapiens	Skin	Melanoma	Pleural effusion	Caucasian	Female	Adult	60Y	disease cell type	SH-4	CVCL_1692	1	not pooled	run 4	proteomic profiling by mass spectrometry	1	TMT127N	2	4	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04541_Prot_01_F04.raw	f04541_Prot_01_F04.raw	SH-4
MSV000085836-Sample-3	Homo sapiens	Breast	Breast adenocarcinoma	Pleural effusion	Caucasian	Female	Adult	43Y	disease cell type	AU565	CVCL_1074	1	not pooled	run 4	proteomic profiling by mass spectrometry	1	TMT127C	3	4	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04541_Prot_01_F04.raw	f04541_Prot_01_F04.raw	AU565
MSV000085836-Sample-4	Homo sapiens	Kidney	Clear cell renal cell carcinoma	Kidney	Japanese	Male	Adult	no available	disease cell type	KMRC-1	CVCL_2983	1	not pooled	run 4	proteomic profiling by mass spectrometry	1	TMT128N	4	4	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04541_Prot_01_F04.raw	f04541_Prot_01_F04.raw	KMRC-1
MSV000085836-Sample-5	Homo sapiens	Breast	Breast carcinoma	Pleural effusion	Caucasian	Female	Adult	45Y	disease cell type	CAL-51	CVCL_1110	1	not pooled	run 4	proteomic profiling by mass spectrometry	1	TMT128C	5	4	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04541_Prot_01_F04.raw	f04541_Prot_01_F04.raw	CAL-51
MSV000085836-Sample-6	Homo sapiens	Skin	Melanoma	Lymph node	Caucasian	Female	Adult	18Y	disease cell type	RPMI-7951	CVCL_1666	1	not pooled	run 4	proteomic profiling by mass spectrometry	1	TMT129N	6	4	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04541_Prot_01_F04.raw	f04541_Prot_01_F04.raw	RPMI-7951
MSV000085836-Sample-7	Homo sapiens	Lung	Lung adenocarcinoma	Lung	Japanese	Male	no available	no available	disease cell type	RERF-LC-MS	CVCL_1655	1	not pooled	run 4	proteomic profiling by mass spectrometry	1	TMT129C	7	4	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04541_Prot_01_F04.raw	f04541_Prot_01_F04.raw	RERF-LC-MS
MSV000085836-Sample-8	Homo sapiens	Skin	Melanoma	Groin lymph node; Inguinal lymph node	Caucasian	Male	Adult	26Y	disease cell type	IGR-37	CVCL_2075	1	not pooled	run 4	proteomic profiling by mass spectrometry	1	TMT130N	8	4	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04541_Prot_01_F04.raw	f04541_Prot_01_F04.raw	IGR-37
MSV000085836-Sample-9	Homo sapiens	Kidney	Renal cell carcinoma	no available	Caucasian	Male	no available	no available	disease cell type	VMRC-RCW	CVCL_1790	1	not pooled	run 4	proteomic profiling by mass spectrometry	1	TMT130C	9	4	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04541_Prot_01_F04.raw	f04541_Prot_01_F04.raw	VMRC-RCW
MSV000085836-Sample-10	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	disease cell type	mixed	not available	1	"SN=CAL33_UPPER_AERODIGESTIVE_TRACT,HS578T_BREAST,SW837_LARGE_INTESTINE,WM2664_SKIN,CAL51_BREAST,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NCIH1581_LUNG,NCIH82_LUNG,SW480_LARGE_INTESTINE"	run 4	proteomic profiling by mass spectrometry	1	TMT131	10	4	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04541_Prot_01_F04.raw	f04541_Prot_01_F04.raw	mixed
MSV000085836-Sample-1	Homo sapiens	Breast	Breast adenocarcinoma	Pleural effusion	African American	Female	Adult	51Y	disease cell type	MDA-MB-468	CVCL_0419	1	not pooled	run 5	proteomic profiling by mass spectrometry	1	TMT126	1	5	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04542_Prot_01_F05.raw	f04542_Prot_01_F05.raw	MDA-MB-468
MSV000085836-Sample-2	Homo sapiens	Skin	Melanoma	Pleural effusion	Caucasian	Female	Adult	60Y	disease cell type	SH-4	CVCL_1692	1	not pooled	run 5	proteomic profiling by mass spectrometry	1	TMT127N	2	5	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04542_Prot_01_F05.raw	f04542_Prot_01_F05.raw	SH-4
MSV000085836-Sample-3	Homo sapiens	Breast	Breast adenocarcinoma	Pleural effusion	Caucasian	Female	Adult	43Y	disease cell type	AU565	CVCL_1074	1	not pooled	run 5	proteomic profiling by mass spectrometry	1	TMT127C	3	5	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04542_Prot_01_F05.raw	f04542_Prot_01_F05.raw	AU565
MSV000085836-Sample-4	Homo sapiens	Kidney	Clear cell renal cell carcinoma	Kidney	Japanese	Male	Adult	no available	disease cell type	KMRC-1	CVCL_2983	1	not pooled	run 5	proteomic profiling by mass spectrometry	1	TMT128N	4	5	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04542_Prot_01_F05.raw	f04542_Prot_01_F05.raw	KMRC-1
MSV000085836-Sample-5	Homo sapiens	Breast	Breast carcinoma	Pleural effusion	Caucasian	Female	Adult	45Y	disease cell type	CAL-51	CVCL_1110	1	not pooled	run 5	proteomic profiling by mass spectrometry	1	TMT128C	5	5	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04542_Prot_01_F05.raw	f04542_Prot_01_F05.raw	CAL-51
MSV000085836-Sample-6	Homo sapiens	Skin	Melanoma	Lymph node	Caucasian	Female	Adult	18Y	disease cell type	RPMI-7951	CVCL_1666	1	not pooled	run 5	proteomic profiling by mass spectrometry	1	TMT129N	6	5	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04542_Prot_01_F05.raw	f04542_Prot_01_F05.raw	RPMI-7951
MSV000085836-Sample-7	Homo sapiens	Lung	Lung adenocarcinoma	Lung	Japanese	Male	no available	no available	disease cell type	RERF-LC-MS	CVCL_1655	1	not pooled	run 5	proteomic profiling by mass spectrometry	1	TMT129C	7	5	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04542_Prot_01_F05.raw	f04542_Prot_01_F05.raw	RERF-LC-MS
MSV000085836-Sample-8	Homo sapiens	Skin	Melanoma	Groin lymph node; Inguinal lymph node	Caucasian	Male	Adult	26Y	disease cell type	IGR-37	CVCL_2075	1	not pooled	run 5	proteomic profiling by mass spectrometry	1	TMT130N	8	5	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04542_Prot_01_F05.raw	f04542_Prot_01_F05.raw	IGR-37
MSV000085836-Sample-9	Homo sapiens	Kidney	Renal cell carcinoma	no available	Caucasian	Male	no available	no available	disease cell type	VMRC-RCW	CVCL_1790	1	not pooled	run 5	proteomic profiling by mass spectrometry	1	TMT130C	9	5	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04542_Prot_01_F05.raw	f04542_Prot_01_F05.raw	VMRC-RCW
MSV000085836-Sample-10	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	disease cell type	mixed	not available	1	"SN=CAL33_UPPER_AERODIGESTIVE_TRACT,HS578T_BREAST,SW837_LARGE_INTESTINE,WM2664_SKIN,CAL51_BREAST,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NCIH1581_LUNG,NCIH82_LUNG,SW480_LARGE_INTESTINE"	run 5	proteomic profiling by mass spectrometry	1	TMT131	10	5	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04542_Prot_01_F05.raw	f04542_Prot_01_F05.raw	mixed
MSV000085836-Sample-1	Homo sapiens	Breast	Breast adenocarcinoma	Pleural effusion	African American	Female	Adult	51Y	disease cell type	MDA-MB-468	CVCL_0419	1	not pooled	run 6	proteomic profiling by mass spectrometry	1	TMT126	1	6	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04543_Prot_01_F06.raw	f04543_Prot_01_F06.raw	MDA-MB-468
MSV000085836-Sample-2	Homo sapiens	Skin	Melanoma	Pleural effusion	Caucasian	Female	Adult	60Y	disease cell type	SH-4	CVCL_1692	1	not pooled	run 6	proteomic profiling by mass spectrometry	1	TMT127N	2	6	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04543_Prot_01_F06.raw	f04543_Prot_01_F06.raw	SH-4
MSV000085836-Sample-3	Homo sapiens	Breast	Breast adenocarcinoma	Pleural effusion	Caucasian	Female	Adult	43Y	disease cell type	AU565	CVCL_1074	1	not pooled	run 6	proteomic profiling by mass spectrometry	1	TMT127C	3	6	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04543_Prot_01_F06.raw	f04543_Prot_01_F06.raw	AU565
MSV000085836-Sample-4	Homo sapiens	Kidney	Clear cell renal cell carcinoma	Kidney	Japanese	Male	Adult	no available	disease cell type	KMRC-1	CVCL_2983	1	not pooled	run 6	proteomic profiling by mass spectrometry	1	TMT128N	4	6	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04543_Prot_01_F06.raw	f04543_Prot_01_F06.raw	KMRC-1
MSV000085836-Sample-5	Homo sapiens	Breast	Breast carcinoma	Pleural effusion	Caucasian	Female	Adult	45Y	disease cell type	CAL-51	CVCL_1110	1	not pooled	run 6	proteomic profiling by mass spectrometry	1	TMT128C	5	6	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f04543_Prot_01_F06.raw	f04543_Prot_01_F06.raw	CAL-51
