source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[cell type]	characteristics[ancestry category]	characteristics[Condition BioReplicate]	characteristics[biological replicate]	material type	assay name	technology type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[Condition BioReplicate]
PXD001064-Sample-156	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-40-B	1	cell	run 156	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130313_017_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130313_017_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-40-B
PXD001064-Sample-157	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-40-B	1	cell	run 157	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130109_039_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130109_039_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-40-B
PXD001064-Sample-158	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-41-A	1	cell	run 158	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130116_002_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130116_002_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-41-A
PXD001064-Sample-159	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-41-A	1	cell	run 159	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130211_012_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130211_012_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-41-A
PXD001064-Sample-160	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-41-B	1	cell	run 160	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130220_003_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130220_003_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-41-B
PXD001064-Sample-161	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-41-B	1	cell	run 161	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130109_027_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130109_027_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-41-B
PXD001064-Sample-162	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-42-A	1	cell	run 162	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130104_029_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130104_029_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-42-A
PXD001064-Sample-163	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-42-A	1	cell	run 163	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130124_002_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130124_002_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-42-A
PXD001064-Sample-164	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-42-B	1	cell	run 164	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130104_030_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130104_030_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-42-B
PXD001064-Sample-165	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-42-B	1	cell	run 165	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130124_012_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130124_012_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-42-B
PXD001064-Sample-166	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-43-A	1	cell	run 166	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130124_019_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130124_019_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-43-A
PXD001064-Sample-167	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-43-A	1	cell	run 167	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130116_007_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130116_007_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-43-A
PXD001064-Sample-168	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-43-A	1	cell	run 168	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130116_041_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130116_041_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-43-A
PXD001064-Sample-169	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-43-B	1	cell	run 169	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130308_020_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130308_020_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-43-B
PXD001064-Sample-170	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-43-B	1	cell	run 170	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130220_009_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130220_009_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-43-B
PXD001064-Sample-171	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-44-A	1	cell	run 171	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130313_037_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130313_037_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-44-A
PXD001064-Sample-172	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-44-A	1	cell	run 172	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130319_012_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130319_012_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-44-A
PXD001064-Sample-173	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-44-B	1	cell	run 173	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130109_022_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130109_022_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-44-B
PXD001064-Sample-174	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-44-B	1	cell	run 174	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130116_003_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130116_003_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-44-B
PXD001064-Sample-175	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-45-A	1	cell	run 175	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130211_022_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130211_022_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-45-A
PXD001064-Sample-176	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-45-A	1	cell	run 176	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130109_015_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130109_015_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-45-A
PXD001064-Sample-177	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-45-B	1	cell	run 177	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130319_001_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130319_001_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-45-B
PXD001064-Sample-178	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-45-B	1	cell	run 178	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130109_016_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130109_016_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-45-B
PXD001064-Sample-179	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-46-A	1	cell	run 179	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130109_013_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130109_013_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-46-A
PXD001064-Sample-180	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-46-A	1	cell	run 180	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130124_025_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130124_025_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-46-A
PXD001064-Sample-181	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-46-B	1	cell	run 181	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130109_014_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130109_014_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-46-B
PXD001064-Sample-182	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-46-B	1	cell	run 182	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130109_008_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130109_008_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-46-B
PXD001064-Sample-183	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-47-A	1	cell	run 183	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130308_012_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130308_012_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-47-A
PXD001064-Sample-184	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-47-A	1	cell	run 184	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130109_029_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130109_029_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-47-A
PXD001064-Sample-185	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-47-B	1	cell	run 185	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130308_013_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130308_013_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-47-B
PXD001064-Sample-186	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-47-B	1	cell	run 186	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130109_030_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130109_030_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-47-B
PXD001064-Sample-187	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-48-A	1	cell	run 187	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130313_005_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130313_005_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-48-A
PXD001064-Sample-188	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-48-A	1	cell	run 188	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130313_016_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130313_016_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-48-A
PXD001064-Sample-189	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-48-B	1	cell	run 189	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130313_006_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130313_006_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-48-B
PXD001064-Sample-190	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-48-B	1	cell	run 190	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130313_019_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130313_019_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-48-B
PXD001064-Sample-191	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-49-A	1	cell	run 191	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130313_026_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130313_026_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-49-A
PXD001064-Sample-192	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-49-A	1	cell	run 192	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130211_008_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130211_008_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-49-A
PXD001064-Sample-193	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-49-B	1	cell	run 193	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130313_029_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130313_029_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-49-B
PXD001064-Sample-194	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-49-B	1	cell	run 194	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130211_016_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130211_016_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-49-B
