source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[sampling time]	characteristics[individual]	characteristics[anticoagulant]	characteristics[biological replicate]	assay name	Technology Type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD030225-Sample-4	Homo Sapiens	blood	NT=platelet;AC=CL:0000258	not available	30Y-40Y	not available	not available	normal	1h	donor 2	EDTA	1	run 26	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_20ACN_20200228_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_20ACN_20200228_OT.raw	3	TMT 128N	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000258
PXD030225-Sample-5	Homo Sapiens	blood	NT=platelet;AC=CL:0000259	not available	30Y-40Y	not available	not available	normal	1h	donor 2	EDTA	2	run 27	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_20ACN_20200228_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_20ACN_20200228_OT.raw	3	TMT 128C	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000259
PXD030225-Sample-6	Homo Sapiens	blood	NT=platelet;AC=CL:0000260	not available	30Y-40Y	not available	not available	normal	1h	donor 2	EDTA	3	run 28	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_20ACN_20200228_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_20ACN_20200228_OT.raw	3	TMT 129N	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000260
PXD030225-Sample-7	Homo Sapiens	blood	NT=platelet;AC=CL:0000261	not available	30Y-40Y	not available	not available	normal	1h	donor 3	Heparin	1	run 29	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_20ACN_20200228_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_20ACN_20200228_OT.raw	3	TMT 129C	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000261
PXD030225-Sample-8	Homo Sapiens	blood	NT=platelet;AC=CL:0000262	not available	30Y-40Y	not available	not available	normal	1h	donor 3	Heparin	2	run 30	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_20ACN_20200228_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_20ACN_20200228_OT.raw	3	TMT 130C	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000262
PXD030225-Sample-9	Homo Sapiens	blood	NT=platelet;AC=CL:0000263	not available	30Y-40Y	not available	not available	normal	1h	donor 3	Heparin	3	run 31	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_20ACN_20200228_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_20ACN_20200228_OT.raw	3	TMT 130N	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000263
PXD030225-Sample-10	Homo Sapiens	blood	NT=platelet;AC=CL:0000264	not available	30Y-40Y	not available	not available	normal	1h	pool	no applicable	1	run 32	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_20ACN_20200228_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_20ACN_20200228_OT.raw	3	TMT 131C	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000264
PXD030225-Sample-11	Homo Sapiens	blood	NT=platelet;AC=CL:0000265	not available	30Y-40Y	not available	not available	normal	1h	pool	no applicable	1	run 33	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_20ACN_20200228_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_20ACN_20200228_OT.raw	3	TMT 131N	2	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000265
PXD030225-Sample-1	Homo Sapiens	blood	NT=platelet;AC=CL:0000266	not available	30Y-40Y	not available	not available	normal	1h	donor 1	NaCit+ACD	1	run 34	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_21ACN_20200228_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_21ACN_20200228_OT.raw	4	TMT 126	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000266
PXD030225-Sample-2	Homo Sapiens	blood	NT=platelet;AC=CL:0000267	not available	30Y-40Y	not available	not available	normal	1h	donor 1	NaCit+ACD	2	run 35	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_21ACN_20200228_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_21ACN_20200228_OT.raw	4	TMT 127N	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000267
PXD030225-Sample-3	Homo Sapiens	blood	NT=platelet;AC=CL:0000268	not available	30Y-40Y	not available	not available	normal	1h	donor 1	NaCit+ACD	3	run 36	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_21ACN_20200228_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_21ACN_20200228_OT.raw	4	TMT 127C	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000268
PXD030225-Sample-4	Homo Sapiens	blood	NT=platelet;AC=CL:0000269	not available	30Y-40Y	not available	not available	normal	1h	donor 2	EDTA	1	run 37	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_21ACN_20200228_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_21ACN_20200228_OT.raw	4	TMT 128N	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000269
PXD030225-Sample-5	Homo Sapiens	blood	NT=platelet;AC=CL:0000270	not available	30Y-40Y	not available	not available	normal	1h	donor 2	EDTA	2	run 38	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_21ACN_20200228_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_21ACN_20200228_OT.raw	4	TMT 128C	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000270
PXD030225-Sample-6	Homo Sapiens	blood	NT=platelet;AC=CL:0000271	not available	30Y-40Y	not available	not available	normal	1h	donor 2	EDTA	3	run 39	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_21ACN_20200228_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_21ACN_20200228_OT.raw	4	TMT 129N	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000271
PXD030225-Sample-7	Homo Sapiens	blood	NT=platelet;AC=CL:0000272	not available	30Y-40Y	not available	not available	normal	1h	donor 3	Heparin	1	run 40	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_21ACN_20200228_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_21ACN_20200228_OT.raw	4	TMT 129C	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000272
PXD030225-Sample-8	Homo Sapiens	blood	NT=platelet;AC=CL:0000273	not available	30Y-40Y	not available	not available	normal	1h	donor 3	Heparin	2	run 41	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_21ACN_20200228_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_21ACN_20200228_OT.raw	4	TMT 130C	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000273
PXD030225-Sample-9	Homo Sapiens	blood	NT=platelet;AC=CL:0000274	not available	30Y-40Y	not available	not available	normal	1h	donor 3	Heparin	3	run 42	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_21ACN_20200228_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_21ACN_20200228_OT.raw	4	TMT 130N	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000274
PXD030225-Sample-10	Homo Sapiens	blood	NT=platelet;AC=CL:0000275	not available	30Y-40Y	not available	not available	normal	1h	pool	no applicable	1	run 43	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_21ACN_20200228_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_21ACN_20200228_OT.raw	4	TMT 131C	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000275
PXD030225-Sample-11	Homo Sapiens	blood	NT=platelet;AC=CL:0000276	not available	30Y-40Y	not available	not available	normal	1h	pool	no applicable	1	run 44	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_21ACN_20200228_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_21ACN_20200228_OT.raw	4	TMT 131N	2	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000276
PXD030225-Sample-1	Homo Sapiens	blood	NT=platelet;AC=CL:0000277	not available	30Y-40Y	not available	not available	normal	1h	donor 1	NaCit+ACD	1	run 45	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_22ACN_20200228_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_22ACN_20200228_OT.raw	5	TMT 126	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000277
PXD030225-Sample-2	Homo Sapiens	blood	NT=platelet;AC=CL:0000278	not available	30Y-40Y	not available	not available	normal	1h	donor 1	NaCit+ACD	2	run 46	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_22ACN_20200228_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_22ACN_20200228_OT.raw	5	TMT 127N	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000278
PXD030225-Sample-3	Homo Sapiens	blood	NT=platelet;AC=CL:0000279	not available	30Y-40Y	not available	not available	normal	1h	donor 1	NaCit+ACD	3	run 47	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_22ACN_20200228_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_22ACN_20200228_OT.raw	5	TMT 127C	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000279
PXD030225-Sample-4	Homo Sapiens	blood	NT=platelet;AC=CL:0000280	not available	30Y-40Y	not available	not available	normal	1h	donor 2	EDTA	1	run 48	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_22ACN_20200228_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_22ACN_20200228_OT.raw	5	TMT 128N	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000280
PXD030225-Sample-5	Homo Sapiens	blood	NT=platelet;AC=CL:0000281	not available	30Y-40Y	not available	not available	normal	1h	donor 2	EDTA	2	run 49	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_22ACN_20200228_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_22ACN_20200228_OT.raw	5	TMT 128C	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000281
PXD030225-Sample-6	Homo Sapiens	blood	NT=platelet;AC=CL:0000282	not available	30Y-40Y	not available	not available	normal	1h	donor 2	EDTA	3	run 50	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_22ACN_20200228_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_22ACN_20200228_OT.raw	5	TMT 129N	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000282
PXD030225-Sample-7	Homo Sapiens	blood	NT=platelet;AC=CL:0000283	not available	30Y-40Y	not available	not available	normal	1h	donor 3	Heparin	1	run 51	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_22ACN_20200228_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_22ACN_20200228_OT.raw	5	TMT 129C	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000283
