source name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[cause of death]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	assay name	technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
MSV000087095-Sample-74	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	74	ms run 152	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM8_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM8_002.raw	8	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-75	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	75	ms run 153	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM8_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM8_003.raw	8	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-73	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	73	ms run 154	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM9_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM9_001.raw	9	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-74	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	74	ms run 155	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM9_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM9_002.raw	9	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-75	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	75	ms run 156	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM9_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM9_003.raw	9	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-76	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	76	ms run 157	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCMFT_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCMFT_001.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-77	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	77	ms run 158	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCMFT_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCMFT_002.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-78	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	78	ms run 159	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCMFT_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCMFT_003.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-79	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	79	ms run 160	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV10_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV10_001.raw	10	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-80	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	80	ms run 161	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV10_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV10_002.raw	10	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-81	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	81	ms run 162	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV10_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV10_003.raw	10	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-79	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	79	ms run 163	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV1_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV1_001.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-80	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	80	ms run 164	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV1_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV1_002.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-81	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	81	ms run 165	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV1_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV1_003.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-79	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	79	ms run 166	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV2_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV2_001.raw	2	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-80	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	80	ms run 167	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV2_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV2_002.raw	2	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-81	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	81	ms run 168	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV2_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV2_003.raw	2	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-79	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	79	ms run 169	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV3_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV3_001.raw	3	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-80	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	80	ms run 170	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV3_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV3_002.raw	3	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-81	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	81	ms run 171	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV3_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV3_003.raw	3	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-79	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	79	ms run 172	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV4_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV4_001.raw	4	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-80	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	80	ms run 173	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV4_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV4_002.raw	4	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-81	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	81	ms run 174	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV4_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV4_003.raw	4	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-79	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	79	ms run 175	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV5_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV5_001.raw	5	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-80	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	80	ms run 176	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV5_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV5_002.raw	5	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-81	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	81	ms run 177	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV5_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV5_003.raw	5	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-79	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	79	ms run 178	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV6_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV6_001.raw	6	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-80	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	80	ms run 179	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV6_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV6_002.raw	6	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-81	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	81	ms run 180	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV6_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV6_003.raw	6	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-79	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	79	ms run 181	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV7_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV7_001.raw	7	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-80	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	80	ms run 182	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV7_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV7_002.raw	7	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-81	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	81	ms run 183	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV7_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV7_003.raw	7	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-79	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	79	ms run 184	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV8_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV8_001.raw	8	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-80	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	80	ms run 185	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV8_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV8_002.raw	8	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-81	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	81	ms run 186	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV8_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV8_003.raw	8	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-79	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	79	ms run 187	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV9_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV9_001.raw	9	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-80	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	80	ms run 188	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV9_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV9_002.raw	9	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-81	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	81	ms run 189	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LV9_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LV9_003.raw	9	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
