source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[cell type]	characteristics[depletion]	characteristics[biological replicate]	comment[technical replicate]	assay name	comment[label]	comment[file uri]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[collision energy]	comment[data file]	factor value[disease]
PXD005692-Sample 4	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run62	NT=label free sample;AC=MS:1002038	Ambs_10669_14.RAW	14	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10669_14.RAW	breast cancer
PXD005692-Sample 4	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run63	NT=label free sample;AC=MS:1002038	Ambs_10669_15.RAW	15	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10669_15.RAW	breast cancer
PXD005692-Sample 4	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run64	NT=label free sample;AC=MS:1002038	Ambs_10669_16.RAW	16	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10669_16.RAW	breast cancer
PXD005692-Sample 5	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run65	NT=label free sample;AC=MS:1002038	Ambs_10693_01.RAW	1	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10693_01.RAW	breast cancer
PXD005692-Sample 5	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run66	NT=label free sample;AC=MS:1002038	Ambs_10693_02.RAW	2	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10693_02.RAW	breast cancer
PXD005692-Sample 5	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run67	NT=label free sample;AC=MS:1002038	Ambs_10693_03.RAW	3	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10693_03.RAW	breast cancer
PXD005692-Sample 5	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run68	NT=label free sample;AC=MS:1002038	Ambs_10693_04.RAW	4	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10693_04.RAW	breast cancer
PXD005692-Sample 5	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run69	NT=label free sample;AC=MS:1002038	Ambs_10693_05.RAW	5	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10693_05.RAW	breast cancer
PXD005692-Sample 5	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run70	NT=label free sample;AC=MS:1002038	Ambs_10693_06.RAW	6	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10693_06.RAW	breast cancer
PXD005692-Sample 5	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run71	NT=label free sample;AC=MS:1002038	Ambs_10693_07.RAW	7	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10693_07.RAW	breast cancer
PXD005692-Sample 5	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run72	NT=label free sample;AC=MS:1002038	Ambs_10693_08.RAW	8	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10693_08.RAW	breast cancer
PXD005692-Sample 5	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run73	NT=label free sample;AC=MS:1002038	Ambs_10693_09.RAW	9	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10693_09.RAW	breast cancer
PXD005692-Sample 5	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run74	NT=label free sample;AC=MS:1002038	Ambs_10693_10.RAW	10	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10693_10.RAW	breast cancer
PXD005692-Sample 5	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run75	NT=label free sample;AC=MS:1002038	Ambs_10693_11.RAW	11	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10693_11.RAW	breast cancer
PXD005692-Sample 5	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run76	NT=label free sample;AC=MS:1002038	Ambs_10693_12.RAW	12	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10693_12.RAW	breast cancer
PXD005692-Sample 5	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run77	NT=label free sample;AC=MS:1002038	Ambs_10693_13.RAW	13	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10693_13.RAW	breast cancer
PXD005692-Sample 5	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run78	NT=label free sample;AC=MS:1002038	Ambs_10693_14.RAW	14	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10693_14.RAW	breast cancer
PXD005692-Sample 5	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run79	NT=label free sample;AC=MS:1002038	Ambs_10693_15.RAW	15	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10693_15.RAW	breast cancer
PXD005692-Sample 5	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run80	NT=label free sample;AC=MS:1002038	Ambs_10693_16.RAW	16	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10693_16.RAW	breast cancer
PXD005692-Sample 6	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run81	NT=label free sample;AC=MS:1002038	Ambs_10740_01.RAW	1	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10740_01.RAW	breast cancer
PXD005692-Sample 6	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run82	NT=label free sample;AC=MS:1002038	Ambs_10740_02.RAW	2	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10740_02.RAW	breast cancer
PXD005692-Sample 6	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run83	NT=label free sample;AC=MS:1002038	Ambs_10740_03.RAW	3	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10740_03.RAW	breast cancer
PXD005692-Sample 6	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run84	NT=label free sample;AC=MS:1002038	Ambs_10740_04.RAW	4	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10740_04.RAW	breast cancer
PXD005692-Sample 6	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run85	NT=label free sample;AC=MS:1002038	Ambs_10740_05.RAW	5	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10740_05.RAW	breast cancer
PXD005692-Sample 6	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run86	NT=label free sample;AC=MS:1002038	Ambs_10740_06.RAW	6	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10740_06.RAW	breast cancer
PXD005692-Sample 6	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run87	NT=label free sample;AC=MS:1002038	Ambs_10740_07.RAW	7	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10740_07.RAW	breast cancer
PXD005692-Sample 6	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run88	NT=label free sample;AC=MS:1002038	Ambs_10740_08.RAW	8	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10740_08.RAW	breast cancer
PXD005692-Sample 6	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run89	NT=label free sample;AC=MS:1002038	Ambs_10740_09.RAW	9	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10740_09.RAW	breast cancer
PXD005692-Sample 6	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run90	NT=label free sample;AC=MS:1002038	Ambs_10740_10.RAW	10	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10740_10.RAW	breast cancer
PXD005692-Sample 6	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run91	NT=label free sample;AC=MS:1002038	Ambs_10740_11.RAW	11	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10740_11.RAW	breast cancer
PXD005692-Sample 6	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run92	NT=label free sample;AC=MS:1002038	Ambs_10740_12.RAW	12	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10740_12.RAW	breast cancer
PXD005692-Sample 6	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run93	NT=label free sample;AC=MS:1002038	Ambs_10740_13.RAW	13	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10740_13.RAW	breast cancer
PXD005692-Sample 6	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run94	NT=label free sample;AC=MS:1002038	Ambs_10740_14.RAW	14	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10740_14.RAW	breast cancer
PXD005692-Sample 6	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run95	NT=label free sample;AC=MS:1002038	Ambs_10740_15.RAW	15	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10740_15.RAW	breast cancer
PXD005692-Sample 6	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run96	NT=label free sample;AC=MS:1002038	Ambs_10740_16.RAW	16	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10740_16.RAW	breast cancer
PXD005692-Sample 7	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run97	NT=label free sample;AC=MS:1002038	Ambs_10741_01.RAW	1	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10741_01.RAW	breast cancer
PXD005692-Sample 7	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run98	NT=label free sample;AC=MS:1002038	Ambs_10741_02.RAW	2	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10741_02.RAW	breast cancer
PXD005692-Sample 7	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run99	NT=label free sample;AC=MS:1002038	Ambs_10741_03.RAW	3	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10741_03.RAW	breast cancer
PXD005692-Sample 7	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run100	NT=label free sample;AC=MS:1002038	Ambs_10741_04.RAW	4	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10741_04.RAW	breast cancer
PXD005692-Sample 7	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run101	NT=label free sample;AC=MS:1002038	Ambs_10741_05.RAW	5	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10741_05.RAW	breast cancer
PXD005692-Sample 7	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run102	NT=label free sample;AC=MS:1002038	Ambs_10741_06.RAW	6	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10741_06.RAW	breast cancer
PXD005692-Sample 7	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run103	NT=label free sample;AC=MS:1002038	Ambs_10741_07.RAW	7	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10741_07.RAW	breast cancer
PXD005692-Sample 7	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run104	NT=label free sample;AC=MS:1002038	Ambs_10741_08.RAW	8	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10741_08.RAW	breast cancer
PXD005692-Sample 7	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run105	NT=label free sample;AC=MS:1002038	Ambs_10741_09.RAW	9	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10741_09.RAW	breast cancer
PXD005692-Sample 7	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run106	NT=label free sample;AC=MS:1002038	Ambs_10741_10.RAW	10	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10741_10.RAW	breast cancer
PXD005692-Sample 7	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run107	NT=label free sample;AC=MS:1002038	Ambs_10741_11.RAW	11	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10741_11.RAW	breast cancer
PXD005692-Sample 7	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run108	NT=label free sample;AC=MS:1002038	Ambs_10741_12.RAW	12	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10741_12.RAW	breast cancer
PXD005692-Sample 7	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run109	NT=label free sample;AC=MS:1002038	Ambs_10741_13.RAW	13	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10741_13.RAW	breast cancer
PXD005692-Sample 7	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run110	NT=label free sample;AC=MS:1002038	Ambs_10741_14.RAW	14	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10741_14.RAW	breast cancer
PXD005692-Sample 7	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run111	NT=label free sample;AC=MS:1002038	Ambs_10741_15.RAW	15	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10741_15.RAW	breast cancer
PXD005692-Sample 7	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run112	NT=label free sample;AC=MS:1002038	Ambs_10741_16.RAW	16	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_10741_16.RAW	breast cancer
