source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[cell line]	characteristics[treatment]	characteristics[cell type]	characteristics[ancestry category]	characteristics[biological replicate]	characteristics[cell cycle stage]	material type	assay name	technology type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell cycle stage]
PXD024043-Sample-50	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	nocodazole block	epithelial cell	Black	35	G2-M	cell	run 35	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_NB_40_S5-E8_1_3951.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_NB_40_S5-E8_1_3951.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G2-M
PXD024043-Sample-51	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	nocodazole block	epithelial cell	Black	36	G2-M	cell	run 36	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_NB_41_S5-E9_1_3952.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_NB_41_S5-E9_1_3952.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G2-M
PXD024043-Sample-52	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	nocodazole block	epithelial cell	Black	37	G2-M	cell	run 37	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_NB_42_S5-E10_1_3953.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_NB_42_S5-E10_1_3953.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G2-M
PXD024043-Sample-53	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	nocodazole block	epithelial cell	Black	38	G2-M	cell	run 38	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_NB_45_S5-F2_1_3957.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_NB_45_S5-F2_1_3957.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G2-M
PXD024043-Sample-54	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	nocodazole block	epithelial cell	Black	39	G2-M	cell	run 39	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_NB_51_S5-F8_1_3963.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_NB_51_S5-F8_1_3963.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G2-M
PXD024043-Sample-55	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	nocodazole block	epithelial cell	Black	40	G2-M	cell	run 40	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_NB_52_S5-F9_1_3964.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_NB_52_S5-F9_1_3964.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G2-M
PXD024043-Sample-56	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	nocodazole block	epithelial cell	Black	41	G2-M	cell	run 41	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_NB_54_S5-F11_1_3966.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_NB_54_S5-F11_1_3966.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G2-M
PXD024043-Sample-57	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	nocodazole block	epithelial cell	Black	42	G2-M	cell	run 42	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_NB_59_S5-G5_1_3972.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_NB_59_S5-G5_1_3972.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G2-M
PXD024043-Sample-58	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	nocodazole block	epithelial cell	Black	43	G2-M	cell	run 43	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_NB_60_S5-G6_1_3973.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_NB_60_S5-G6_1_3973.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G2-M
PXD024043-Sample-59	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	nocodazole block	epithelial cell	Black	44	G2-M	cell	run 44	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_NB_61_S5-G7_1_3974.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_NB_61_S5-G7_1_3974.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G2-M
PXD024043-Sample-60	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	nocodazole block	epithelial cell	Black	45	G2-M	cell	run 45	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_NB_63_S5-G9_1_3976.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_NB_63_S5-G9_1_3976.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G2-M
PXD024043-Sample-61	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	thymidine block	epithelial cell	Black	1	G1-S	cell	run 46	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_01_S3-B2_1_4005.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_01_S3-B2_1_4005.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1-S
PXD024043-Sample-62	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	thymidine block	epithelial cell	Black	2	G1-S	cell	run 47	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_02_S3-B3_1_4006.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_02_S3-B3_1_4006.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1-S
PXD024043-Sample-63	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	thymidine block	epithelial cell	Black	3	G1-S	cell	run 48	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_03_S3-B4_1_4007.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_03_S3-B4_1_4007.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1-S
PXD024043-Sample-64	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	thymidine block	epithelial cell	Black	4	G1-S	cell	run 49	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_05_S3-B6_1_4009.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_05_S3-B6_1_4009.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1-S
PXD024043-Sample-65	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	thymidine block	epithelial cell	Black	5	G1-S	cell	run 50	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_06_S3-B7_1_4010.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_06_S3-B7_1_4010.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1-S
PXD024043-Sample-66	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	thymidine block	epithelial cell	Black	6	G1-S	cell	run 51	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_08_S3-B9_1_4012.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_08_S3-B9_1_4012.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1-S
PXD024043-Sample-67	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	thymidine block	epithelial cell	Black	7	G1-S	cell	run 52	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_10_S3-B11_1_4014.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_10_S3-B11_1_4014.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1-S
PXD024043-Sample-68	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	thymidine block	epithelial cell	Black	8	G1-S	cell	run 53	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_13_S3-C3_1_4018.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_13_S3-C3_1_4018.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1-S
PXD024043-Sample-69	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	thymidine block	epithelial cell	Black	9	G1-S	cell	run 54	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_17_S3-C7_1_4022.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_17_S3-C7_1_4022.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1-S
PXD024043-Sample-70	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	thymidine block	epithelial cell	Black	10	G1-S	cell	run 55	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_19_S3-C9_1_4024.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_19_S3-C9_1_4024.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1-S
PXD024043-Sample-71	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	thymidine block	epithelial cell	Black	11	G1-S	cell	run 56	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_20_S3-C10_1_4025.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_20_S3-C10_1_4025.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1-S
PXD024043-Sample-72	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	thymidine block	epithelial cell	Black	12	G1-S	cell	run 57	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_23_S3-D2_1_4029.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_23_S3-D2_1_4029.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1-S
PXD024043-Sample-73	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	thymidine block	epithelial cell	Black	13	G1-S	cell	run 58	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_25_S3-D4_1_4031.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_25_S3-D4_1_4031.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1-S
PXD024043-Sample-74	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	thymidine block	epithelial cell	Black	14	G1-S	cell	run 59	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_26_S3-D5_1_4032.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_26_S3-D5_1_4032.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1-S
PXD024043-Sample-75	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	thymidine block	epithelial cell	Black	15	G1-S	cell	run 60	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_29_S3-D8_1_4035.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_29_S3-D8_1_4035.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1-S
PXD024043-Sample-76	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	thymidine block	epithelial cell	Black	16	G1-S	cell	run 61	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_33_S3-D12_1_4039.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_33_S3-D12_1_4039.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1-S
PXD024043-Sample-77	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	thymidine block	epithelial cell	Black	17	G1-S	cell	run 62	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_34_S3-E2_1_4041.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_34_S3-E2_1_4041.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1-S
PXD024043-Sample-78	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	thymidine block	epithelial cell	Black	18	G1-S	cell	run 63	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_35_S3-E3_1_4042.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_35_S3-E3_1_4042.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1-S
PXD024043-Sample-79	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	thymidine block	epithelial cell	Black	19	G1-S	cell	run 64	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_38_S3-E6_1_4045.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_38_S3-E6_1_4045.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1-S
PXD024043-Sample-80	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	thymidine block	epithelial cell	Black	20	G1-S	cell	run 65	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_39_S3-E7_1_4046.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_39_S3-E7_1_4046.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1-S
PXD024043-Sample-81	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	thymidine block	epithelial cell	Black	21	G1-S	cell	run 66	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_41_S3-E9_1_4048.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_41_S3-E9_1_4048.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1-S
PXD024043-Sample-82	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	thymidine block	epithelial cell	Black	22	G1-S	cell	run 67	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_42_S3-E10_1_4049.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_42_S3-E10_1_4049.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1-S
PXD024043-Sample-83	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	thymidine block	epithelial cell	Black	23	G1-S	cell	run 68	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_43_S3-E11_1_4050.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_43_S3-E11_1_4050.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1-S
PXD024043-Sample-84	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	thymidine block	epithelial cell	Black	24	G1-S	cell	run 69	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_44_S3-E12_1_4051.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_TB_44_S3-E12_1_4051.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1-S
