source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	characteristics[xenograft]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	characteristics[enrichment process]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	factor value[disease]
PDC000124-Sample-6	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run24	proteomic profiling by mass spectrometry	01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f24.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f24.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=WPZB~cfCuyz3SwXnBIV5XA0l~8g2ASjQjaHbGPly~JO-swD2S4cIOG21ZMluCu6IdQjAMbKOnNmIgd6VC2QHvgcqXcsPakDxNSBvVWN8IHS9SN7Itg45yJfg94eHRUZhhK9uNHQjFWBbaf6YqSL4oz5770nQJlnb-N8cPalutjoIrdFGaYRHcx85niDvjxHzLka-92qVbTFz2oiPytpu-sELCO1puil~lOf6Jf4UtjQbFUtzxgaGe-~Gj8wqGMIC70mj0aGjXDYnIcLDZ9ACMXzO6ivycTEtP44wvNA-DUbc-49DV38wd16F76ht5t7IzExmXTo2KdlnqVTrbZ5I5A__	1	24	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-7	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run24	proteomic profiling by mass spectrometry	01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f24.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f24.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=WPZB~cfCuyz3SwXnBIV5XA0l~8g2ASjQjaHbGPly~JO-swD2S4cIOG21ZMluCu6IdQjAMbKOnNmIgd6VC2QHvgcqXcsPakDxNSBvVWN8IHS9SN7Itg45yJfg94eHRUZhhK9uNHQjFWBbaf6YqSL4oz5770nQJlnb-N8cPalutjoIrdFGaYRHcx85niDvjxHzLka-92qVbTFz2oiPytpu-sELCO1puil~lOf6Jf4UtjQbFUtzxgaGe-~Gj8wqGMIC70mj0aGjXDYnIcLDZ9ACMXzO6ivycTEtP44wvNA-DUbc-49DV38wd16F76ht5t7IzExmXTo2KdlnqVTrbZ5I5A__	1	24	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-8	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run24	proteomic profiling by mass spectrometry	01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f24.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f24.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=WPZB~cfCuyz3SwXnBIV5XA0l~8g2ASjQjaHbGPly~JO-swD2S4cIOG21ZMluCu6IdQjAMbKOnNmIgd6VC2QHvgcqXcsPakDxNSBvVWN8IHS9SN7Itg45yJfg94eHRUZhhK9uNHQjFWBbaf6YqSL4oz5770nQJlnb-N8cPalutjoIrdFGaYRHcx85niDvjxHzLka-92qVbTFz2oiPytpu-sELCO1puil~lOf6Jf4UtjQbFUtzxgaGe-~Gj8wqGMIC70mj0aGjXDYnIcLDZ9ACMXzO6ivycTEtP44wvNA-DUbc-49DV38wd16F76ht5t7IzExmXTo2KdlnqVTrbZ5I5A__	1	24	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-9	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run24	proteomic profiling by mass spectrometry	01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f24.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f24.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=WPZB~cfCuyz3SwXnBIV5XA0l~8g2ASjQjaHbGPly~JO-swD2S4cIOG21ZMluCu6IdQjAMbKOnNmIgd6VC2QHvgcqXcsPakDxNSBvVWN8IHS9SN7Itg45yJfg94eHRUZhhK9uNHQjFWBbaf6YqSL4oz5770nQJlnb-N8cPalutjoIrdFGaYRHcx85niDvjxHzLka-92qVbTFz2oiPytpu-sELCO1puil~lOf6Jf4UtjQbFUtzxgaGe-~Gj8wqGMIC70mj0aGjXDYnIcLDZ9ACMXzO6ivycTEtP44wvNA-DUbc-49DV38wd16F76ht5t7IzExmXTo2KdlnqVTrbZ5I5A__	1	24	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-10	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run24	proteomic profiling by mass spectrometry	01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f24.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f24.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=WPZB~cfCuyz3SwXnBIV5XA0l~8g2ASjQjaHbGPly~JO-swD2S4cIOG21ZMluCu6IdQjAMbKOnNmIgd6VC2QHvgcqXcsPakDxNSBvVWN8IHS9SN7Itg45yJfg94eHRUZhhK9uNHQjFWBbaf6YqSL4oz5770nQJlnb-N8cPalutjoIrdFGaYRHcx85niDvjxHzLka-92qVbTFz2oiPytpu-sELCO1puil~lOf6Jf4UtjQbFUtzxgaGe-~Gj8wqGMIC70mj0aGjXDYnIcLDZ9ACMXzO6ivycTEtP44wvNA-DUbc-49DV38wd16F76ht5t7IzExmXTo2KdlnqVTrbZ5I5A__	1	24	TMT131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-11	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run25	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f01.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=O8LGSihXbPwnhbs8eCVfdvEQmpH9WyGXnpNIAqLugP6HYd9TYRqgN5tzQViqX9ASBroh7zdo~VW4xVqQAeyauTn6WcrCSl2Vf1UtGhH-aoWb0XOf~VmL4LSeH2Gvs2VgsoBHF2iiQcqvLmdVbiXVnkLllXOMjAPt-Avn3-RO9~1XPOX3DbPYXaMPFkSwxPEh6ZpQxpxkX9qAswD9J54bn7WuNaXBH43XNkqaQV0VdoW-1jWDFySiVrR3fA5vDSz-Jrzv1Fc8cu9Tpv~KZbfgmtrvbf8ogGF2nm8W9bnKcpU25kxtWk2RaYRhvzz4oW~DrHQ8SdMHIE0LP9Ge-jj5~Q__	1	1	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-12	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run25	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f01.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=O8LGSihXbPwnhbs8eCVfdvEQmpH9WyGXnpNIAqLugP6HYd9TYRqgN5tzQViqX9ASBroh7zdo~VW4xVqQAeyauTn6WcrCSl2Vf1UtGhH-aoWb0XOf~VmL4LSeH2Gvs2VgsoBHF2iiQcqvLmdVbiXVnkLllXOMjAPt-Avn3-RO9~1XPOX3DbPYXaMPFkSwxPEh6ZpQxpxkX9qAswD9J54bn7WuNaXBH43XNkqaQV0VdoW-1jWDFySiVrR3fA5vDSz-Jrzv1Fc8cu9Tpv~KZbfgmtrvbf8ogGF2nm8W9bnKcpU25kxtWk2RaYRhvzz4oW~DrHQ8SdMHIE0LP9Ge-jj5~Q__	1	1	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-13	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run25	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f01.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=O8LGSihXbPwnhbs8eCVfdvEQmpH9WyGXnpNIAqLugP6HYd9TYRqgN5tzQViqX9ASBroh7zdo~VW4xVqQAeyauTn6WcrCSl2Vf1UtGhH-aoWb0XOf~VmL4LSeH2Gvs2VgsoBHF2iiQcqvLmdVbiXVnkLllXOMjAPt-Avn3-RO9~1XPOX3DbPYXaMPFkSwxPEh6ZpQxpxkX9qAswD9J54bn7WuNaXBH43XNkqaQV0VdoW-1jWDFySiVrR3fA5vDSz-Jrzv1Fc8cu9Tpv~KZbfgmtrvbf8ogGF2nm8W9bnKcpU25kxtWk2RaYRhvzz4oW~DrHQ8SdMHIE0LP9Ge-jj5~Q__	1	1	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-14	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run25	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f01.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=O8LGSihXbPwnhbs8eCVfdvEQmpH9WyGXnpNIAqLugP6HYd9TYRqgN5tzQViqX9ASBroh7zdo~VW4xVqQAeyauTn6WcrCSl2Vf1UtGhH-aoWb0XOf~VmL4LSeH2Gvs2VgsoBHF2iiQcqvLmdVbiXVnkLllXOMjAPt-Avn3-RO9~1XPOX3DbPYXaMPFkSwxPEh6ZpQxpxkX9qAswD9J54bn7WuNaXBH43XNkqaQV0VdoW-1jWDFySiVrR3fA5vDSz-Jrzv1Fc8cu9Tpv~KZbfgmtrvbf8ogGF2nm8W9bnKcpU25kxtWk2RaYRhvzz4oW~DrHQ8SdMHIE0LP9Ge-jj5~Q__	1	1	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-15	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run25	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f01.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=O8LGSihXbPwnhbs8eCVfdvEQmpH9WyGXnpNIAqLugP6HYd9TYRqgN5tzQViqX9ASBroh7zdo~VW4xVqQAeyauTn6WcrCSl2Vf1UtGhH-aoWb0XOf~VmL4LSeH2Gvs2VgsoBHF2iiQcqvLmdVbiXVnkLllXOMjAPt-Avn3-RO9~1XPOX3DbPYXaMPFkSwxPEh6ZpQxpxkX9qAswD9J54bn7WuNaXBH43XNkqaQV0VdoW-1jWDFySiVrR3fA5vDSz-Jrzv1Fc8cu9Tpv~KZbfgmtrvbf8ogGF2nm8W9bnKcpU25kxtWk2RaYRhvzz4oW~DrHQ8SdMHIE0LP9Ge-jj5~Q__	1	1	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-16	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run25	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f01.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=O8LGSihXbPwnhbs8eCVfdvEQmpH9WyGXnpNIAqLugP6HYd9TYRqgN5tzQViqX9ASBroh7zdo~VW4xVqQAeyauTn6WcrCSl2Vf1UtGhH-aoWb0XOf~VmL4LSeH2Gvs2VgsoBHF2iiQcqvLmdVbiXVnkLllXOMjAPt-Avn3-RO9~1XPOX3DbPYXaMPFkSwxPEh6ZpQxpxkX9qAswD9J54bn7WuNaXBH43XNkqaQV0VdoW-1jWDFySiVrR3fA5vDSz-Jrzv1Fc8cu9Tpv~KZbfgmtrvbf8ogGF2nm8W9bnKcpU25kxtWk2RaYRhvzz4oW~DrHQ8SdMHIE0LP9Ge-jj5~Q__	1	1	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-17	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run25	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f01.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=O8LGSihXbPwnhbs8eCVfdvEQmpH9WyGXnpNIAqLugP6HYd9TYRqgN5tzQViqX9ASBroh7zdo~VW4xVqQAeyauTn6WcrCSl2Vf1UtGhH-aoWb0XOf~VmL4LSeH2Gvs2VgsoBHF2iiQcqvLmdVbiXVnkLllXOMjAPt-Avn3-RO9~1XPOX3DbPYXaMPFkSwxPEh6ZpQxpxkX9qAswD9J54bn7WuNaXBH43XNkqaQV0VdoW-1jWDFySiVrR3fA5vDSz-Jrzv1Fc8cu9Tpv~KZbfgmtrvbf8ogGF2nm8W9bnKcpU25kxtWk2RaYRhvzz4oW~DrHQ8SdMHIE0LP9Ge-jj5~Q__	1	1	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-18	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run25	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f01.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=O8LGSihXbPwnhbs8eCVfdvEQmpH9WyGXnpNIAqLugP6HYd9TYRqgN5tzQViqX9ASBroh7zdo~VW4xVqQAeyauTn6WcrCSl2Vf1UtGhH-aoWb0XOf~VmL4LSeH2Gvs2VgsoBHF2iiQcqvLmdVbiXVnkLllXOMjAPt-Avn3-RO9~1XPOX3DbPYXaMPFkSwxPEh6ZpQxpxkX9qAswD9J54bn7WuNaXBH43XNkqaQV0VdoW-1jWDFySiVrR3fA5vDSz-Jrzv1Fc8cu9Tpv~KZbfgmtrvbf8ogGF2nm8W9bnKcpU25kxtWk2RaYRhvzz4oW~DrHQ8SdMHIE0LP9Ge-jj5~Q__	1	1	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-19	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run25	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f01.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=O8LGSihXbPwnhbs8eCVfdvEQmpH9WyGXnpNIAqLugP6HYd9TYRqgN5tzQViqX9ASBroh7zdo~VW4xVqQAeyauTn6WcrCSl2Vf1UtGhH-aoWb0XOf~VmL4LSeH2Gvs2VgsoBHF2iiQcqvLmdVbiXVnkLllXOMjAPt-Avn3-RO9~1XPOX3DbPYXaMPFkSwxPEh6ZpQxpxkX9qAswD9J54bn7WuNaXBH43XNkqaQV0VdoW-1jWDFySiVrR3fA5vDSz-Jrzv1Fc8cu9Tpv~KZbfgmtrvbf8ogGF2nm8W9bnKcpU25kxtWk2RaYRhvzz4oW~DrHQ8SdMHIE0LP9Ge-jj5~Q__	1	1	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-20	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run25	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f01.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=O8LGSihXbPwnhbs8eCVfdvEQmpH9WyGXnpNIAqLugP6HYd9TYRqgN5tzQViqX9ASBroh7zdo~VW4xVqQAeyauTn6WcrCSl2Vf1UtGhH-aoWb0XOf~VmL4LSeH2Gvs2VgsoBHF2iiQcqvLmdVbiXVnkLllXOMjAPt-Avn3-RO9~1XPOX3DbPYXaMPFkSwxPEh6ZpQxpxkX9qAswD9J54bn7WuNaXBH43XNkqaQV0VdoW-1jWDFySiVrR3fA5vDSz-Jrzv1Fc8cu9Tpv~KZbfgmtrvbf8ogGF2nm8W9bnKcpU25kxtWk2RaYRhvzz4oW~DrHQ8SdMHIE0LP9Ge-jj5~Q__	1	1	TMT131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
